IdExpediente,Hora,Causa_de_Accidente,Tipo_VehImplicado,Modelo,Marca,Color,TipoCarnet,AntigCarnet,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2017S000025,7,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Blau,B,16,"427082,07","4582281,06",2.126736,41.386909
2017S000026,9,No es causa del peatón,Furgoneta,Bipper,PEUGEOT,Blanc,Desconocido,Desconocido,"427662,71","4581296,65",2.13379,41.37809
2017S000026,9,No es causa del peatón,Turismo,ASTRA,OPEL,Blanc,Desconocido,Desconocido,"427662,71","4581296,65",2.13379,41.37809
2017S000026,9,No es causa del peatón,Turismo,Z4,BMW,Gris,B,24,"427662,71","4581296,65",2.13379,41.37809
2017S000027,10,No es causa del peatón,Ciclomotor,KISBEE 50,PEUGEOT,Negre,B,5,"430424,49","4584500,98",2.166448,41.407191
2017S000027,10,No es causa del peatón,Taxi,RAPID,SKODA,Altres,B,28,"430424,49","4584500,98",2.166448,41.407191
2017S000028,10,No es causa del peatón,Motocicleta,Desconocido,SUZUKI,Negre,B,13,"429808,97","4586437,16",2.158854,41.424583
2017S000029,13,No es causa del peatón,Ciclomotor,SH 50,HONDA,Negre,B,2,"428921,8","4584295,9",2.148492,41.405213
2017S000029,13,No es causa del peatón,Turismo,S40,VOLVO,Blanc,B,38,"428921,8","4584295,9",2.148492,41.405213
2017S000030,14,No es causa del peatón,"Camión <= 3,5 Tm",LT 35,VOLKSWAGEN,Blanc,B,10,"429292,15","4581623,13",2.153242,41.38118
2017S000030,14,No es causa del peatón,Turismo,206,PEUGEOT,Blau,B,13,"429292,15","4581623,13",2.153242,41.38118
2017S000031,16,No es causa del peatón,Motocicleta,MT 07,YAMAHA,Vermell,A,1,"428657,23","4578860,19",2.145974,41.356239
2017S000031,16,No es causa del peatón,Turismo,PARTNER,PEUGEOT,Taronja,B,9,"428657,23","4578860,19",2.145974,41.356239
2017S000032,17,No es causa del peatón,Furgoneta,FIORINO,FIAT,Blanc,B,29,"428512,95","4580677,44",2.144027,41.372591
2017S000032,17,No es causa del peatón,Motocicleta,CBR 125,HONDA,Vermell,A1,4,"428512,95","4580677,44",2.144027,41.372591
2017S000032,17,No es causa del peatón,Motocicleta,FZ6,YAMAHA,Desconocido,A,9,"428512,95","4580677,44",2.144027,41.372591
2017S000032,17,No es causa del peatón,Turismo,ASTRA,OPEL,Gris,B,11,"428512,95","4580677,44",2.144027,41.372591
2017S000033,17,No es causa del peatón,Furgoneta,LOGAN,DACIA,Gris,B,5,"431652,99","4584139,68",2.18118,41.404045
2017S000033,17,No es causa del peatón,Motocicleta,SH 125,HONDA,Gris,B,7,"431652,99","4584139,68",2.18118,41.404045
2017S000034,18,No es causa del peatón,Turismo,LEON,SEAT,Negre,B,25,"431844,68","4588904,82",2.182939,41.446978
2017S000034,18,No es causa del peatón,Turismo,QASHQAI,NISSAN,Blanc,B,Desconocido,"431844,68","4588904,82",2.182939,41.446978
2017S000035,19,No es causa del peatón,Turismo,308,PEUGEOT,Gris,B,1,"431349,27","4581520,59",2.177852,41.380431
2017S000035,19,No es causa del peatón,Turismo,ASTRA,OPEL,Blanc,B,30,"431349,27","4581520,59",2.177852,41.380431
2017S000035,19,No es causa del peatón,Turismo,CAPTUR,RENAULT,Altres,B,12,"431349,27","4581520,59",2.177852,41.380431
2017S000035,19,No es causa del peatón,Turismo,FOCUS,FORD,Gris,B,34,"431349,27","4581520,59",2.177852,41.380431
2017S000036,19,No es causa del peatón,Motocicleta,Sport City,APRILIA,Blanc,A1,7,"428436,64","4583646,31",2.142767,41.399325
2017S000036,19,No es causa del peatón,Turismo,A4,AUDI,Negre,B,31,"428436,64","4583646,31",2.142767,41.399325
2017S000037,18,No es causa del peatón,Furgoneta,Daily,IVECO FIAT,Blanc,B,10,"429614,28","4584916,05",2.15671,41.410867
2017S000037,18,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,A,5,"429614,28","4584916,05",2.15671,41.410867
2017S000038,20,No es causa del peatón,Turismo,ATOS,HYUNDAI,Blanc,B,21,"433708,62","4583709,75",2.205822,41.400345
2017S000038,20,No es causa del peatón,Turismo,C4,CITROEN,Gris,B,25,"433708,62","4583709,75",2.205822,41.400345
2017S000039,22,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Negre,B,18,"428741,77","4586241,53",2.146109,41.422724
2017S000039,22,No es causa del peatón,Turismo,MINI COOPER,MINI,Altres,B,8,"428741,77","4586241,53",2.146109,41.422724
2017S000040,22,No es causa del peatón,Ciclomotor,PEOPLE 50,KYMCO,Gris,AM,20,"430367,43","4583845,81",2.165842,41.401287
2017S000040,22,No es causa del peatón,Furgoneta,TRANSIT,FORD,Verd,B,2,"430367,43","4583845,81",2.165842,41.401287
2017S000041,23,No es causa del peatón,Turismo,C 200,MERCEDES,Negre,B,23,"431987,02","4583282,61",2.185284,41.396355
2017S000041,23,No es causa del peatón,Turismo,JETTA,VOLKSWAGEN,Negre,B,19,"431987,02","4583282,61",2.185284,41.396355
2017S000042,0,No es causa del peatón,Turismo,335,BMW,Gris,Desconocido,Desconocido,"435045,77","4584884,14",2.221689,41.411037
2017S000042,0,No es causa del peatón,Turismo,MEGANE,RENAULT,Negre,B,1,"435045,77","4584884,14",2.221689,41.411037
2017S000043,5,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,B,3,"430864,97","4580655,6",2.172151,41.372598
2017S000043,5,No es causa del peatón,Turismo,YARIS,TOYOTA,Negre,B,6,"430864,97","4580655,6",2.172151,41.372598
2017S000044,7,No es causa del peatón,Motocicleta,WW125EX2,HONDA,Blanc,B,19,"428702,98","4584183,43",2.145885,41.404185
2017S000044,7,No es causa del peatón,Turismo,FX35,INFINITI,Negre,B,32,"428702,98","4584183,43",2.145885,41.404185
2017S000045,7,No es causa del peatón,Motocicleta,@125,HONDA,Gris,B,14,"429096,15","4588403,89",2.150103,41.442228
2017S000045,7,No es causa del peatón,Turismo,MONDEO,FORD,Blanc,B,43,"429096,15","4588403,89",2.150103,41.442228
2017S000046,9,No es causa del peatón,Motocicleta,R1200,BMW,Gris,A2,1,"430294,37","4583211,15",2.165042,41.39557
2017S000046,9,No es causa del peatón,Turismo,OCTAVIA,SKODA,Negre/Groc,B,12,"430294,37","4583211,15",2.165042,41.39557
2017S000047,11,Cruzar fuera de paso peatonal,AutobĂşs,STRALIS,IVECO FIAT,Altres,D,18,"431567,82","4581584,78",2.180452,41.381026
2017S000048,11,No es causa del peatón,"Camión <= 3,5 Tm",Desconocido,ISUZU,Blanc,B,12,"430004,91","4581948,62",2.161719,41.38417
2017S000048,11,No es causa del peatón,Motocicleta,D'ELIGHT,YAMAHA,Blanc,B,39,"430004,91","4581948,62",2.161719,41.38417
2017S000049,11,No es causa del peatón,Motocicleta,NSC 110,HONDA,Gris,B,8,"431886,88","4584422,74",2.183947,41.406614
2017S000049,11,No es causa del peatón,Turismo,CORSA,OPEL,Blanc,B,6,"431886,88","4584422,74",2.183947,41.406614
2017S000050,11,No es causa del peatón,Ciclomotor,CS 50 Z,YAMAHA,Vermell,AM,9,"431538,45","4588893,11",2.179277,41.446853
2017S000050,11,No es causa del peatón,Turismo,MEGANE,RENAULT,Vermell,B,30,"431538,45","4588893,11",2.179277,41.446853
2017S000051,12,No es causa del peatón,Motocicleta,X Max,YAMAHA,Negre,B,27,"429394,07","4583152,36",2.154284,41.39496
2017S000051,12,No es causa del peatón,Turismo,FIESTA,FORD,Gris,B,8,"429394,07","4583152,36",2.154284,41.39496
2017S000052,12,No es causa del peatón,Furgoneta,PRIMASTAR,NISSAN,Blanc,B,3,"431372,07","4583671,72",2.177883,41.399806
2017S000052,12,No es causa del peatón,Motocicleta,Z 750,KAWASAKI,Blanc,A,2,"431372,07","4583671,72",2.177883,41.399806
2017S000052,12,No es causa del peatón,Turismo,VERSO,TOYOTA,Desconocido,Desconocido,Desconocido,"431372,07","4583671,72",2.177883,41.399806
2017S000053,12,No es causa del peatón,Ciclomotor,SH 50,HONDA,Gris,A,40,"428813,69","4581570,86",2.147521,41.380661
2017S000053,12,No es causa del peatón,Motocicleta,X Max,YAMAHA,Negre,B,14,"428813,69","4581570,86",2.147521,41.380661
2017S000054,12,No es causa del peatón,Taxi,Superb,SKODA,Negre/Groc,BTP,9,"431129,78","4582994,69",2.175054,41.393688
2017S000054,12,No es causa del peatón,Turismo,IBIZA,SEAT,Negre,B,3,"431129,78","4582994,69",2.175054,41.393688
2017S000055,13,No es causa del peatón,Motocicleta,SCOOPY 125,HONDA,Desconocido,Desconocido,Desconocido,"429949,39","4582098,91",2.161044,41.385516
2017S000055,13,No es causa del peatón,Motocicleta,SH 100,HONDA,Gris,A,28,"429949,39","4582098,91",2.161044,41.385516
2017S000055,13,No es causa del peatón,Turismo,Bipper,PEUGEOT,Blanc,B,8,"429949,39","4582098,91",2.161044,41.385516
2017S000056,15,No es causa del peatón,Motocicleta,SH 125,HONDA,granate,B,Desconocido,"430928,6","4583773,56",2.172561,41.400687
2017S000056,15,No es causa del peatón,Motocicleta,X Max,YAMAHA,Negre,A,10,"430928,6","4583773,56",2.172561,41.400687
2017S000057,12,No es causa del peatón,Autocaravana,Desconocido,Desconocido,Blanc,D1,31,"425857,18","4583428,51",2.111945,41.397128
2017S000057,12,No es causa del peatón,Turismo,FREELANDER,LAND ROVER,Verd,B,1,"425857,18","4583428,51",2.111945,41.397128
2017S000058,15,No es causa del peatón,Motocicleta,PK125,VESPA,Vermell,A,29,"429891,13","4583107,12",2.160234,41.394599
2017S000058,15,No es causa del peatón,Motocicleta,SJ 100,HONDA,Blau,B,6,"429891,13","4583107,12",2.160234,41.394599
2017S000058,15,No es causa del peatón,Turismo,IBIZA,SEAT,Gris,B,7,"429891,13","4583107,12",2.160234,41.394599
2017S000059,14,No es causa del peatón,Ciclomotor,VESPINO GL,VESPA,Negre,AM,38,"427214,76","4583877,84",2.128122,41.401296
2017S000059,14,No es causa del peatón,Turismo,I 20,HYUNDAI,granate,B,11,"427214,76","4583877,84",2.128122,41.401296
2017S000060,14,No es causa del peatón,AutobĂşs,0405N2,MERCEDES,Vermell,D1,13,"428424,58","4587308,63",2.14219,41.432306
2017S000061,13,No es causa del peatón,Motocicleta,PCX,HONDA,Vermell,B,4,"431099,91","4583566,62",2.17463,41.398837
2017S000061,13,No es causa del peatón,Motocicleta,TWEET 125,PEUGEOT,Blanc,B,18,"431099,91","4583566,62",2.17463,41.398837
2017S000062,17,No es causa del peatón,Motocicleta,RAMBLA,DERBI,Blau,A2,9,"427835,14","4581833,11",2.135794,41.382942
2017S000062,17,No es causa del peatón,Turismo,ESPACE,RENAULT,Gris,B,22,"427835,14","4581833,11",2.135794,41.382942
2017S000063,14,No es causa del peatón,TranvĂ­a o tren,Desconocido,Desconocido,Desconocido,Desconocido,10,"434210,82","4585288,5",2.211655,41.414608
2017S000064,18,Otras,Ciclomotor,LIBERTY 50,PIAGGIO,Gris,B,3,"432748,6","4583797,55",2.194329,41.401057
2017S000065,19,No es causa del peatón,Motocicleta,SH 150,HONDA,Blau,A2,Desconocido,"429383,32","4581599,39",2.154333,41.380972
2017S000065,19,No es causa del peatón,Turismo,FR-V,HONDA,Negre,B,5,"429383,32","4581599,39",2.154333,41.380972
2017S000066,19,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Gris,B,34,"429407,04","4582845,29",2.154475,41.392196
2017S000066,19,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Negre,B,1,"429407,04","4582845,29",2.154475,41.392196
2017S000067,21,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,"427482,28","4580848,28",2.131691,41.374039
2017S000067,21,No es causa del peatón,Motocicleta,SUPER DINK 125,KYMCO,Negre,B,15,"427482,28","4580848,28",2.131691,41.374039
2017S000068,23,No es causa del peatón,Bicicleta,Desconocido,ORBEA,Violeta,Desconocido,Desconocido,"429307,79","4581494,94",2.153437,41.38002
2017S000068,23,No es causa del peatón,Turismo,A5,AUDI,Negre,Desconocido,Desconocido,"429307,79","4581494,94",2.153437,41.38002
2017S000068,23,No es causa del peatón,Turismo,Altea,SEAT,Blanc,Desconocido,Desconocido,"429307,79","4581494,94",2.153437,41.38002
2017S000068,23,No es causa del peatón,Turismo,FX35,INFINITI,Negre,B,32,"429307,79","4581494,94",2.153437,41.38002
2017S000068,23,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Negre,B,13,"429307,79","4581494,94",2.153437,41.38002
2017S000069,10,No es causa del peatón,"Camión <= 3,5 Tm",CABSTAR,NISSAN,Vermell,D,2,"430721,27","4581281,27",2.17037,41.378224
2017S000070,10,No es causa del peatón,Motocicleta,LIBERTY 125,PIAGGIO,Negre,B,31,"430110,42","4582691,73",2.162901,41.390871
2017S000070,10,No es causa del peatón,Motocicleta,SH 125,HONDA,Blau,B,8,"430110,42","4582691,73",2.162901,41.390871
2017S000071,8,No es causa del peatón,Furgoneta,COMBO,OPEL,Blanc,B,22,"429040,23","4581689,51",2.150221,41.381752
2017S000071,8,No es causa del peatón,Motocicleta,MTS 1200,DUCATI,Blanc,A,8,"429040,23","4581689,51",2.150221,41.381752
2017S000072,10,No es causa del peatón,Furgoneta,35S11,IVECO FIAT,Blanc,B,14,"429662,25","4582499,63",2.157565,41.389103
2017S000072,10,No es causa del peatón,Motocicleta,HD 200,SYM,Gris,A,26,"429662,25","4582499,63",2.157565,41.389103
2017S000073,11,No es causa del peatón,Furgoneta,PARTNER,PEUGEOT,Blanc,B,38,"432842,66","4583443,77",2.195493,41.397877
2017S000073,11,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Blanc,B,9,"432842,66","4583443,77",2.195493,41.397877
2017S000074,14,Cruzar fuera de paso peatonal,Motocicleta,SH 300,HONDA,Gris,A,9,"432942,6","4586022,22",2.196403,41.421114
2017S000075,14,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Negre/Groc,Desconocido,Desconocido,429068.51,4581836.06,2.150545,41.383079
2017S000075,14,No es causa del peatón,Motocicleta,Dylan 125,HONDA,Negre,B,7,429068.51,4581836.06,2.150545,41.383079
2017S000076,14,No es causa del peatón,Motocicleta,SUPERLIGHT,KEEWAY,Altres,B,28,"427833,08","4578491,7",2.136168,41.352842
2017S000077,12,No es causa del peatón,Furgoneta,Daily,IVECO FIAT,Desconocido,B,9,"432282,89","4588195,97",2.188262,41.44063
2017S000077,12,No es causa del peatón,Turismo,207,PEUGEOT,Vermell,B,12,"432282,89","4588195,97",2.188262,41.44063
2017S000077,12,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Blanc,B,18,"432282,89","4588195,97",2.188262,41.44063
2017S000077,12,No es causa del peatón,Turismo,TACUMA,DAEWOO,Gris,B,3,"432282,89","4588195,97",2.188262,41.44063
2017S000078,15,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Negre,B,27,"429654,51","4582369,59",2.157485,41.387931
2017S000078,15,No es causa del peatón,Motocicleta,SH 300,HONDA,Negre,A2,5,"429654,51","4582369,59",2.157485,41.387931
2017S000079,14,No es causa del peatón,AutobĂşs,Desconocido,MERCEDES-BENZ,Vermell,D,39,"429444,28","4582235,96",2.154989,41.386706
2017S000079,14,No es causa del peatón,Turismo,CX 5,MAZDA,Gris,B,25,"429444,28","4582235,96",2.154989,41.386706
2017S000080,13,No es causa del peatón,Ciclomotor,LIBERTY 50,PIAGGIO,Negre,AM,2,"427505,62","4582805,48",2.131732,41.391667
2017S000080,13,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,B,12,"427505,62","4582805,48",2.131732,41.391667
2017S000081,17,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Taronja,Desconocido,Desconocido,"430557,92","4580601,62",2.168487,41.372086
2017S000081,17,No es causa del peatón,Turismo,PASSAT,VOLKSWAGEN,Gris,B,18,"430557,92","4580601,62",2.168487,41.372086
2017S000082,12,No es causa del peatón,"Camión > 3,5 Tm",Desconocido,IVECO FIAT,Altres,C,28,"429866,44","4583755,17",2.159859,41.400433
2017S000083,13,No es causa del peatón,Motocicleta,SH 125,HONDA,Desconocido,B,19,"430585,29","4582858,11",2.168563,41.392416
2017S000083,13,No es causa del peatón,Turismo,IBIZA,SEAT,Negre,B,10,"430585,29","4582858,11",2.168563,41.392416
2017S000084,14,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Gris,B,9,"427330,08","4582097,34",2.129724,41.385274
2017S000084,14,No es causa del peatón,Turismo,407,PEUGEOT,Gris,B,34,"427330,08","4582097,34",2.129724,41.385274
2017S000085,14,No es causa del peatón,Motocicleta,SYMPHONY,SYM,Negre,B,9,"428045,31","4581645,54",2.138328,41.381268
2017S000085,14,No es causa del peatón,Turismo,CIVIC,HONDA,Blanc,B,Desconocido,"428045,31","4581645,54",2.138328,41.381268
2017S000086,17,No es causa del peatón,Turismo,C-MAX,FORD,Blanc,Desconocido,Desconocido,"427146,12","4582471,82",2.127478,41.388626
2017S000086,17,No es causa del peatón,Turismo,FR-V,HONDA,Gris,B,31,"427146,12","4582471,82",2.127478,41.388626
2017S000086,17,No es causa del peatón,Turismo,MONDEO,FORD,Negre,B,12,"427146,12","4582471,82",2.127478,41.388626
2017S000087,16,Cruzar fuera de paso peatonal,Turismo,GOLF,VOLKSWAGEN,Blau,B,18,"428958,12","4585089,98",2.148841,41.412368
2017S000088,21,No es causa del peatón,Ciclomotor,LIBERTY 50,PIAGGIO,Negre,B,1,"427509,13","4580863,62",2.132012,41.374176
2017S000088,21,No es causa del peatón,Turismo,ALMERA,NISSAN,Gris,B,2,"427509,13","4580863,62",2.132012,41.374176
2017S000089,15,No es causa del peatón,Motocicleta,UP300,YAMAHA,Blanc,B,1,"427330,08","4582097,34",2.129724,41.385274
2017S000089,15,No es causa del peatón,Turismo,A4,AUDI,Gris,B,18,"427330,08","4582097,34",2.129724,41.385274
2017S000090,19,No es causa del peatón,Motocicleta,Desconocido,YIYING,Negre,B,7,"428084,48","4583863,75",2.138531,41.401248
2017S000090,19,No es causa del peatón,Turismo,GLA 200,MERCEDES,Gris,B,30,"428084,48","4583863,75",2.138531,41.401248
2017S000091,19,Cruzar fuera de paso peatonal,Bicicleta,Desconocido,BTWIN,Blanc,Desconocido,Desconocido,"427868,02",4580802,2.136312,41.373659
2017S000092,15,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,A1,5,"433003,56","4583039,24",2.197463,41.394252
2017S000092,15,No es causa del peatón,Turismo,SAXO,CITROEN,granate,B,32,"433003,56","4583039,24",2.197463,41.394252
2017S000093,22,No es causa del peatón,Motocicleta,SH 300,HONDA,Negre,A1,9,"427778,04","4584104,1",2.134842,41.403391
2017S000093,22,No es causa del peatón,Taxi,OCTAVIA,SKODA,Groc,B,36,"427778,04","4584104,1",2.134842,41.403391
2017S000094,22,No es causa del peatón,Furgoneta,VIVARO,OPEL,Altres,B,21,"430402,11","4586998,27",2.165897,41.429688
2017S000094,22,No es causa del peatón,Motocicleta,YP 250,YAMAHA,Gris,A2,1,"430402,11","4586998,27",2.165897,41.429688
2017S000095,2,No es causa del peatón,Motocicleta,JF,HONDA,Gris,A1,3,"427922,35","4584422,58",2.136526,41.406268
2017S000096,4,No es causa del peatón,Turismo,X3,BMW,Negre,B,7,"433299,55","4588799,68",2.200368,41.446155
2017S000097,6,No es causa del peatón,Furgoneta,Daily,IVECO FIAT,Blanc,B,9,"433207,52","4586347,21",2.199538,41.424063
2017S000097,6,No es causa del peatón,Turismo,IBIZA,SEAT,Negre,B,9,"433207,52","4586347,21",2.199538,41.424063
2017S000098,7,No es causa del peatón,Motocicleta,HT 125,HAOTIAN,Gris,B,14,"430589,26","4582593,08",2.168641,41.39003
2017S000098,7,No es causa del peatón,Motocicleta,UX 150,SUZUKI,Blau,A,26,"430589,26","4582593,08",2.168641,41.39003
2017S000098,7,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,B,30,"430589,26","4582593,08",2.168641,41.39003
2017S000099,5,No es causa del peatón,Turismo,C4,CITROEN,Gris,Desconocido,Desconocido,"431399,69","4585311,79",2.17802,41.414579
2017S000099,5,No es causa del peatón,Turismo,JUKE,NISSAN,Gris,Desconocido,Desconocido,"431399,69","4585311,79",2.17802,41.414579
2017S000099,5,No es causa del peatón,Turismo,LEON,SEAT,Gris,B,6,"431399,69","4585311,79",2.17802,41.414579
2017S000100,7,No es causa del peatón,Motocicleta,PHANTEON,HONDA,Vermell,A,27,"429072,36","4583956,46",2.150338,41.402173
2017S000100,7,No es causa del peatón,Motocicleta,UH 125,SUZUKI,Gris,B,24,"429072,36","4583956,46",2.150338,41.402173
2017S000101,8,No es causa del peatón,"Camión > 3,5 Tm",220,RENAULT,Desconocido,Desconocido,13,"428743,59","4583490,35",2.146458,41.397947
2017S000102,8,No es causa del peatón,Motocicleta,ER-6N,KAWASAKI,Gris,A1,1,"430160,11","4582457,46",2.163526,41.388768
2017S000102,8,No es causa del peatón,Turismo,X1,BMW,Blanc,B,38,"430160,11","4582457,46",2.163526,41.388768
2017S000103,8,No es causa del peatón,Motocicleta,F 650,BMW,Negre,A2,3,"428232,71","4582496,74",2.140463,41.388949
2017S000103,8,No es causa del peatón,Turismo,MEGANE,RENAULT,Gris,B,20,"428232,71","4582496,74",2.140463,41.388949
2017S000104,7,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,2,"431819,04","4587014,09",2.182853,41.429954
2017S000105,9,Otras,Motocicleta,XTZ 750,YAMAHA,Gris,A2,1,"428374,74","4583169,09",2.142082,41.395023
