IdExpediente,Hora,Turno,Causa_de_Accidente,Tipo_VehImplicado,Modelo,Marca,Color,TipoCarnet,AntigCarnet,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2019S005075,18,Tarde,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,429393.43,4582076.68,2.1543111137033013,41.38529488462751
2019S005075,18,Tarde,No es causa del peatón,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,429393.43,4582076.68,2.1543111137033013,41.38529488462751
2019S008513,13,Matutino,No es causa del peatón,Motocicleta,WW125EX2,HONDA,Blanc,B,35,426503.22,4577014.83,2.1203618421503547,41.33944603154944
2019S001554,22,Noche,No es causa del peatón,Turisme,307 SW PK,PEUGEOT,Gris,B,30,428020.43,4576283.26,2.138579971778365,41.332994230069254
2019S001554,22,Noche,No es causa del peatón,Turisme,C3,CITROEN,Negre,B,15,428020.43,4576283.26,2.138579971778365,41.332994230069254
2019S002789,9,Matutino,No es causa del peatón,Veh. mobilitat personal amb motor,XS,JOYOR,Desconocido,Desconocido,Desconocido,429393.43,4582076.68,2.1543111137033013,41.38529488462751
2019S006247,7,Matutino,No es causa del peatón,Motocicleta,T MAX,YAMAHA,Blanc,A2,9,427519.99,4575229.36,2.132725982730078,41.32345726224436
2019S006247,7,Matutino,No es causa del peatón,Tractocamión,,IVECO FIAT,Blanc,B,17,427519.99,4575229.36,2.132725982730078,41.32345726224436
2019S009935,20,Tarde,No es causa del peatón,Taxi,ALTEA XL,SEAT,Negre/Groc,B,43,430594.53,4579494.76,2.168971005971911,41.36214521025368
2019S009935,20,Tarde,No es causa del peatón,Tot terreny,X5 3 0 D,BMW,Negre,B,35,430594.53,4579494.76,2.168971005971911,41.36214521025368
2019S009935,20,Tarde,No es causa del peatón,Turisme,POLO 1.4,VOLKSWAGEN,Gris,B,2,430594.53,4579494.76,2.168971005971911,41.36214521025368
2019S000611,15,Tarde,No es causa del peatón,AutobĂşs,7900,VOLVO,Vermell,D,17,430054.0,4581004.02,2.162334793069694,41.37569167070221
2019S000627,22,Noche,No es causa del peatón,AutobĂşs,B12BER,VOLVO,Blanc,D,2,426026.03,4576779.15,2.114687991415673,41.3372796418757
2019S000627,22,Noche,No es causa del peatón,Motocicleta,CBR 600,HONDA,Blanc,A,11,426026.03,4576779.15,2.114687991415673,41.3372796418757
2019S001972,20,Tarde,Otras,Turisme,ASTRA G COUPE,OPEL,Desconocido,B,2,425271.78,4582185.56,2.1050077945577943,41.385902675193186
2019S001972,20,Tarde,Otras,Turisme,TOYOTA C-HR,TOYOTA,Desconocido,B,9,425271.78,4582185.56,2.1050077945577943,41.385902675193186
2019S005231,14,Tarde,No es causa del peatón,Motocicleta,ST 1300,HONDA,Blanc,A,24,428020.43,4576283.26,2.138579971778365,41.332994230069254
2019S005235,14,Tarde,No es causa del peatón,Motocicleta,YP400RA,YAMAHA,Gris,A,3,426503.22,4577014.83,2.1203618421503547,41.33944603154944
2019S008204,13,Matutino,No es causa del peatón,AutobĂşs,I6 13.35,IRIZAR,Blanc,D,27,429393.43,4582076.68,2.1543111137033013,41.38529488462751
2019S008204,13,Matutino,No es causa del peatón,Turisme,IBIZA II,SEAT,Gris,B,5,429393.43,4582076.68,2.1543111137033013,41.38529488462751
2019S000528,19,Tarde,No es causa del peatón,Turisme,GOLF,VOLKSWAGEN,Gris,B,8,428989.33,4579247.93,2.1498103430760227,41.35978193293065
2019S000528,19,Tarde,No es causa del peatón,Turisme,PRIUS,TOYOTA,Blanc,B,23,428989.33,4579247.93,2.1498103430760227,41.35978193293065
2019S001881,13,Matutino,Otras,Bicicleta,,ES DESCONEIX,Desconocido,Desconocido,Desconocido,428224.4,4588969.61,2.1395118220376266,41.44727230127193
2019S001219,11,Matutino,No es causa del peatón,Furgoneta,35C15,IVECO FIAT,Blanc,B,23,427781.46,4576414.5,2.1357088326797826,41.33415484728828
2019S001219,11,Matutino,No es causa del peatón,Tractocamión,440,IVECO FIAT,Blanc,E C,27,427781.46,4576414.5,2.1357088326797826,41.33415484728828
2019S001219,11,Matutino,No es causa del peatón,Tractocamión,FT 95,DAF-HERMANNS,Negre,E C,4,427781.46,4576414.5,2.1357088326797826,41.33415484728828
2019S001219,11,Matutino,No es causa del peatón,Tractocamión,TGX 540,MAN,Blanc,E C,12,427781.46,4576414.5,2.1357088326797826,41.33415484728828
2019S002437,7,Matutino,No es causa del peatón,Motocicleta,SYMPHONY ST,S.Y.M,Negre,A,41,426503.22,4577014.83,2.1203618421503547,41.33944603154944
2019S002437,7,Matutino,No es causa del peatón,Turisme,C4,CITROEN,Negre,B,15,426503.22,4577014.83,2.1203618421503547,41.33944603154944
2019S003588,10,Matutino,No es causa del peatón,Furgoneta,TRANSIT,FORD,Blanc,B,12,428989.33,4579247.93,2.1498103430760227,41.35978193293065
2019S003588,10,Matutino,No es causa del peatón,Motocicleta,MT-09,YAMAHA,Negre,A,2,428989.33,4579247.93,2.1498103430760227,41.35978193293065
2019S003588,10,Matutino,No es causa del peatón,Turisme,208,PEUGEOT,Blanc,B,32,428989.33,4579247.93,2.1498103430760227,41.35978193293065
2019S007269,15,Tarde,No es causa del peatón,Turisme,CLIO,RENAULT,Desconocido,B,30,428523.13,4586831.28,2.143340985044812,41.428040229079606
2019S008269,16,Tarde,No es causa del peatón,"Camión > 3,5 tones",FM9,VOLVO,Blanc,C,34,428020.43,4576283.26,2.138579971778365,41.332994230069254
2019S008269,16,Tarde,No es causa del peatón,Turisme,XSARA PICASSO,CITROEN,Negre,B,16,428020.43,4576283.26,2.138579971778365,41.332994230069254
2019S001523,2,,No es causa del peatón,Turisme,FOCUS,FORD,Blanc,B,6,430658.77,4580970.37,2.1695699824553287,41.37544101358135
2019S004229,12,Matutino,Transitar a pie por calzada,Furgoneta,MOVANO,OPEL,Blanc,B,6,430603.22,4581011.83,2.168901010655908,41.375809632061866
2019S001464,0,Noche,No es causa del peatón,Bicicleta,Desconocido,ES DESCONEIX,Desconocido,Desconocido,Desconocido,430560.64,4581713.6,2.1683113491426806,41.3821265166538
2019S001464,0,Noche,No es causa del peatón,Taxi,TOLEDO,SEAT,Negre,B,45,430560.64,4581713.6,2.1683113491426806,41.3821265166538
2019S009921,10,Matutino,No es causa del peatón,Furgoneta,FIAT DOBLO,FIAT,Blau,B,34,430551.9,4581740.5,2.168203745673523,41.38236803860705
2019S009921,10,Matutino,No es causa del peatón,Motocicleta,N-MAX,YAMAHA,Blau,B,2,430551.9,4581740.5,2.168203745673523,41.38236803860705
2019S003916,17,Tarde,Otras,Turisme,FIAT TIPO,FIAT,Negre,B,30,430532.25,4581342.39,2.1680144667054284,41.37878072270061
2019S000046,21,Tarde,No es causa del peatón,Motocicleta,PEOPLE 125,KYMCO,Negre,B,6,431221.88,4581177.04,2.176279681382044,41.377350808207886
2019S000046,21,Tarde,No es causa del peatón,Turisme,207,PEUGEOT,Gris,B,9,431221.88,4581177.04,2.176279681382044,41.377350808207886
2019S001689,17,Tarde,No es causa del peatón,Ciclomotor,ES2,ASKOL,Blanc,AM,29,431221.88,4581177.04,2.176279681382044,41.377350808207886
2019S001689,17,Tarde,No es causa del peatón,Turisme,C5,CITROEN,Gris,B,15,431221.88,4581177.04,2.176279681382044,41.377350808207886
2019S000950,4,Noche,No es causa del peatón,"Camión > 3,5 tones",AD260S27YĂ,IVECO BUS,Blanc,C,10,431160.3,4581252.87,2.1755347134419134,41.37802850666952
2019S000950,4,Noche,No es causa del peatón,Turisme,C-HR,TOYOTA,Gris,Desconocido,Desconocido,431160.3,4581252.87,2.1755347134419134,41.37802850666952
2019S000950,4,Noche,No es causa del peatón,Turisme,FOCUS,FORD,Blau,Desconocido,Desconocido,431160.3,4581252.87,2.1755347134419134,41.37802850666952
2019S000950,4,Noche,No es causa del peatón,Turisme,IBIZA,SEAT,Negre,Desconocido,Desconocido,431160.3,4581252.87,2.1755347134419134,41.37802850666952
2019S003427,22,Noche,No es causa del peatón,Motocicleta,GRAND DINK 125,KYMCO,Desconocido,Desconocido,Desconocido,431148.69,4581284.49,2.175392288110972,41.37831230116725
2019S003427,22,Noche,No es causa del peatón,Motocicleta,NSC110MPD,HONDA,Desconocido,Desconocido,Desconocido,431148.69,4581284.49,2.175392288110972,41.37831230116725
2019S003427,22,Noche,No es causa del peatón,Motocicleta,SH125AD,HONDA,Desconocido,Desconocido,Desconocido,431148.69,4581284.49,2.175392288110972,41.37831230116725
2019S003427,22,Noche,No es causa del peatón,Turisme,NUBIRA,DAEWOO,Platejat,B,13,431148.69,4581284.49,2.175392288110972,41.37831230116725
2019S004095,18,Tarde,No es causa del peatón,Bicicleta,,BICING,Vermell,Desconocido,Desconocido,431129.89,4581327.89,2.175162544913212,41.378701577147844
2019S004095,18,Tarde,No es causa del peatón,"Camión <= 3,5 tones",TRANSIT,ROMU,Blanc,B,1,431129.89,4581327.89,2.175162544913212,41.378701577147844
2019S008556,12,Matutino,No es causa del peatón,"Camión > 3,5 tones",MASTER,RENAULT,Blau,B,34,431144.57,4581298.5,2.175341428489987,41.37843813083082
2019S001789,4,Noche,No es causa del peatón,Turisme,IBIZA,SEAT,Blau,B,4,431089.36,4581379.46,2.174672025413756,41.379162573201306
2019S001789,4,Noche,No es causa del peatón,Turisme,SWIFT,SUZUKI,Blanc,Desconocido,Desconocido,431089.36,4581379.46,2.174672025413756,41.379162573201306
2019S003380,16,Tarde,No es causa del peatón,"Camión > 3,5 tones",75E,IVECO BUS,Desconocido,B,7,430969.35,4581599.9,2.1732118204244064,41.381137688452256
2019S002495,0,Noche,No es causa del peatón,Furgoneta,BIPPER FG 1.3 H,PEUGEOT,Blanc,B,24,430952.74,4581593.0,2.173013982435588,41.381074115471776
2019S002495,0,Noche,No es causa del peatón,Furgoneta,TOURNEO COURIER,FORD,Blanc,B,7,430952.74,4581593.0,2.173013982435588,41.381074115471776
2019S005763,2,,No es causa del peatón,Ciclomotor,ES2,ASKOLL,Desconocido,B,15,430933.38,4581622.87,2.172779062893155,41.381341478743465
2019S005763,2,,No es causa del peatón,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Groc,B,3,430933.38,4581622.87,2.172779062893155,41.381341478743465
2019S003965,9,Matutino,No es causa del peatón,Furgoneta,TRANSPORTE,VOLKSWAGEN,Blanc,B,8,430928.07,4581631.2,2.1727146138818454,41.381416047272346
2019S003965,9,Matutino,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,B,29,430928.07,4581631.2,2.1727146138818454,41.381416047272346
2019S003994,18,Tarde,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Sense permĂ­s,Desconocido,430922.71,4581639.57,2.172649562243888,41.38149097172796
2019S003994,18,Tarde,No es causa del peatón,Motocicleta,Beverly,PIAGGIO,Blanc,B,9,430922.71,4581639.57,2.172649562243888,41.38149097172796
2019S000488,7,Matutino,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Verd,Desconocido,Desconocido,430922.71,4581639.57,2.172649562243888,41.38149097172796
2019S009595,9,Matutino,No es causa del peatón,Motocicleta,XJ600S,YAMAHA,Negre,A,16,430873.87,4581715.5,2.1720568471789803,41.382170642403075
2019S009595,9,Matutino,No es causa del peatón,Turisme,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430873.87,4581715.5,2.1720568471789803,41.382170642403075
2019S009595,9,Matutino,No es causa del peatón,Turisme,MEGANE,RENAULT,Gris,B,12,430873.87,4581715.5,2.1720568471789803,41.382170642403075
2019S007703,11,Matutino,Transitar a pie por calzada,Furgoneta,TRANSIT,FORD,Blanc,B,34,430794.78,4581865.02,2.1710939580521083,41.38351050028078
2019S004008,10,Matutino,No es causa del peatón,Turisme,108,PEUGEOT,Blanc,B,20,430798.51,4581890.5,2.1711356492776983,41.383740309800615
2019S004008,10,Matutino,No es causa del peatón,Veh. mobilitat personal amb motor,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430798.51,4581890.5,2.1711356492776983,41.383740309800615
2019S008664,15,Tarde,Otras,Furgoneta,413 CDI,MERCEDES-BENZ,Groc,B,42,430756.97,4581938.66,2.1706333751224958,41.38417048810751
2019S006451,8,Matutino,No es causa del peatón,Bicicleta,Desconocido,BICING,Vermell,Desconocido,Desconocido,430713.95,4582014.18,2.1701102619000543,41.384846956969376
2019S001717,20,Tarde,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430689.28,4582058.08,2.1698102075854995,41.38524021828393
2019S001717,20,Tarde,No es causa del peatón,Ciclomotor,ES2,ASKOL,Blanc,B,4,430689.28,4582058.08,2.1698102075854995,41.38524021828393
2019S006368,20,Tarde,No es causa del peatón,Ciclomotor,PEOPLE S50,KYMCO,Negre,AM,3,430526.76,4581581.04,2.1679214203637587,41.38092967301615
2019S006368,20,Tarde,No es causa del peatón,Taxi,C-ELYSEE ECO-GLV,CITROEN,Negre/Groc,B,5,430526.76,4581581.04,2.1679214203637587,41.38092967301615
2019S008064,12,Matutino,Cruzar fuera de paso peatonal,Veh. mobilitat personal sense motor,Desconocido,Desconocido,Negre,Desconocido,Desconocido,430502.39,4581564.49,2.1676319016688668,41.380778506092376
2019S009040,11,Matutino,Cruzar fuera de paso peatonal,Veh. mobilitat personal amb motor,Desconocido,Desconocido,Negre,Desconocido,Desconocido,430512.97,4581568.32,2.1677579785181904,41.380813916501424
2019S006685,15,Tarde,No es causa del peatón,"Camión <= 3,5 tones",PORTER ELECTRICO,PIAGGIO,Blanc,B,33,430467.44,4581526.47,2.167218335031068,41.380433051218226
2019S008357,9,Matutino,No es causa del peatón,Motocicleta,XP530-A  (TMAX SX),YAMAHA,Negre,A,23,430467.44,4581526.47,2.167218335031068,41.380433051218226
2019S008357,9,Matutino,No es causa del peatón,Tot terreny,DISCOVERY SPORT,LAND ROVER,Gris,B,30,430467.44,4581526.47,2.167218335031068,41.380433051218226
2019S000739,10,Matutino,No es causa del peatón,Turisme,PATROL,NISSAN,granate,B,37,430467.44,4581526.47,2.167218335031068,41.380433051218226
2019S001150,10,Matutino,No es causa del peatón,Furgoneta,PARTNER,PEUGEOT,Blanc,B,15,430181.82,4581505.42,2.163805312784825,41.380218692535244
2019S003817,15,Tarde,No es causa del peatón,Turisme,A3 2 0 TDI,AUDI,Negre,B,26,430437.74,4581415.98,2.166875882673585,41.379435341340795
2019S009657,14,Tarde,No es causa del peatón,Bicicleta,,ES DESCONEIX,Desconocido,B,18,430990.47,4581311.84,2.17349722771198,41.37854505816066
2019S009657,14,Tarde,No es causa del peatón,Furgoneta,PRIMASTAR,NISSAN,Desconocido,B,19,430990.47,4581311.84,2.17349722771198,41.37854505816066
2019S004754,9,Matutino,No es causa del peatón,Bicicleta,Desconocido,BICING,Desconocido,Desconocido,Desconocido,430720.92,4580974.09,2.1703126920657305,41.375479878904464
2019S004754,9,Matutino,No es causa del peatón,Motocicleta,R 1200 GS,BMW,Desconocido,B,25,430720.92,4580974.09,2.1703126920657305,41.375479878904464
2019S009737,8,Matutino,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Negre,B,9,430721.89,4580947.36,2.1703273499441287,41.375239215791
2019S009737,8,Matutino,No es causa del peatón,Turisme,R 320 CDI,MERCEDES-BENZ,Negre,B,33,430721.89,4580947.36,2.1703273499441287,41.375239215791
2019S006498,1,Noche,Otras,Turisme,TOYOTA PRIUS,TOYOTA,Negre/Groc,B,8,430686.86,4580920.06,2.1699116193492904,41.374990314448596
2019S005957,0,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Gris,B,10,430686.86,4580920.06,2.1699116193492904,41.374990314448596
2019S005957,0,Noche,No es causa del peatón,Taxi,PRIUS ECO,TOYOTA,Negre/Groc,B,3,430686.86,4580920.06,2.1699116193492904,41.374990314448596
2019S009264,4,Noche,No es causa del peatón,Furgoneta,NUEVO BERLINGO VAN TAL,CITROEN,Blanc,B,32,430686.86,4580920.06,2.1699116193492904,41.374990314448596
2019S007489,17,Tarde,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Blau,A,32,430748.54,4580934.89,2.1706474331412657,41.37512920049284
2019S007489,17,Tarde,No es causa del peatón,Turisme,320D,BMW,Blanc,B,9,430748.54,4580934.89,2.1706474331412657,41.37512920049284
2019S002935,13,Matutino,Otras,Turisme,CADDY,VOLKSWAGEN,Negre/Groc,B,11,430654.18,4581687.05,2.169432975848346,41.381895471162274
2019S005759,1,Noche,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Verd,Desconocido,Desconocido,430634.81,4581702.65,2.1691995550813425,41.382034301889
2019S005759,1,Noche,No es causa del peatón,Turisme,Desconocido,MERCEDES,Negre,Desconocido,Desconocido,430634.81,4581702.65,2.1691995550813425,41.382034301889
2019S005301,17,Tarde,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430587.51,4581859.91,2.1686158848550394,41.38344659387453
2019S003909,15,Tarde,No es causa del peatón,Furgoneta,COMBO C VAN,OPEL,Desconocido,B,Desconocido,430762.92,4581083.38,2.1708023896533724,41.37646783154283
2019S003909,15,Tarde,No es causa del peatón,Veh. mobilitat personal sense motor,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430762.92,4581083.38,2.1708023896533724,41.37646783154283
2019S003738,8,Matutino,No es causa del peatón,Ciclomotor,NSP 50 4T,PIAGGIO,Vermell,AM,13,430249.75,4581669.82,2.1645986683719376,41.381705276252454
2019S003738,8,Matutino,No es causa del peatón,Turisme,MICRA,NISSAN,granate,B,34,430249.75,4581669.82,2.1645986683719376,41.381705276252454
2019S006987,12,Matutino,No es causa del peatón,"Camión > 3,5 tones",FLL 42 240,VOLVO,Blanc,C,18,430753.37,4581586.95,2.170630576083833,41.381002465987365
2019S009387,11,Matutino,No es causa del peatón,Taxi,TOLEDO,SEAT,Negre/Groc,B,30,431141.53,4581056.3,2.175332633904887,41.37625646684461
2019S009387,11,Matutino,No es causa del peatón,Turisme,V90 CROSS COUNTRY,VOLVO,Blau,B,30,431141.53,4581056.3,2.175332633904887,41.37625646684461
2019S006607,22,Noche,No es causa del peatón,Motocicleta,PES125,HONDA,Gris,B,13,431141.53,4581056.3,2.175332633904887,41.37625646684461
2019S006607,22,Noche,No es causa del peatón,Turisme,CIVIC,HONDA,Blau,B,32,431141.53,4581056.3,2.175332633904887,41.37625646684461
2019S002314,11,Matutino,No es causa del peatón,Turisme,C4,CITROEN,Blanc,B,32,431001.45,4581060.98,2.1736571234944333,41.37628660135495
2019S008912,17,Tarde,Cruzar fuera de paso peatonal,Motocicleta,WW125EX,HONDA,Blanc,B,21,431043.27,4581103.5,2.174152333008346,41.37667315279605
2019S006860,15,Tarde,No es causa del peatón,Turisme,A3 SPORTBACK,AUDI,Gris,Desconocido,Desconocido,430972.19,4581122.4,2.173300248088683,41.37683727468553
2019S006860,15,Tarde,No es causa del peatón,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,16,430972.19,4581122.4,2.173300248088683,41.37683727468553
2019S008606,22,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,B,16,431043.27,4581103.5,2.174152333008346,41.37667315279605
2019S008606,22,Noche,No es causa del peatón,Turisme,Crossland X,OPEL,Gris,Desconocido,Desconocido,431043.27,4581103.5,2.174152333008346,41.37667315279605
2019S001267,11,Matutino,No es causa del peatón,Ciclomotor,SHADOW,HONDA,Negre,Desconocido,Desconocido,430860.32,4581140.33,2.1719605267068465,41.376989144961335
2019S001267,11,Matutino,No es causa del peatón,Motocicleta,LIBERTY,PIAGGIO,Blanc,Desconocido,Desconocido,430860.32,4581140.33,2.1719605267068465,41.376989144961335
2019S001267,11,Matutino,No es causa del peatón,Turisme,XSARA,CITROEN,Gris,Desconocido,Desconocido,430860.32,4581140.33,2.1719605267068465,41.376989144961335
2019S007329,12,Matutino,No es causa del peatón,"Camión <= 3,5 tones",Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430879.23,4581585.86,2.172135753335509,41.38100348712784
2019S009382,22,Noche,No es causa del peatón,Turisme,Desconocido,MERCEDES,Negre,Desconocido,Desconocido,430879.48,4581574.68,2.1721400199660783,41.38090281476488
2019S003067,4,Noche,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430840.06,4581569.55,2.1716692167397884,41.380853218390826
2019S003067,4,Noche,No es causa del peatón,Turisme,RAPID,SKODA,Desconocido,B,9,430840.06,4581569.55,2.1716692167397884,41.380853218390826
2019S007462,12,Matutino,Transitar a pie por calzada,Bicicleta,Desconocido,Desconocido,Gris,Sense permĂ­s,Desconocido,430730.18,4581524.32,2.170360436255171,41.38043638325314
2019S002500,11,Matutino,Cruzar fuera de paso peatonal,Taxi,RAPID,SKODA,Negre/Groc,B,4,430631.89,4581497.58,2.1691881458899207,41.38018706619701
2019S006009,11,Matutino,No es causa del peatón,Turisme,MODEL X,TESLA,Blanc,B,37,430530.37,4581453.37,2.1679792460566425,41.37978011269274
2019S001498,12,Matutino,No es causa del peatón,Turisme,A 180,MERCEDES,Blanc,B,1,430505.14,4581450.2,2.167677911932916,41.37974937984292
2019S000840,11,Matutino,No es causa del peatón,Turisme,XSARA,CITROEN,Gris,Desconocido,Desconocido,430432.29,4581644.9,2.166784394573658,41.381496659434326
2019S006185,20,Tarde,No es causa del peatón,Bicicleta,Desconocido,BICING,Vermell,Desconocido,Desconocido,430307.11,4581816.59,2.165267688700446,41.38303215138675
2019S007922,19,Tarde,No es causa del peatón,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,8,430251.53,4581887.45,2.164594866479545,41.38366553444365
2019S001061,21,Tarde,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Negre,B,29,430790.18,4581187.82,2.1711164029555627,41.37741083049497
2019S001061,21,Tarde,No es causa del peatón,Turisme,PRIUS,TOYOTA,Blanc,B,10,430790.18,4581187.82,2.1711164029555627,41.37741083049497
2019S009970,10,Matutino,No es causa del peatón,AutobĂşs articulat,Desconocido,IVECO BUS,Vermell,E B,23,431121.69,4580897.91,2.1751134259376985,41.37482820742076
2019S009970,10,Matutino,No es causa del peatón,Motocicleta,STORM,WOTTAN,Negre,B,14,431121.69,4580897.91,2.1751134259376985,41.37482820742076
2019S005841,12,Matutino,No es causa del peatón,Ciclomotor,JET 14 50,S.Y.M,Desconocido,AM,23,430884.35,4580921.44,2.172272859248386,41.37501975424856
2019S005841,12,Matutino,No es causa del peatón,Veh. mobilitat personal amb motor,M-365,XIAOMI,Altres,Desconocido,Desconocido,430884.35,4580921.44,2.172272859248386,41.37501975424856
2019S005813,18,Tarde,No es causa del peatón,Furgoneta,TRANSIT CONNECT,FORD,Blanc,B,27,430893.5,4580920.9,2.1723823279639998,41.375015677630216
2019S005813,18,Tarde,No es causa del peatón,Motocicleta,TL 125,SCOMADI,Blau,B,11,430893.5,4580920.9,2.1723823279639998,41.375015677630216
2019S005583,3,Noche,Transitar a pie por calzada,Turisme,PRIUS ADVANCE,TOYOTA,Desconocido,B,2,430824.74,4580927.83,2.1715593689573294,41.375072177156866
2019S006346,1,Noche,Cruzar fuera de paso peatonal,Turisme,TOYOTA PRIUS,TOYOTA,Negre/Groc,BTP,29,430783.7,4580931.48,2.1710682337343057,41.375101517286566
2019S008258,9,Matutino,No es causa del peatón,Motocicleta,LIBERTY 125 RST,PIAGGIO,Desconocido,A,37,430783.34,4580931.82,2.17106389030946,41.37510454852599
2019S009833,23,Noche,No es causa del peatón,Turisme,FIESTA,FORD,Negre,Desconocido,Desconocido,430686.86,4580920.06,2.1699116193492904,41.374990314448596
2019S009833,23,Noche,No es causa del peatón,Turisme,MEGANE,RENAULT,Blanc,B,1,430686.86,4580920.06,2.1699116193492904,41.374990314448596
2019S000972,14,Tarde,Otras,Veh. mobilitat personal amb motor,Desconocido,Desconocido,Desconocido,Sense permĂ­s,Desconocido,430633.9,4580899.26,2.169280758099654,41.37479840703793
2019S002487,19,Tarde,No es causa del peatón,Motocicleta,PEOPLE S 125,KYMCO,Desconocido,B,12,430605.1,4580941.88,2.1689315100310145,41.37517978214167
2019S002487,19,Tarde,No es causa del peatón,Turisme,TOYOTA PRIUS,TOYOTA,Desconocido,B,12,430605.1,4580941.88,2.1689315100310145,41.37517978214167
2019S007541,18,Tarde,No es causa del peatón,"Camión <= 3,5 tones",FM,VOLVO,Blanc,C1,20,430544.35,4580942.47,2.168205050122129,41.375179847429145
2019S008460,17,Tarde,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Taronja,Desconocido,Desconocido,430579.43,4580900.6,2.168629306367335,41.374805772080016
2019S008460,17,Tarde,No es causa del peatón,Veh. mobilitat personal amb motor,XS,JOYOR,Negre,Desconocido,Desconocido,430579.43,4580900.6,2.168629306367335,41.374805772080016
2019S007268,21,Tarde,No es causa del peatón,Motocicleta,LEAD,HONDA,Vermell,Desconocido,Desconocido,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S007268,21,Tarde,No es causa del peatón,Motocicleta,SH 150,HONDA,Platejat,A,31,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S001163,16,Tarde,No es causa del peatón,Motocicleta,SH 125,HONDA,Gris,B,26,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S001163,16,Tarde,No es causa del peatón,Turisme,E 200,MERCEDES,Gris,B,19,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S005890,17,Tarde,No es causa del peatón,Motocicleta,F 650 GS,BMW,Platejat,A,37,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S005890,17,Tarde,No es causa del peatón,Motocicleta,S 02,SCUTUM,Vermell,B,4,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S005956,20,Tarde,No es causa del peatón,Motocicleta,OR125-25,ORCAL,Gris,B,26,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S005956,20,Tarde,No es causa del peatón,Turisme,ASTRA G COUPE,OPEL,Desconocido,B,4,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S005341,23,Noche,Desobedecer Semáforo,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,15,430497.04,4580920.96,2.1676418310003225,41.37498202471151
2019S001555,0,Noche,No es causa del peatón,Maquinaria de obras i serveis,540,RAVO,Blanc,B,28,430428.14,4581912.39,2.1667040106036586,41.38390547346115
2019S001555,0,Noche,No es causa del peatón,Taxi,OCTAVIA,SKODA,Negre/Groc,B,2,430428.14,4581912.39,2.1667040106036586,41.38390547346115
2019S005199,10,Matutino,No es causa del peatón,"Camión > 3,5 tones",,IVECO FIAT,Vermell,C,15,430951.1,4581004.14,2.1730615584219386,41.37577034009721
2019S002610,15,Tarde,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,13,430258.08,4581734.07,2.1646908751019898,41.3822846727577
2019S006543,13,Matutino,No es causa del peatón,"Camión <= 3,5 tones",AD190S27ĂP GNC,IVECO BUS,Desconocido,C,19,430303.51,4582122.83,2.165189359064243,41.38579001603771
2019S006543,13,Matutino,No es causa del peatón,Motocicleta,X8 125 PREMIUM,PIAGGIO,Blau,B,16,430303.51,4582122.83,2.165189359064243,41.38579001603771
2019S000433,15,Tarde,Cruzar fuera de paso peatonal,Furgoneta,VIVARO,OPEL,Blanc,B,14,430358.1,4582115.81,2.165843009474836,41.38573152451453
2019S009174,13,Matutino,No es causa del peatón,Tot terreny,RANGE ROVER EVOQUE,LAND ROVER,Blanc,B,47,430453.1,4582104.21,2.166980448112588,41.385635278795256
2019S009174,13,Matutino,No es causa del peatón,Turisme,LODGY,DACIA,Negre/Groc,B,3,430453.1,4582104.21,2.166980448112588,41.385635278795256
