IdExpediente,IdDistrito,Distrito,IdBarrio,Barrio,IdCalle,Calle,IdPostal,DiaSemana,Año,Mes,DiaMes,Hora,Turno,Causa_de_Accidente,NumMuertes,LesionadosLeves,LesionadosGraves,NumVictimas,NumVehiculos_Implicados,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2018S007733,3,Sants-Montjuic,12,la Marina del Prat Vermell,106861,Número 6 Zona Franca / E Zona Franca,,Dijous,2018,Oct,11,14,Tarde,No es causa del peatón,0,1,0,1,2,426612.1,4575272.26,2.1219639999999997,41.323741
2018S002149,3,Sants-Montjuic,12,la Marina del Prat Vermell,106861,Número 6 Zona Franca / E Zona Franca,,Dissabte,2018,Mar,17,8,Matutino,No es causa del peatón,0,2,0,2,3,426612.1,4575272.26,2.1219639999999997,41.323741
2018S003746,3,Sants-Montjuic,12,la Marina del Prat Vermell,118940,Número 6 Zona Franca,82,Dilluns,2018,May,14,10,Matutino,No es causa del peatón,0,1,0,1,2,426516.95,4575335.01,2.12082,41.324298
2018S007607,3,Sants-Montjuic,12,la Marina del Prat Vermell,118940,Número 6 Zona Franca / F Zona Franca,,Dilluns,2018,Oct,8,5,Noche,No es causa del peatón,0,4,0,4,4,426402.0,4575355.97,2.1194439999999997,41.324476000000004
2018S003621,3,Sants-Montjuic,12,la Marina del Prat Vermell,701496,Número 6 Zona Franca,81,Dijous,2018,May,10,8,Matutino,No es causa del peatón,0,1,0,1,2,426311.93,4575363.16,2.1183669999999997,41.324533
2018S003664,3,Sants-Montjuic,12,la Marina del Prat Vermell,700122,Longitudinal 5,133,Divendres,2018,May,11,10,Matutino,No es causa del peatón,0,1,0,1,2,426211.45,4575615.47,2.117136,41.326796
2018S000400,3,Sants-Montjuic,12,la Marina del Prat Vermell,370305,A Zona Franca,26,Dimarts,2018,Ene,16,14,Tarde,No es causa del peatón,0,3,0,3,2,427679.7,4575490.78,2.1346939999999996,41.325806
2018S002757,3,Sants-Montjuic,12,la Marina del Prat Vermell,370305,A Zona Franca,48X,Dimecres,2018,Abr,11,7,Matutino,No es causa del peatón,0,1,0,1,2,428023.74,4576183.58,2.138722,41.332077000000005
2018S002039,3,Sants-Montjuic,12,la Marina del Prat Vermell,700127,Número 6 Zona Franca / K,111,Dimarts,2018,Mar,13,18,Tarde,No es causa del peatón,0,4,0,4,2,425967.66,4575584.75,2.114227,41.326496999999996
2018S001575,3,Sants-Montjuic,12,la Marina del Prat Vermell,700127,Número 6 Zona Franca,99,Dimarts,2018,Feb,27,13,Matutino,Otras,0,0,0,0,2,425967.66,4575584.75,2.114227,41.326496999999996
2018S007752,3,Sants-Montjuic,12,la Marina del Prat Vermell,700127,Número 6 Zona Franca,114,Dijous,2018,Oct,11,13,Matutino,No es causa del peatón,0,1,0,1,2,426248.36,4575442.59,2.117598,41.325241999999996
2018S004702,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,Número 4 Zona Franca,30,Dimarts,2018,Jun,19,18,Tarde,No es causa del peatón,0,1,0,1,2,428436.19,4576587.37,2.1436029999999997,41.33575
2018S006754,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca / Número 4 Zona Franca,,Dijous,2018,Sep,6,13,Matutino,No es causa del peatón,0,2,0,2,2,427786.24,4575792.95,2.1359310000000002,41.328537
2018S008519,3,Sants-Montjuic,12,la Marina del Prat Vermell,701491,Longitudinal 1,92,Dimecres,2018,Nov,7,10,Matutino,No es causa del peatón,0,1,0,1,3,426106.61,4575908.76,2.115847,41.329428
2018S000793,3,Sants-Montjuic,12,la Marina del Prat Vermell,701491,Transversal 11,23,Dimarts,2018,Ene,30,6,Matutino,No es causa del peatón,0,1,0,1,2,426117.87,4575809.96,2.1159939999999997,41.328539
2018S003243,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,27,Divendres,2018,Abr,27,5,Noche,No es causa del peatón,0,2,0,2,2,427801.81,4575859.88,2.136109,41.329141
2018S001279,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca / Número 4 Zona Franca,,Divendres,2018,Feb,16,14,Tarde,No es causa del peatón,0,1,0,1,2,427786.24,4575792.95,2.1359310000000002,41.328537
2018S000395,3,Sants-Montjuic,12,la Marina del Prat Vermell,700127,Transversal 11 / Major de Mercabarna,,Dimarts,2018,Ene,16,9,Matutino,No es causa del peatón,0,1,0,1,1,425964.47,4575862.85,2.114155,41.329001
2018S005123,3,Sants-Montjuic,12,la Marina del Prat Vermell,701481,Longitudinal 9,66,Dimarts,2018,Jul,3,15,Tarde,Cruzar fuera de paso peatonal,0,0,1,1,1,426521.08,4575873.55,2.120804,41.329149
2018S008405,3,Sants-Montjuic,12,la Marina del Prat Vermell,701489,Transversal 9 / C. Longitudinal  5,0,Divendres,2018,Nov,2,16,Tarde,Transitar a pie por calzada,0,1,0,1,2,426294.5,4575933.62,2.118089,41.329669
2018S009354,3,Sants-Montjuic,12,la Marina del Prat Vermell,701489,Transversal 9,47,Divendres,2018,Dic,7,11,Matutino,No es causa del peatón,0,1,0,1,2,426245.77,4575973.97,2.117502,41.330028000000006
2018S002103,3,Sants-Montjuic,12,la Marina del Prat Vermell,96780,Número 3 Zona Franca / D Zona Franca,,Divendres,2018,Mar,16,7,Matutino,No es causa del peatón,0,1,0,1,2,427468.98,4576549.07,2.1320490000000003,41.335319
2018S008852,3,Sants-Montjuic,12,la Marina del Prat Vermell,701489,Transversal 9,62,Dimarts,2018,Oct,9,13,Matutino,No es causa del peatón,0,1,0,1,1,426542.65,4575799.24,2.1210709999999997,41.328481
2018S001791,3,Sants-Montjuic,12,la Marina del Prat Vermell,701489,Transversal 9,47,Dilluns,2018,Mar,5,11,Matutino,No es causa del peatón,0,1,0,1,1,426245.77,4575973.97,2.117502,41.330028000000006
2018S003228,3,Sants-Montjuic,12,la Marina del Prat Vermell,701489,Transversal 9 / Longitudinal 3,15,Dijous,2018,Abr,26,13,Matutino,No es causa del peatón,0,1,0,1,1,426245.77,4575973.97,2.117502,41.330028000000006
2018S003596,3,Sants-Montjuic,12,la Marina del Prat Vermell,700122,Longitudinal 5,63,Dilluns,2018,May,7,23,Noche,No es causa del peatón,0,0,0,0,2,426383.97,4576024.95,2.1191470000000003,41.3305
2018S009892,3,Sants-Montjuic,12,la Marina del Prat Vermell,175478,k,10,Divendres,2018,Dic,28,7,Matutino,No es causa del peatón,0,1,0,1,2,425733.78,4576045.61,2.111376,41.330626
2018S006087,3,Sants-Montjuic,12,la Marina del Prat Vermell,700127,Transversal 9 / Major de Mercabarna,0,Dilluns,2018,Ago,6,17,Tarde,No es causa del peatón,0,3,0,3,2,426294.5,4575933.62,2.118089,41.329669
2018S003469,3,Sants-Montjuic,12,la Marina del Prat Vermell,701487,Transversal 7,29,Divendres,2018,May,4,9,Matutino,No es causa del peatón,0,1,0,1,2,426225.57,4576074.16,2.117249,41.330928
2018S002540,3,Sants-Montjuic,12,la Marina del Prat Vermell,700127,Major de Mercabarna / Transversal 7,,Dimarts,2018,Abr,3,18,Tarde,No es causa del peatón,0,2,0,2,2,426087.9,4576123.42,2.115598,41.331359
2018S007299,3,Sants-Montjuic,12,la Marina del Prat Vermell,370305,Número 4 Zona Franca,74,Divendres,2018,Sep,28,15,Tarde,No es causa del peatón,0,2,0,2,4,427166.85,4576111.49,2.1284919999999996,41.33135
2018S009260,3,Sants-Montjuic,12,la Marina del Prat Vermell,701487,Major de Mercabarna / Transversal 7,1,Dimarts,2018,Dic,4,8,Matutino,No es causa del peatón,0,2,0,2,2,426260.76,4576461.7,2.1176220000000003,41.334421999999996
2018S005324,3,Sants-Montjuic,12,la Marina del Prat Vermell,96780,Número 4 Zona Franca / D Zona Franca,,Dimarts,2018,Jul,10,9,Matutino,No es causa del peatón,0,1,0,1,2,427235.32,4576058.18,2.1293159999999998,41.330876
2018S008253,3,Sants-Montjuic,12,la Marina del Prat Vermell,370305,Número 4 Zona Franca / E Zona Franca,,Dilluns,2018,Oct,29,15,Tarde,No es causa del peatón,0,1,0,1,1,427033.56,4576155.26,2.126894,41.331732
2018S002003,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca / Número 3 Zona Franca,,Dilluns,2018,Mar,12,14,Tarde,No es causa del peatón,0,1,0,1,2,428020.43,4576283.26,2.138671,41.332974
2018S007397,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca / Número 3 Zona Franca,,Dimarts,2018,Oct,2,6,Matutino,No es causa del peatón,0,0,0,0,3,428020.43,4576283.26,2.138671,41.332974
2018S003812,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,45,Dimecres,2018,May,16,9,Matutino,No es causa del peatón,0,0,1,1,2,427951.73,4576184.01,2.1378619999999997,41.332074
2018S006674,3,Sants-Montjuic,12,la Marina del Prat Vermell,700127,Major de Mercabarna,72-76,Dimarts,2018,Sep,4,10,Matutino,No es causa del peatón,0,1,0,1,2,426026.6,4576056.67,2.114873,41.330753
2018S009429,3,Sants-Montjuic,12,la Marina del Prat Vermell,700134,Tranversal 8 / Longitudinal 8,0,Dilluns,2018,Dic,10,11,Matutino,No es causa del peatón,0,1,0,1,1,425907.11,4576216.36,2.113426,41.33218
2018S003030,3,Sants-Montjuic,12,la Marina del Prat Vermell,700133,Transversal 5,1,Divendres,2018,Abr,20,11,Matutino,No es causa del peatón,0,1,0,1,1,426218.8,4576318.81,2.117138,41.333131
2018S000070,3,Sants-Montjuic,12,la Marina del Prat Vermell,700133,Transversal 5 / Longitudinal 3,6,Dijous,2018,Ene,4,9,Matutino,No es causa del peatón,0,1,0,1,1,426238.17,4576289.95,2.117373,41.332873
2018S001482,3,Sants-Montjuic,12,la Marina del Prat Vermell,30089,B Zona Franca,19,Divendres,2018,Feb,23,21,Tarde,No es causa del peatón,0,1,0,1,3,427793.2,4576224.49,2.1359619999999997,41.332423999999996
2018S007557,3,Sants-Montjuic,12,la Marina del Prat Vermell,700127,Major de Mercabarna,66,Dissabte,2018,Oct,6,3,Noche,No es causa del peatón,0,1,0,1,2,426146.49,4576286.04,2.116278,41.332829
2018S009706,3,Sants-Montjuic,12,la Marina del Prat Vermell,700133,Longitudinal 3,0,Dimecres,2018,Dic,19,13,Matutino,No es causa del peatón,0,1,0,1,2,426305.65,4576150.39,2.1181959999999997,41.331621999999996
2018S009625,3,Sants-Montjuic,12,la Marina del Prat Vermell,370203,Número 3 Zona Franca,51,Dilluns,2018,Dic,17,8,Matutino,No es causa del peatón,0,1,0,1,2,427915.43,4576297.4,2.137414,41.333092
2018S006030,3,Sants-Montjuic,12,la Marina del Prat Vermell,370203,A Zona Franca,49,Dissabte,2018,Ago,4,0,Noche,No es causa del peatón,0,1,0,1,1,427951.73,4576184.01,2.1378619999999997,41.332074
2018S001266,3,Sants-Montjuic,12,la Marina del Prat Vermell,96780,D Zona Franca,50,Dijous,2018,Feb,15,21,Tarde,No es causa del peatón,0,1,0,1,2,427360.91,4576288.14,2.130789,41.332959
2018S001244,3,Sants-Montjuic,12,la Marina del Prat Vermell,701486,Longitudinal 10 / Transversal 6,0,Dijous,2018,Feb,15,8,Matutino,No es causa del peatón,0,1,0,1,2,425837.44,4576344.0,2.112578,41.333323
2018S009880,3,Sants-Montjuic,12,la Marina del Prat Vermell,106861,E Zona Franca,41-59,Dijous,2018,Dic,27,14,Tarde,No es causa del peatón,0,1,0,1,2,427128.71,4576391.5,2.128002,41.333869
2018S001368,3,Sants-Montjuic,12,la Marina del Prat Vermell,370203,Número 3 Zona Franca,53,Dimarts,2018,Feb,20,10,Matutino,No es causa del peatón,0,1,0,1,2,427806.0,4576356.41,2.1361,41.333614000000004
2018S002830,3,Sants-Montjuic,12,la Marina del Prat Vermell,701486,k zona franca / calle 3,27,Divendres,2018,Abr,13,15,Tarde,No es causa del peatón,0,1,0,1,2,425708.31,4576395.25,2.1110290000000003,41.333773
2018S007705,3,Sants-Montjuic,12,la Marina del Prat Vermell,701486,Transversal 6,38,Dimecres,2018,Oct,10,15,Tarde,No es causa del peatón,0,1,0,1,2,425799.67,4576431.04,2.112116,41.334103999999996
2018S003428,3,Sants-Montjuic,12,la Marina del Prat Vermell,701483,Transversal 2,14,Dijous,2018,May,3,13,Matutino,No es causa del peatón,0,1,0,1,2,426144.95,4576496.95,2.116234,41.334728999999996
2018S003435,3,Sants-Montjuic,12,la Marina del Prat Vermell,701483,Número 6,0,Dijous,2018,May,3,16,Tarde,No es causa del peatón,0,1,0,1,2,427969.22,4577268.5,2.137942,41.341843
2018S007695,3,Sants-Montjuic,12,la Marina del Prat Vermell,370203,Número 3 Zona Franca,58,Dimecres,2018,Oct,10,10,Matutino,No es causa del peatón,0,2,0,2,5,427781.46,4576414.5,2.1358,41.334134999999996
2018S002362,3,Sants-Montjuic,12,la Marina del Prat Vermell,701857,Número 3 Zona Franca / E Zona Franca,,Diumenge,2018,Mar,25,13,Matutino,No es causa del peatón,0,1,0,1,2,427265.97,4576644.81,2.129612,41.336163
2018S003189,3,Sants-Montjuic,12,la Marina del Prat Vermell,701857,Número 3 Zona Franca / Lletra E,1,Dimecres,2018,Abr,25,9,Matutino,No es causa del peatón,0,0,0,0,3,429120.79,4575740.05,2.151883,41.328179
2018S004568,3,Sants-Montjuic,12,la Marina del Prat Vermell,701857,Número 3 Zona Franca / E Zona Franca,,Dijous,2018,Jun,14,17,Tarde,No es causa del peatón,0,1,0,1,2,427265.97,4576644.81,2.129612,41.336163
2018S005088,3,Sants-Montjuic,12,la Marina del Prat Vermell,121275,Feixa Llarga,1,Dilluns,2018,Jul,2,17,Tarde,No es causa del peatón,0,2,0,2,2,425721.77,4576591.2,2.111166,41.335539000000004
2018S008571,3,Sants-Montjuic,12,la Marina del Prat Vermell,701819,Número 3 Zona Franca / E Zona Franca,,Divendres,2018,Nov,9,5,Noche,No es causa del peatón,0,1,0,1,2,427265.97,4576644.81,2.129612,41.336163
2018S001622,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,61-79,Dimecres,2018,Feb,28,19,Tarde,No es causa del peatón,0,1,0,1,2,428223.21,4576744.08,2.141039,41.337143
2018S009028,3,Sants-Montjuic,12,la Marina del Prat Vermell,701819,Número 3 Zona Franca / E Zona Franca,,Dilluns,2018,Nov,26,6,Matutino,No es causa del peatón,0,1,0,1,2,427265.97,4576644.81,2.129612,41.336163
2018S002375,3,Sants-Montjuic,12,la Marina del Prat Vermell,121275,Feixa Llarga,21,Dilluns,2018,Mar,26,13,Matutino,No es causa del peatón,0,1,0,1,1,425452.82,4576912.83,2.107912,41.338411
2018S002099,3,Sants-Montjuic,12,la Marina del Prat Vermell,374703,Número 50 Zona Franca,10,Dijous,2018,Mar,15,20,Tarde,No es causa del peatón,0,1,0,1,2,426564.05,4576726.82,2.121214,41.336838
2018S003844,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Número 3 Zona Franca,77-111,Dimecres,2018,May,16,19,Tarde,No es causa del peatón,0,1,0,1,3,426842.33,4576816.19,2.124529,41.337668
2018S002306,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Número 3 Zona Franca,77-111,Dijous,2018,Mar,22,17,Tarde,No es causa del peatón,0,1,0,1,3,426842.33,4576816.19,2.124529,41.337668
2018S007617,3,Sants-Montjuic,12,la Marina del Prat Vermell,374703,Número 50 Zona Franca / Número 3 Zona Franca,,Dilluns,2018,Oct,8,8,Matutino,No es causa del peatón,0,1,0,1,1,426503.22,4577014.83,2.1204520000000002,41.339426
2018S008657,3,Sants-Montjuic,12,la Marina del Prat Vermell,374703,Número 50 Zona Franca / Número 3 Zona Franca,,Dilluns,2018,Nov,12,9,Matutino,No es causa del peatón,0,1,0,1,2,426503.22,4577014.83,2.1204520000000002,41.339426
2018S009681,3,Sants-Montjuic,12,la Marina del Prat Vermell,374703,Número 50 Zona Franca / Número 3 Zona Franca,,Dimarts,2018,Dic,18,18,Tarde,No es causa del peatón,0,1,0,1,1,426503.22,4577014.83,2.1204520000000002,41.339426
2018S007394,3,Sants-Montjuic,12,la Marina del Prat Vermell,374703,Número 50 Zona Franca / Número 3 Zona Franca,,Dilluns,2018,Oct,1,22,Noche,No es causa del peatón,0,1,0,1,1,426503.22,4577014.83,2.1204520000000002,41.339426
2018S003521,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Llobregat),S17,Diumenge,2018,May,6,6,Matutino,No es causa del peatón,0,2,0,2,2,426517.71,4577093.16,2.120616,41.340133
2018S001951,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K180,Dissabte,2018,Mar,10,8,Matutino,No es causa del peatón,0,2,0,2,1,425968.24,4577058.68,2.114054,41.339771999999996
2018S007592,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Número 3 Zona Franca,84,Diumenge,2018,Oct,7,12,Matutino,No es causa del peatón,0,0,0,0,1,427781.46,4576414.5,2.1358,41.334134999999996
2018S005745,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),S17,Dimecres,2018,Jul,25,12,Matutino,No es causa del peatón,0,0,0,0,1,426517.71,4577093.16,2.120616,41.340133
2018S008674,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,Número 3 Zona Franca,3,Dilluns,2018,Nov,12,20,Tarde,No es causa del peatón,0,1,0,1,2,429120.79,4575740.05,2.151883,41.328179
2018S008531,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Número 50 Zona Franca / Número 3 Zona Franca,,Dimecres,2018,Nov,7,14,Tarde,No es causa del peatón,0,1,0,1,1,426503.22,4577014.83,2.1204520000000002,41.339426
2018S008492,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Número 50 Zona Franca / Número 3 Zona Franca,,Dimarts,2018,Nov,6,15,Tarde,No es causa del peatón,0,2,0,2,1,426503.22,4577014.83,2.1204520000000002,41.339426
2018S004233,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,104-106,Divendres,2018,Jun,1,7,Matutino,No es causa del peatón,0,1,0,1,2,428590.9,4577401.27,2.145356,41.343094
2018S000784,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,B-10 (Llobregat),K174,Dilluns,2018,Ene,29,16,Tarde,No es causa del peatón,0,1,0,1,2,426836.6,4577195.48,2.124415,41.341083000000005
2018S003113,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,B-10 (Besòs),K173,Dilluns,2018,Abr,23,5,Noche,No es causa del peatón,0,0,1,1,2,426658.86,4577101.37,2.122302,41.34022
2018S005817,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,Litoral (Besòs),K170,Divendres,2018,Jul,27,15,Tarde,No es causa del peatón,0,2,0,2,5,426933.47,4577222.83,2.125569,41.341339000000005
2018S009438,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,B-10 (Llobregat),K170,Dimarts,2018,Dic,11,11,Matutino,No es causa del peatón,0,0,0,0,2,427200.43,4577361.6,2.128743,41.342613
2018S005014,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,Litoral (Besòs),K170,Divendres,2018,Jun,29,16,Tarde,No es causa del peatón,0,1,0,1,4,426933.47,4577222.83,2.125569,41.341339000000005
2018S003688,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,Litoral (Besòs),K170,Divendres,2018,May,11,18,Tarde,No es causa del peatón,0,1,0,1,2,426933.47,4577222.83,2.125569,41.341339000000005
2018S000403,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca / Número 2 Zona Franca,,Dimarts,2018,Ene,16,16,Tarde,No es causa del peatón,0,1,0,1,2,428488.89,4577248.47,2.144155,41.341709
2018S001199,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,93,Dimarts,2018,Feb,13,14,Tarde,No es causa del peatón,0,1,0,1,2,428497.49,4577319.72,2.1442490000000003,41.342352000000005
2018S002511,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,B-10 (Llobregat),K170,Dimarts,2018,Abr,3,5,Noche,No es causa del peatón,0,1,0,1,2,427200.43,4577361.6,2.128743,41.342613
2018S006645,3,Sants-Montjuic,12,la Marina del Prat Vermell,375706,Número 60 Zona Franca,1-5,Dijous,2018,Ago,9,18,Tarde,No es causa del peatón,0,0,0,0,2,428346.68,4577397.83,2.1424380000000003,41.343042
2018S008734,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,97-103,Dimecres,2018,Nov,14,14,Tarde,No es causa del peatón,0,0,0,0,1,428542.67,4577415.0,2.144778,41.343214
2018S007908,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,97-103,Dijous,2018,Oct,18,14,Tarde,No es causa del peatón,0,0,0,0,1,428542.67,4577415.0,2.144778,41.343214
2018S008312,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,97-103,Dimecres,2018,Oct,31,6,Matutino,No es causa del peatón,0,0,0,0,1,428542.67,4577415.0,2.144778,41.343214
2018S004109,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A,97-103,Dissabte,2018,May,26,14,Tarde,No es causa del peatón,0,0,0,0,1,428542.67,4577415.0,2.144778,41.343214
2018S005932,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,97-103,Dimecres,2018,Ago,1,6,Matutino,No es causa del peatón,0,0,0,0,1,428542.67,4577415.0,2.144778,41.343214
2018S007682,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca,97-103,Dimarts,2018,Oct,9,6,Matutino,No es causa del peatón,0,0,0,0,1,428542.67,4577415.0,2.144778,41.343214
2018S003112,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K167,Dilluns,2018,Abr,23,3,Noche,No es causa del peatón,1,0,1,2,2,427207.19,4577346.22,2.1288259999999997,41.342475
2018S001414,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,B-10 (Llobregat),K165,Dimecres,2018,Feb,21,20,Tarde,No es causa del peatón,0,0,0,0,1,427655.35,4577568.49,2.134155,41.344516999999996
2018S000563,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,Número 1 Zona Franca / A Zona Franca,,Dilluns,2018,Ene,22,11,Matutino,No es causa del peatón,0,1,0,1,2,428632.75,4577540.59,2.14584,41.344353000000005
2018S000189,3,Sants-Montjuic,12,la Marina del Prat Vermell,180,A Zona Franca / Número 1 Zona Franca,,Dimarts,2018,Ene,9,9,Matutino,No es causa del peatón,0,1,0,1,2,428632.75,4577540.59,2.14584,41.344353000000005
2018S005221,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K163,Divendres,2018,Jul,6,17,Tarde,No es causa del peatón,0,1,0,1,2,427570.9,4577512.76,2.133152,41.344008
2018S005850,3,Sants-Montjuic,12,la Marina del Prat Vermell,222206,Motors,2-8,Dissabte,2018,Jul,28,21,Tarde,No es causa del peatón,0,0,1,1,1,427203.73,4577641.57,2.128749,41.345135
2018S004471,3,Sants-Montjuic,12,la Marina del Prat Vermell,222206,Motors,1-9,Dilluns,2018,Jun,11,7,Matutino,No es causa del peatón,0,1,0,1,2,427198.18,4577688.11,2.128677,41.345553
2018S002198,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,B-10 (Besòs),K160,Dilluns,2018,Mar,19,10,Matutino,No es causa del peatón,0,0,0,0,2,427843.56,4577637.92,2.136396,41.345159
2018S004777,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K162,Dijous,2018,Jun,21,18,Tarde,No es causa del peatón,0,1,0,1,3,427661.78,4577554.48,2.134234,41.344390999999995
2018S005186,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K160,Dijous,2018,Jul,5,17,Tarde,No es causa del peatón,0,3,0,3,4,427843.56,4577637.92,2.136396,41.345159
2018S000114,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K160,Dissabte,2018,Ene,6,2,Noche,No es causa del peatón,0,0,0,0,1,427843.56,4577637.92,2.136396,41.345159
2018S007732,3,Sants-Montjuic,12,la Marina del Prat Vermell,701266,Litoral (Besòs),K159,Dijous,2018,Oct,11,16,Tarde,No es causa del peatón,0,1,0,1,3,427935.52,4577677.3,2.137491,41.345521999999995
2018S000618,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K155,Dimecres,2018,Ene,24,6,Matutino,No es causa del peatón,0,2,0,2,3,428296.55,4577849.21,2.141785,41.347103000000004
2018S003981,3,Sants-Montjuic,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K158,Dimecres,2018,May,23,17,Tarde,No es causa del peatón,0,1,0,1,2,428026.41,4577719.18,2.138572,41.345908
2018S000313,3,Sants-Montjuic,12,la Marina del Prat Vermell,222206,Motors,29-39,Dissabte,2018,Ene,13,1,Noche,No es causa del peatón,0,0,0,0,1,427482.89,4577823.67,2.132063,41.3468
