IdExpediente,Hora,Turno,Causa_de_Accidente,CoordenadaUTM_Y,CoordenadaUTM_X
2011S004905,20,Tarde,No hay causa mediata,4584377.05,433669.3
2011S000601,19,Tarde,No hay causa mediata,4584658.19,433923.95
2011S003149,15,Tarde,No hay causa mediata,4584514.79,433571.61
2011S008484,11,Matutino,No hay causa mediata,4584514.79,433571.61
2011S003708,16,Tarde,No hay causa mediata,4583985.52,433475.71
2011S006806,3,Noche,No hay causa mediata,4583946.1,433343.76
2011S004637,13,Matutino,No hay causa mediata,4583713.46,433769.97
2011S007540,18,Tarde,No hay causa mediata,4583704.2,432154.31
2011S008621,20,Tarde,No hay causa mediata,4583190.42,432247.8
2011S006375,22,Noche,No hay causa mediata,4583300.58,432162
2011S002494,15,Tarde,No hay causa mediata,4583584.54,432141.75
2011S001014,15,Tarde,No hay causa mediata,4583362.12,432594.57
2011S001300,14,Tarde,No hay causa mediata,4583565.51,432199.87
2011S000017,13,Matutino,No hay causa mediata,4582673.63,432011.18
2011S004105,8,Matutino,No hay causa mediata,4582673.63,432011.18
2011S005264,14,Tarde,No hay causa mediata,4582757.78,432077.37
2011S007146,11,Matutino,No hay causa mediata,4582766.88,432255.57
2011S006296,5,Noche,No hay causa mediata,4583022.74,432053.1
2011S000641,5,Noche,No hay causa mediata,4583007.28,432052.97
2011S006121,20,Tarde,No hay causa mediata,4583145.42,432260.62
2011S008600,12,Matutino,No hay causa mediata,4583250.44,432160.01
2011S004791,16,Tarde,No hay causa mediata,4583003.15,432172.83
2011S008292,20,Tarde,No hay causa mediata,4582721.58,432462.3
2011S008317,19,Tarde,No hay causa mediata,4582825.29,432432.93
2011S002108,14,Tarde,No hay causa mediata,4583114.62,432156.97
2011S001190,14,Tarde,No hay causa mediata,4582867.73,432690.28
2011S001671,15,Tarde,No hay causa mediata,4584101.32,434522.9
2011S005199,18,Tarde,No hay causa mediata,4584049.57,434443.92
2011S000252,10,Matutino,No hay causa mediata,4584049.57,434443.92
2011S005445,6,Matutino,No hay causa mediata,4583978.79,434371.96
2011S000173,7,Matutino,No hay causa mediata,4584159.42,434440.08
2011S006553,10,Matutino,No hay causa mediata,4583690.51,432701.83
2011S001168,15,Tarde,No hay causa mediata,4584547.03,434667.49
2011S004506,17,Tarde,No hay causa mediata,4584820.48,434602.85
2011S001597,9,Matutino,No hay causa mediata,4584120.17,432426.35
2011S008278,9,Matutino,No hay causa mediata,4584120.17,432426.35
2011S002667,19,Tarde,Alcoholemia,4584321.79,434743.24
2011S002769,19,Tarde,No hay causa mediata,4584402.67,434803.19
2011S006596,12,Matutino,No hay causa mediata,4584332.53,434731.89
2011S006197,15,Tarde,No hay causa mediata,4583644.72,433927.3
2011S002150,7,Matutino,No hay causa mediata,4583958.47,434326.15
2011S003044,0,Noche,No hay causa mediata,4580892.36,431214.13
2011S007814,23,Noche,No hay causa mediata,4580934.89,430748.54
2011S003903,22,Noche,No hay causa mediata,4580942.53,430696.34
2011S003446,17,Tarde,No hay causa mediata,4581035.49,430565.52
2011S005124,15,Tarde,No hay causa mediata,4581451.2,431043.16
2011S005883,14,Tarde,No hay causa mediata,4581390.06,431052.43
2011S000274,11,Matutino,No hay causa mediata,4581345.81,430585.06
2011S004601,8,Matutino,No hay causa mediata,4581237.52,430823.09
2011S003277,11,Matutino,No hay causa mediata,4581207.68,430455.62
2011S004476,19,Tarde,No hay causa mediata,4581401.43,430169.19
2011S006207,11,Matutino,No hay causa mediata,4581312.16,430308.24
2011S006709,12,Matutino,No hay causa mediata,4581495.1,430482.74
2011S003608,13,Matutino,No hay causa mediata,4581450.2,430505.14
2011S006736,17,Tarde,No hay causa mediata,4581428.3,430389.25
2011S005573,21,Tarde,No hay causa mediata,4581035.37,431112.12
2011S002222,12,Matutino,No hay causa mediata,4580924.71,430970.38
2011S002318,16,Tarde,No hay causa mediata,4580920.07,431246.1
2011S007360,23,Noche,No hay causa mediata,4580708.9,431264.96
2011S007319,2,Noche,No hay causa mediata,4580721.31,431245.82
2011S003207,10,Matutino,No hay causa mediata,4583010.2,433011.04
2011S004269,9,Matutino,No hay causa mediata,4583010.2,433011.04
2011S000656,21,Tarde,No hay causa mediata,4582744.77,432829.59
2011S002171,17,Tarde,No hay causa mediata,4582681.05,432567.18
2011S001167,11,Matutino,No hay causa mediata,4582424.14,432619.11
2011S006814,11,Matutino,No hay causa mediata,4582602.46,433090.5
2011S005974,5,Noche,Alcoholemia,4582803.32,433171.13
2011S004840,5,Noche,No hay causa mediata,4582834.97,433495.24
2011S000832,15,Tarde,No hay causa mediata,4582834.97,433495.24
2011S004481,2,Noche,No hay causa mediata,4582311.08,432898.25
2011S004482,4,Noche,Alcoholemia,4582309.54,433146.91
2011S000325,2,Noche,No hay causa mediata,4581170.47,431181.96
2011S008811,8,Matutino,No hay causa mediata,4582597.33,432897.09
2011S005684,6,Matutino,Alcoholemia,4582342.16,433171.95
2011S007608,15,Tarde,No hay causa mediata,4582752.95,433341.85
2011S006642,8,Matutino,No hay causa mediata,4582829.32,433406.97
2011S004421,21,Tarde,No hay causa mediata,4582269.1,432987.25
2011S003662,21,Tarde,No hay causa mediata,4582418.78,432692.87
2011S000999,17,Tarde,No hay causa mediata,4581010.8,431046.4
2011S004751,20,Tarde,No hay causa mediata,4582519.09,432860.49
2011S008725,21,Tarde,No hay causa mediata,4582711.99,432541.68
2011S008276,8,Matutino,No hay causa mediata,4581523.4,431040.67
2011S007546,11,Matutino,No hay causa mediata,4581523.4,431040.67
2011S005353,19,Tarde,No hay causa mediata,4581597.17,430992.1
2011S008714,10,Matutino,Calle en mal estado,4581361.69,431524.64
2011S007603,12,Matutino,No hay causa mediata,4581363.67,431156.88
2011S008681,16,Tarde,No hay causa mediata,4580997.41,431336.79
2011S004787,15,Tarde,No hay causa mediata,4580997.41,431336.79
2011S003870,18,Tarde,No hay causa mediata,4580997.41,431336.79
2011S002264,3,Noche,No hay causa mediata,4581476.77,431099.77
2011S002507,8,Matutino,No hay causa mediata,4581515.86,431143.31
2011S002105,9,Matutino,No hay causa mediata,4581815.7,430859.06
2011S000538,15,Tarde,No hay causa mediata,4581234.72,431535.14
2011S002735,12,Matutino,No hay causa mediata,4582134.52,430758.18
2011S002557,14,Tarde,No hay causa mediata,4581329.72,431572.69
2011S004360,8,Matutino,No hay causa mediata,4581077.37,431410.4
2011S001979,16,Tarde,No hay causa mediata,4581537.79,430305.98
2011S000333,12,Matutino,No hay causa mediata,4581839.37,430555.63
2011S000754,16,Tarde,No hay causa mediata,4581897.24,431405.64
2011S006249,11,Matutino,No hay causa mediata,4582055.67,430332.16
2011S005698,12,Matutino,No hay causa mediata,4582082.76,430614.02
2011S000003,5,Noche,Alcoholemia,4581353.46,432270.83
2011S006047,16,Tarde,No hay causa mediata,4581775.62,431825.77
2011S001615,18,Tarde,No hay causa mediata,4581607.43,431749.46
2011S005476,20,Tarde,No hay causa mediata,4581271.53,432262.35
2011S002387,19,Tarde,No hay causa mediata,4581817.55,432156.64
2011S001351,12,Matutino,No hay causa mediata,4582024.32,431849.04
2011S002757,11,Matutino,No hay causa mediata,4581587.34,432131.08
2011S001793,19,Tarde,No hay causa mediata,4582392.39,431796.53
2011S007161,21,Tarde,No hay causa mediata,4581370.65,432193.39
2011S003530,9,Matutino,No hay causa mediata,4582008.32,431945.27
2011S002155,11,Matutino,No hay causa mediata,4581617.02,432163.45
2011S003981,17,Tarde,No hay causa mediata,4581785.61,432254.13
2011S002723,17,Tarde,No hay causa mediata,4581312.53,432406.61
2011S003131,17,Tarde,No hay causa mediata,4581579.35,432312.22
2011S005571,16,Tarde,No hay causa mediata,4582260.12,430841.29
2011S003889,17,Tarde,No hay causa mediata,4582260.12,430841.29
2011S001439,8,Matutino,No hay causa mediata,4582103.35,431223.13
2011S001714,19,Tarde,Calle en mal estado,4582258.82,431061.85
2011S007853,1,Noche,No hay causa mediata,4582097.61,432907.31
2011S008533,12,Matutino,No hay causa mediata,4581650.76,431952.05
2011S008675,14,Tarde,No hay causa mediata,4581239.63,432231.07
2011S000260,14,Tarde,No hay causa mediata,4581845.4,432429.1
2011S008496,18,Tarde,No hay causa mediata,4580953.12,432237.39
2011S003696,23,Noche,No hay causa mediata,4582076.17,432704.73
2011S000073,14,Tarde,No hay causa mediata,4581597.37,431854.72
2011S004975,15,Tarde,No hay causa mediata,4581597.37,431854.72
2011S008688,18,Tarde,No hay causa mediata,4582055.23,432623.95
2011S004153,15,Tarde,No hay causa mediata,4581995.17,432542.69
2011S000273,5,Noche,No hay causa mediata,4582138.32,432683.81
2011S007890,18,Tarde,No hay causa mediata,4582138.32,432683.81
2011S004160,18,Tarde,No hay causa mediata,4582010.13,432533.5
2011S003271,23,Noche,No hay causa mediata,4582237.77,432786.88
2011S001322,12,Matutino,No hay causa mediata,4582432.29,431290.6
2011S001335,17,Tarde,No hay causa mediata,4582772.54,431688.73
2011S006971,11,Matutino,No hay causa mediata,4582718.81,431651.13
2011S002491,14,Tarde,No hay causa mediata,4581025.21,429061.54
2011S005924,15,Tarde,No hay causa mediata,4581128.4,429170.58
2011S005980,20,Tarde,No hay causa mediata,4581128.4,429170.58
2011S007735,14,Tarde,No hay causa mediata,4582379.33,431038.98
2011S006737,23,Noche,No hay causa mediata,4581176.52,429354.87
2011S006395,5,Noche,Alcoholemia,4582712.02,431699.07
2011S006981,1,Noche,No hay causa mediata,4582114.77,431259.08
2011S007162,21,Tarde,No hay causa mediata,4582071.67,431298.03
2011S005778,7,Matutino,No hay causa mediata,4582209.31,429232.94
2011S005885,18,Tarde,No hay causa mediata,4582018.55,429277.89
2011S007106,12,Matutino,No hay causa mediata,4581863,428877.6
2011S005995,23,Noche,No hay causa mediata,4582220.28,429231.13
2011S007588,8,Matutino,No hay causa mediata,4582256.26,429195.89
2011S000231,13,Matutino,No hay causa mediata,4582118.46,428435.67
2011S007902,9,Matutino,No hay causa mediata,4582129.71,428436.24
2011S003657,10,Matutino,No hay causa mediata,4581943.59,428430.71
2011S004063,18,Tarde,No hay causa mediata,4581639.24,428852.03
2011S001962,7,Matutino,No hay causa mediata,4581933.21,429512.16
2011S007299,20,Tarde,No hay causa mediata,4581510.88,429483.92
2011S007638,15,Tarde,No hay causa mediata,4581715.38,428960.91
2011S007629,11,Matutino,No hay causa mediata,4581675.42,428866.59
2011S001987,17,Tarde,No hay causa mediata,4581650.03,429091.08
2011S000045,8,Matutino,No hay causa mediata,4581778.66,428907.19
2011S003185,17,Tarde,No hay causa mediata,4581445.14,429278.95
2011S006929,14,Tarde,No hay causa mediata,4581560.06,428506.99
2011S000055,19,Tarde,No hay causa mediata,4581540.74,429132.71
2011S002696,13,Matutino,No hay causa mediata,4581849.96,429033.26
2011S000289,11,Matutino,No hay causa mediata,4581481.31,429250.19
2011S002928,16,Tarde,No hay causa mediata,4581465.79,429415.27
2011S002618,12,Matutino,No hay causa mediata,4581481.84,429430.12
2011S004591,19,Tarde,No hay causa mediata,4581910.39,429318.72
2011S005118,13,Matutino,No hay causa mediata,4581768.04,429150.34
2011S004701,9,Matutino,No hay causa mediata,4581365.62,429321.26
2011S000978,9,Matutino,No hay causa mediata,4581448.48,428848.21
2011S001689,6,Matutino,No hay causa mediata,4581448.48,428848.21
2011S001986,18,Tarde,No hay causa mediata,4581390.05,429146.21
2011S002965,21,Tarde,No hay causa mediata,4581604.82,428589.12
2011S004497,13,Matutino,No hay causa mediata,4581954.67,429364.16
2011S002947,12,Matutino,No hay causa mediata,4581533.3,429379.84
2011S006722,17,Tarde,No hay causa mediata,4581659.13,428852.38
2011S004430,5,Noche,No hay causa mediata,4581712.62,428800.07
2011S003041,20,Tarde,No hay causa mediata,4581839.95,428903.16
2011S001869,13,Matutino,No hay causa mediata,4582018.35,429226.44
2011S002307,10,Matutino,No hay causa mediata,4581154.87,429710.46
2011S008026,13,Matutino,No hay causa mediata,4581345.41,429392.3
2011S008056,14,Tarde,No hay causa mediata,4581602.4,429810.42
2011S004204,8,Matutino,No hay causa mediata,4581683.82,429756.53
2011S004393,20,Tarde,No hay causa mediata,4581497.62,429757.67
2011S000041,18,Tarde,No hay causa mediata,4581871.68,429926.13
2011S005334,21,Tarde,No hay causa mediata,4581795.63,430007.16
2011S002800,13,Matutino,No hay causa mediata,4581270.77,429471.73
2011S007992,17,Tarde,No hay causa mediata,4581361.99,429561.22
2011S007329,8,Matutino,No hay causa mediata,4581912.35,429967.86
2011S004212,13,Matutino,No hay causa mediata,4581957.58,430165.67
2011S003318,23,Noche,Alcoholemia,4581921.06,430135.51
2011S007964,15,Tarde,No hay causa mediata,4581184.91,430242.81
2011S003180,14,Tarde,No hay causa mediata,4582112.82,428762.31
2011S005009,9,Matutino,No hay causa mediata,4582229.02,428854.85
2011S004563,13,Matutino,Calle en mal estado,4581457.63,430022.32
2011S001264,12,Matutino,No hay causa mediata,4581106.66,430297.84
2011S008203,16,Tarde,No hay causa mediata,4582640.08,428521.06
2011S005621,16,Tarde,No hay causa mediata,4582566.74,428842
2011S005225,13,Matutino,No hay causa mediata,4582581.4,428828.76
2011S000618,15,Tarde,No hay causa mediata,4580946.29,430244.54
2011S006392,22,Noche,Drogas o medicamentos,4580947.94,430147.59
2011S001099,14,Tarde,No hay causa mediata,4582596.6,428758
2011S008072,23,Noche,No hay causa mediata,4582251.39,428520.63
2011S007479,11,Matutino,No hay causa mediata,4582301,428571
2011S000631,14,Tarde,No hay causa mediata,4582179.75,428903.23
2011S008413,10,Matutino,No hay causa mediata,4582299.64,428629.56
2011S003606,14,Tarde,No hay causa mediata,4581680.9,429731.19
2011S008658,7,Matutino,No hay causa mediata,4581113.17,429760.26
2011S001605,12,Matutino,No hay causa mediata,4582402.51,429287.29
2011S003046,9,Matutino,No hay causa mediata,4582340.61,429158.01
2011S007100,1,Noche,No hay causa mediata,4582109.73,429383.49
2011S005399,17,Tarde,No hay causa mediata,4582209.64,429289.75
2011S002405,8,Matutino,No hay causa mediata,4583650.77,430938.19
2011S000063,6,Matutino,No hay causa mediata,4583594.71,430765.91
2011S004585,16,Tarde,No hay causa mediata,4583638.25,430890.39
2011S004586,15,Tarde,No hay causa mediata,4583619.94,430862.46
2011S004752,7,Matutino,No hay causa mediata,4582674.67,429142.85
2011S006623,15,Tarde,No hay causa mediata,4583772.92,430497.82
2011S006645,10,Matutino,No hay causa mediata,4582828.87,428572.71
2011S005923,16,Tarde,No hay causa mediata,4583774.46,430367.88
2011S007778,1,Noche,No hay causa mediata,4583408.06,430180.04
2011S003310,17,Tarde,No hay causa mediata,4583024.22,429002.17
2011S007620,19,Tarde,No hay causa mediata,4582700.87,428760.48
2011S004271,10,Matutino,No hay causa mediata,4583556.62,430649.23
2011S007103,5,Noche,No hay causa mediata,4582978.36,428859.23
2011S003115,17,Tarde,No hay causa mediata,4583669.05,430252.36
2011S003752,17,Tarde,No hay causa mediata,4583175.3,430418.36
2011S002845,9,Matutino,No hay causa mediata,4583175.3,430418.36
2011S005901,15,Tarde,No hay causa mediata,4583222.75,430466.56
2011S000339,14,Tarde,No hay causa mediata,4583617.27,430288.82
2011S001516,18,Tarde,No hay causa mediata,4583458.93,430515.58
2011S008523,9,Matutino,No hay causa mediata,4583594.24,430706.38
2011S001692,13,Matutino,No hay causa mediata,4583594.24,430706.38
2011S008437,20,Tarde,No hay causa mediata,4583594.24,430706.38
2011S001413,12,Matutino,No hay causa mediata,4583594.24,430706.38
2011S005030,19,Tarde,No hay causa mediata,4583713.18,430948.09
2011S007965,14,Tarde,No hay causa mediata,4583498.16,430299.63
2011S007488,19,Tarde,No hay causa mediata,4582908.55,428643.51
2011S001481,13,Matutino,No hay causa mediata,4583728.18,430942.07
2011S008358,16,Tarde,No hay causa mediata,4583323.08,430568.88
2011S007802,14,Tarde,No hay causa mediata,4582655.52,428932.37
2011S002217,11,Matutino,No hay causa mediata,4583786.16,430731.16
2011S002482,6,Matutino,No hay causa mediata,4583690.2,430409.47
2011S007720,21,Tarde,No hay causa mediata,4583694.59,430562.9
2011S003909,10,Matutino,No hay causa mediata,4582277.51,429503.2
2011S005222,12,Matutino,No hay causa mediata,4582632.9,429131.51
2011S000070,10,Matutino,No hay causa mediata,4581337.46,429167.1
2011S006651,14,Tarde,No hay causa mediata,4581250.98,429218.31
2011S001998,3,Noche,Alcoholemia,4583079.74,429396.02
2011S008729,12,Matutino,No hay causa mediata,4581244.45,429059.23
2011S007315,20,Tarde,No hay causa mediata,4581244.45,429059.23
2011S003693,21,Tarde,No hay causa mediata,4583163.71,429442.56
2011S000911,12,Matutino,No hay causa mediata,4583163.71,429442.56
2011S001590,22,Noche,No hay causa mediata,4582901.37,429168.58
2011S008207,17,Tarde,No hay causa mediata,4582951.78,429235.21
2011S004517,21,Tarde,No hay causa mediata,4582849.8,429367.98
2011S002790,13,Matutino,No hay causa mediata,4582751.01,429413.27
2011S001358,19,Tarde,No hay causa mediata,4581903.26,429585.94
2011S005356,0,Noche,No hay causa mediata,4581917.24,429572.18
2011S006060,21,Tarde,No hay causa mediata,4582160.02,429604.85
2011S001026,19,Tarde,No hay causa mediata,4582169.78,429614.72
2011S004610,12,Matutino,No hay causa mediata,4582179.25,429624.74
2011S006978,10,Matutino,No hay causa mediata,4582183.94,429632.76
2011S005592,9,Matutino,No hay causa mediata,4582706.89,429750.17
2011S008228,16,Tarde,No hay causa mediata,4582095.53,430081.36
2011S002505,2,Noche,Alcoholemia,4582403.96,429861.51
2011S002463,5,Noche,No hay causa mediata,4582145.47,430091.24
2011S001735,17,Tarde,No hay causa mediata,4582408.77,429616.29
2011S002819,11,Matutino,No hay causa mediata,4582655.97,429537.84
2011S008241,9,Matutino,No hay causa mediata,4582307.82,430275.3
2011S003904,0,Noche,No hay causa mediata,4582196.69,429801.68
2011S007818,3,Noche,No hay causa mediata,4582502.13,430086.38
2011S005786,15,Tarde,No hay causa mediata,4582050.68,429441.91
2011S008361,9,Matutino,No hay causa mediata,4582368.35,429626.63
2011S004562,13,Matutino,No hay causa mediata,4581907.05,429888.32
2011S004812,16,Tarde,No hay causa mediata,4581963.66,429946.08
2011S003881,14,Tarde,No hay causa mediata,4581949.01,429739.91
2011S001519,19,Tarde,No hay causa mediata,4582096.52,429546.16
2011S004344,10,Matutino,No hay causa mediata,4582096.52,429546.16
2011S004285,19,Tarde,No hay causa mediata,4582120.52,429523.46
2011S003055,14,Tarde,No hay causa mediata,4582296.59,429706.12
2011S008827,19,Tarde,Alcoholemia,4582440.04,429852.53
2011S003814,9,Matutino,No hay causa mediata,4582360.79,429817.08
2011S008570,16,Tarde,No hay causa mediata,4582373.49,429463.42
2011S004912,9,Matutino,No hay causa mediata,4582316.7,429383.08
2011S004944,8,Matutino,No hay causa mediata,4581812.62,429792.01
2011S006417,15,Tarde,No hay causa mediata,4581812.62,429792.01
2011S008794,13,Matutino,No hay causa mediata,4582977.62,429621.96
2011S002931,15,Tarde,No hay causa mediata,4583036.27,429564.82
2011S003428,19,Tarde,No hay causa mediata,4582889.42,430270.07
2011S008700,18,Tarde,No hay causa mediata,4582935.49,430227.79
2011S007527,8,Matutino,No hay causa mediata,4583102.49,430074.69
2011S005067,9,Matutino,No hay causa mediata,4583212.58,430168.68
2011S006146,12,Matutino,No hay causa mediata,4582988.31,430067.18
2011S005069,11,Matutino,No hay causa mediata,4582371.5,430362.58
2011S006627,18,Tarde,No hay causa mediata,4582460.28,430451.2
2011S002943,10,Matutino,No hay causa mediata,4582502.27,430496.37
2011S001766,21,Tarde,No hay causa mediata,4582922.64,430344.87
2011S008730,15,Tarde,No hay causa mediata,4583048.61,430470.19
2011S004441,13,Matutino,No hay causa mediata,4582942.27,430031.58
2011S000540,15,Tarde,No hay causa mediata,4582776.22,430042.45
2011S003939,7,Matutino,No hay causa mediata,4583412.27,430033.9
2011S008801,17,Tarde,No hay causa mediata,4583397.95,429990.21
2011S004352,22,Noche,No hay causa mediata,4583317.43,429831.27
2011S001240,13,Matutino,No hay causa mediata,4583353.85,430023.88
2011S000814,14,Tarde,No hay causa mediata,4583264.18,429965.57
2011S005881,12,Matutino,No hay causa mediata,4583154.11,429686.72
2011S008439,21,Tarde,No hay causa mediata,4583257.35,429717.14
2011S003928,19,Tarde,Alcoholemia,4583221.92,429606.08
2011S008046,9,Matutino,No hay causa mediata,4584525.08,431638.9
2011S007697,8,Matutino,No hay causa mediata,4583191.22,429512.9
2011S002777,13,Matutino,No hay causa mediata,4583171.97,429462.45
2011S001643,13,Matutino,No hay causa mediata,4583236.47,429867.33
2011S005515,11,Matutino,No hay causa mediata,4584341.39,431463.08
2011S002233,17,Tarde,No hay causa mediata,4584453.48,431718.72
2011S006105,15,Tarde,No hay causa mediata,4582396.71,430233.49
2011S007760,15,Tarde,No hay causa mediata,4582932.76,430144.52
2011S004962,16,Tarde,No hay causa mediata,4582932.76,430144.52
2011S007420,11,Matutino,No hay causa mediata,4582989.29,430093.32
2011S008214,19,Tarde,No hay causa mediata,4583072.66,430016.58
2011S008612,18,Tarde,No hay causa mediata,4582633.97,430417.38
2011S007680,11,Matutino,No hay causa mediata,4582787.3,430276.67
2011S000798,3,Noche,Alcoholemia,4582344.58,430335.9
2011S000720,9,Matutino,No hay causa mediata,4582863.34,429766.09
2011S005727,20,Tarde,No hay causa mediata,4583399.61,430678.23
2011S001283,22,Noche,No hay causa mediata,4583161.52,431093.74
2011S003974,8,Matutino,No hay causa mediata,4583432.51,431231.53
2011S003641,17,Tarde,No hay causa mediata,4583199.85,431155.06
2011S006644,10,Matutino,No hay causa mediata,4583219.68,431229.48
2011S006214,14,Tarde,No hay causa mediata,4583128.36,430752.5
2011S008273,0,Noche,No hay causa mediata,4583168.17,430772.87
2011S002642,7,Matutino,No hay causa mediata,4582888.51,430698.74
2011S001578,14,Tarde,No hay causa mediata,4583089.4,430819.27
2011S000958,19,Tarde,No hay causa mediata,4582836,430485.1
2011S002945,12,Matutino,No hay causa mediata,4583056.93,431038.15
2011S008544,18,Tarde,No hay causa mediata,4582582.81,430844.04
2011S005052,20,Tarde,No hay causa mediata,4582255.01,430579.24
2011S005244,13,Matutino,No hay causa mediata,4582914.38,430917.2
2011S000910,12,Matutino,No hay causa mediata,4582849.06,430523.39
2011S007187,13,Matutino,No hay causa mediata,4582978.41,430958.58
2011S006753,14,Tarde,No hay causa mediata,4582613.41,431285.29
2011S002753,7,Matutino,No hay causa mediata,4582487.05,431027.61
