IdExpediente,Hora,Causa_de_Accidente,Tipo_VehImplicado,Modelo,Marca,Color,TipoCarnet,AntigCarnet,CoordenadaUTM_Y,CoordenadaUTM_X
2014S004375,21,No es causa del peatón,Motocicleta,Marathon 125,RIEJU,Negre,A1,2,4582066.56,430124.33
2014S004378,23,No es causa del peatón,AutobŁs,Desconocido,SCANIA,Groc,D,1,4581349.79,431518.06
2014S004379,1,No es causa del peatón,Motocicleta,YBR 125,YAMAHA,Gris,A1,1,4579381.17,429783.98
2014S003025,12,No es causa del peatón,Taxi,TOLEDO,SEAT,Negre/Groc,BTP,7,4581502.03,429552.37
2014S003028,8,No es causa del peatón,Turismo,MERIVA,OPEL,Vermell,Desconocido,Desconocido,4590644.85,431451.47
2014S003165,18,No es causa del peatón,Turismo,IBIZA,SEAT,Gris,B,10,4583978.79,434371.96
2014S000911,13,No es causa del peatón,AutobŁs,O 530,MERCEDES-BENZ,Vermell,D,19,4582592.58,430541.48
2014S000918,14,Desobedecer otras señales,Turismo,A1,AUDI,Negre,B,20,4585449.69,428058.17
2014S001051,9,No es causa del peatón,Motocicleta,PEOPLE 125,KYMCO,Gris,A,25,4581185.77,425903.16
2014S001052,9,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,A,5,4584613.55,426771.17
2014S001050,9,No es causa del peatón,Motocicleta,BURGMAN,SUZUKI,Gris,A1,19,4583759,432144.1
2014S001174,13,No es causa del peatón,Ciclomotor,FISHT,PEUGEOT,Altres,AM,1,4583094.48,432167.64
2014S001176,13,No es causa del peatón,Turismo,VECTRA,OPEL,Vermell,B,55,4580527.27,430365.42
2014S001177,15,No es causa del peatón,Taxi,Altea,SEAT,Groc,Desconocido,Desconocido,4584640.13,428822.07
2014S001178,16,No es causa del peatón,Turismo,C2,CITROEN,Vermell,B,44,4581933.52,429893.81
2014S001179,19,No es causa del peatón,Ciclomotor,LOOXOR,PEUGEOT,Negre,B,1,4587653.06,431108.42
2014S001181,20,No es causa del peatón,Motocicleta,X Max,YAMAHA,Gris,B,23,4582163.48,427091.91
2014S002018,15,No es causa del peatón,Turismo,206,PEUGEOT,Blanc,B,19,4582647.46,430644.92
2014S002024,21,No es causa del peatón,Furgoneta,MASTER,RENAULT,Blau,B,3,4587357.73,430738.27
2014S002027,7,No es causa del peatón,Motocicleta,CBR 125,HONDA,Negre,B,9,4584355.83,431622.52
2014S002165,19,No es causa del peatón,Motocicleta,SH 300,HONDA,Negre,A2,22,4581360.87,429738.85
2014S002165,19,No es causa del peatón,Ciclomotor,SH 50,HONDA,Gris,AM,9,4581360.87,429738.85
2014S002167,19,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,10,4583801.28,432022.68
2014S002439,16,No es causa del peatón,Bicicleta,Desconocido,CONOR,Gris,Desconocido,Desconocido,4581782.8,429840.96
2014S002440,18,Transitar a pie por calzada,Turismo,ALMERA,NISSAN,Negre,B,9,4583674.95,430575.59
2014S002443,19,No es causa del peatón,Motocicleta,PES,HONDA,Negre,B,14,4581033.1,428933.46
2014S002583,16,No es causa del peatón,Furgoneta,TRANSPORTER,VOLKSWAGEN,Blanc,Desconocido,Desconocido,4583787.04,427630.35
2014S002586,17,No es causa del peatón,Turismo,TOLEDO,SEAT,Gris,Desconocido,Desconocido,4578434.18,428518.79
2014S002727,14,No es causa del peatón,Turismo,C4,CITROEN,Gris,B,10,4583464.78,430898.18
2014S002731,15,No es causa del peatón,Turismo,MEGANE,RENAULT,Negre,B,7,4583382.09,433946.14
2014S000078,0,No es causa del peatón,Turismo,Q5,AUDI,Negre,B,17,4582234.94,425882.55
2014S000081,12,No es causa del peatón,Motocicleta,SH 100,HONDA,Verd,A,35,4583036.08,427531.64
2014S001078,20,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Vermell,Desconocido,Desconocido,4583243.89,429675.87
2014S001079,23,No es causa del peatón,Motocicleta,SIXTEEN,SUZUKI,Blanc,A2,4,4585319.15,431460.82
2014S001082,7,No es causa del peatón,Motocicleta,SH 150,HONDA,Negre,A2,4,4582509.53,429980.05
2014S001214,9,No es causa del peatón,AutobŁs,Cityclass,IVECO FIAT,Vermell,D,32,4580047.38,428062.52
2014S001216,15,No es causa del peatón,Motocicleta,LEAD,HONDA,Gris,A2,4,4583896.72,426635.55
2014S005693,20,No es causa del peatón,Motocicleta,CHA 125 SPACY,HONDA,Blanc,B,26,4580718.37,427770.6
2014S005819,11,No es causa del peatón,Turismo,MEGANE,RENAULT,granate,B,15,4582621.52,430692.23
2014S005819,11,No es causa del peatón,Motocicleta,SH 150,HONDA,Gris,Desconocido,Desconocido,4582621.52,430692.23
2014S005964,22,No es causa del peatón,Turismo,CLIO,RENAULT,Vermell,B,11,4584000.11,431801.12
2014S001056,12,No es causa del peatón,Turismo,Altea,SEAT,Altres,BTP,25,4580902.78,430383.48
2014S003529,8,No es causa del peatón,Motocicleta,ER-6N,KAWASAKI,Gris,A,22,4584971.32,433081.94
2014S003529,8,No es causa del peatón,Turismo,Q5,AUDI,Blanc,B,22,4584971.32,433081.94
2014S003530,8,No es causa del peatón,AutobŁs,O 530,MERCEDES-BENZ,Vermell,D,22,4584367.36,428724.71
2014S003670,13,No es causa del peatón,Taxi,Desconocido,MERCEDES-BENZ,Gris,BTP,39,4583735.55,431756.38
2014S003672,15,No es causa del peatón,Turismo,207,PEUGEOT,Gris,B,42,4588883.98,432217.32
2014S003674,15,No es causa del peatón,Motocicleta,VL 125,SUZUKI,Negre,B,9,4583469.8,427359.99
2014S003675,15,No es causa del peatón,Turismo,CRV,HONDA,Blau,B,14,4583199.85,431155.06
2014S004508,17,No es causa del peatón,Motocicleta,NES 125,HONDA,Gris,B,15,4582480.69,429710.04
2014S004509,16,No es causa del peatón,Motocicleta,CG 125,HONDA,Gris,B,7,4583713.18,430948.09
2014S004509,16,No es causa del peatón,Turismo,C3,CITROEN,Vermell,B,3,4583713.18,430948.09
2014S004511,17,No es causa del peatón,Motocicleta,TWEET 125,PEUGEOT,Marr˘,B,22,4583616.98,430648.04
2014S002458,8,No es causa del peatón,Taxi,TOLEDO,SEAT,Negre/Groc,BTP,30,4580354.61,428726.6
2014S002461,13,No es causa del peatón,Ciclomotor,VITALITE 50,KYMCO,Vermell,B,5,4584983.52,432705.8
2014S002464,14,No es causa del peatón,AutobŁs,Desconocido,MAN,Vermell,D,7,4578575.47,428375.58
2014S002592,20,No es causa del peatón,Turismo,C5,CITROEN,Negre,B,49,4583372.76,429854.46
2014S002593,21,No es causa del peatón,Turismo,MEGANE,RENAULT,Blanc,B,6,4583087.46,429559.24
2014S003432,20,No es causa del peatón,Motocicleta,XL 1200,HARLEY DAVIDSON,Negre,A,3,4583735.16,431564.07
2014S003432,20,No es causa del peatón,Bicicleta,Desconocido,BICING,Desconocido,Desconocido,Desconocido,4583735.16,431564.07
2014S003433,1,No es causa del peatón,Motocicleta,MT 03,YAMAHA,Negre,A2,1,4583184.91,431269.03
2014S003564,10,No es causa del peatón,Turismo,IBIZA,SEAT,Blau,B,52,4581781.37,425238.76
2014S003564,10,No es causa del peatón,Turismo,206,PEUGEOT,Blanc,B,32,4581781.37,425238.76
2014S003565,11,No es causa del peatón,"Camión <= 3,5 Tm",Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4586137.14,431888.07
2014S003568,12,No es causa del peatón,Motocicleta,AN 400,SUZUKI,Negre,A,8,4583211.53,430326.17
2014S003568,12,No es causa del peatón,Turismo,118,BMW,Desconocido,Desconocido,Desconocido,4583211.53,430326.17
2014S003708,20,No es causa del peatón,Turismo,C4,CITROEN,Gris,B,23,4587239.94,432622.29
2014S003709,16,No es causa del peatón,Turismo,SEICENTO,FIAT,Desconocido,B,4,4588928.29,432832.66
2014S003712,21,No es causa del peatón,Turismo,POLO,VOLKSWAGEN,Gris,B,10,4580722.04,429704.55
2014S001323,6,No es causa del peatón,Taxi,OCTAVIA,SKODA,Negre/Groc,BTP,8,4580880.02,430879.2
2014S001324,10,No es causa del peatón,Turismo,X5,BMW,Desconocido,B,37,4583639.12,426608.56
2014S001456,17,No es causa del peatón,Turismo,A4,AUDI,Blau,B,3,4583992.47,426149.95
2014S001597,19,No es causa del peatón,Turismo,TOURAN,VOLKSWAGEN,Negre,B,18,4585179.69,433295.33
2014S004346,8,No es causa del peatón,Ciclomotor,NEO'S,YAMAHA,Negre,B,2,4582152.09,429571.59
2014S004485,0,No es causa del peatón,Motocicleta,PES,HONDA,Gris,B,7,4584356.67,432002.87
2014S001360,10,No es causa del peatón,Motocicleta,PCX,HONDA,Blanc,B,6,4584898.31,428053.96
2014S001490,18,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,7,4587051.82,430955.59
2014S001491,16,No es causa del peatón,Turismo,QASHQAI,NISSAN,Gris,B,52,4588179.34,432176.06
2014S001494,19,No es causa del peatón,Motocicleta,VL 125,SUZUKI,Negre,B,4,4580948.83,431014.48
2014S001629,7,No es causa del peatón,Ciclomotor,SENDA,DERBI,Negre,AM,12,4583407.86,432225.16
2014S001629,7,No es causa del peatón,Turismo,FOCUS,FORD,Negre,B,10,4583407.86,432225.16
2014S003441,13,Transitar a pie por calzada,Turismo,C3,CITROEN,Gris,B,2,4583566.21,432339.59
2014S003443,16,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Negre,B,3,4588505.78,429148.6
2014S003573,14,No es causa del peatón,Turismo,X1,BMW,Negre,B,19,4582892.75,427955.84
2014S003575,13,No es causa del peatón,Furgoneta,NEMO,CITROEN,Groc,B,23,4585423.11,428720.63
2014S001187,9,No es causa del peatón,Motocicleta,SH 125,HONDA,Gris,A1,7,4584206.82,426359.26
2014S001191,9,No es causa del peatón,Motocicleta,Desconocido,Desconocido,Blanc,Desconocido,Desconocido,4579738.83,427770.71
2014S001332,17,No es causa del peatón,Turismo,ASTRA,OPEL,Gris,B,6,4583317.43,429831.27
2014S001334,18,No es causa del peatón,Turismo,CLIO,RENAULT,Gris,B,7,4582649.3,431986.04
2014S003815,13,No es causa del peatón,Motocicleta,BURGMAN,SUZUKI,Negre,B,14,4583106.43,428933.89
2014S003939,22,No es causa del peatón,Furgoneta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4579539.8,427975.89
2014S003947,9,No es causa del peatón,Motocicleta,FZS 600 FAZER,YAMAHA,Negre,A,9,4588318.27,430435.86
2014S003948,11,No es causa del peatón,Ciclomotor,TYPHOON 50,PIAGGIO,Negre,B,2,4585713.01,430540.41
2014S004074,11,No es causa del peatón,Turismo,309,PEUGEOT,Vermell,Desconocido,Desconocido,4584031.07,428484.85
2014S004075,12,No es causa del peatón,Furgoneta,35S13,IVECO FIAT,Blanc,B,16,4584861.28,433173.63
2014S004076,13,No es causa del peatón,Turismo,318,BMW,Negre,B,17,4583467.16,427789.31
2014S004487,2,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,BTP,22,4584005.41,431302.17
2014S002867,18,No es causa del peatón,Furgoneta,CRAFTER,VOLKSWAGEN,Blanc,B,18,4581092.33,428606.09
2014S002873,0,No es causa del peatón,Taxi,Altea,SEAT,Groc,BTP,4,4585012.16,430416.32
2014S002873,0,No es causa del peatón,Turismo,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4585012.16,430416.32
2014S003004,15,No es causa del peatón,Ciclomotor,SCOOPY 50,HONDA,Gris,AM,10,4580661.02,428903.05
2014S003006,12,No es causa del peatón,Motocicleta,SWYN 125,HONDA,Gris,A,7,4583211.15,430294.37
2014S003008,16,No es causa del peatón,Ciclomotor,SH 50,HONDA,Desconocido,Desconocido,Desconocido,4583089.45,429979.46
2014S003132,18,No es causa del peatón,Motocicleta,X Max,YAMAHA,Negre,A,3,4584885.59,430219.72
2014S003844,19,No es causa del peatón,Ciclomotor,PEOPLE 50,KYMCO,Negre,B,1,4582711.17,428092.34
2014S003844,19,No es causa del peatón,Turismo,PREVIA,TOYOTA,Gris,B,13,4582711.17,428092.34
2014S003848,21,No es causa del peatón,Turismo,807,PEUGEOT,Blau,B,27,4584665.98,427750.01
2014S003849,6,No es causa del peatón,"Camión <= 3,5 Tm",ATLEON 110,NISSAN,Blanc,B,5,4584940.27,431111.47
2014S003977,9,No es causa del peatón,Turismo,MEGANE,RENAULT,Negre,B,24,4582860.85,429018.04
2014S004107,18,No es causa del peatón,Taxi,OCTAVIA,SKODA,Negre/Groc,BTP,7,4582692.13,429765.7
2014S004107,18,No es causa del peatón,Motocicleta,CB 500 S,HONDA,Negre,A2,1,4582692.13,429765.7
2014S004108,13,No es causa del peatón,Furgoneta,PARTNER,PEUGEOT,Negre,B,21,4583524.48,430746.22
2014S002733,16,No es causa del peatón,Turismo,QASHQAI,NISSAN,Negre,B,32,4583915.41,429297.53
2014S002736,17,No es causa del peatón,Furgoneta,JUMPY,CITROEN,Blanc,B,15,4582226.44,429679.94
2014S002739,16,No es causa del peatón,Turismo,LEON,SEAT,Blanc,B,18,4585406.81,433268.68
2014S002876,10,No es causa del peatón,Turismo,CRUZE,CHEVROLET,Blanc,B,29,4583059.76,430284.4
2014S002877,13,No es causa del peatón,Motocicleta,Dylan 125,HONDA,Negre,B,8,4582120.52,429523.46
2014S002878,13,No es causa del peatón,Taxi,OCTAVIA,SKODA,Negre/Groc,BTP,9,4580958.31,429332.4
2014S003719,8,No es causa del peatón,Motocicleta,GRAND DINK,KYMCO,Negre,B,12,4581103.78,426793.92
2014S001467,9,No es causa del peatón,Motocicleta,CB 750 SEVEN FIFTY,HONDA,Blau,A2,1,4585419.76,427506.66
2014S001600,23,No es causa del peatón,Ciclomotor,CY50,YAMAHA,Blanc,AM,13,4587614.78,430373.96
2014S001604,8,Cruzar fuera de paso peatonal,Turismo,CORDOBA,SEAT,Gris,B,7,4583375.2,426005.63
2014S001732,1,No es causa del peatón,Motocicleta,Main Street 260,LINHAI,Blanc,A,3,4581564.54,431758.8
2014S001732,1,No es causa del peatón,Motocicleta,Transalp,HONDA,Vermell,A,6,4581564.54,431758.8
2014S001864,16,No es causa del peatón,Motocicleta,T MAX,YAMAHA,Negre,A,23,4584904.3,429600.57
2014S001865,15,No es causa del peatón,Motocicleta,PEOPLE 125,KYMCO,Blanc,B,31,4583562.52,433640.52
2014S001868,18,No es causa del peatón,Motocicleta,FES 125,HONDA,Blau,B,18,4583498.96,427830.23
2014S002424,9,No es causa del peatón,Turismo,BRAVO,FIAT,Blanc,B,2,4582232.31,425911.88
2014S002564,21,No es causa del peatón,Ciclomotor,PEOPLE 50,KYMCO,Negre,AM,7,4582307.82,430275.3
2014S002567,9,No es causa del peatón,Motocicleta,YBR 125,YAMAHA,Gris,B,37,4585104.42,429842.14
2014S002568,13,No es causa del peatón,Taxi,OCTAVIA,SKODA,Negre/Groc,Desconocido,Desconocido,4582374.24,430890.73
2014S002569,8,No es causa del peatón,Bicicleta,Desconocido,BICING,Blanc,Desconocido,Desconocido,4582492.24,430534.35
2014S002570,10,No es causa del peatón,Turismo,MICRA,NISSAN,Verd,B,39,4584355.83,431622.52
2014S002707,18,No es causa del peatón,Taxi,Altea,SEAT,Altres,BTP,9,4582377.43,430775.55
2014S002712,19,No es causa del peatón,Motocicleta,YBR 125,YAMAHA,Negre,B,8,4584873.72,430576.77
2014S002714,19,No es causa del peatón,Turismo,PUNTO,FIAT,Verd,B,18,4583209.14,425990.33
2014S003137,23,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4583491.16,431168.22
2014S003272,14,No es causa del peatón,Motocicleta,STREET TRIPLE,TRIUMPH,Negre,A,5,4582780.48,428027.76
2014S003273,18,No es causa del peatón,Turismo,SCENIC,RENAULT,Gris,B,49,4585058.27,428790.75
2014S001636,11,No es causa del peatón,Motocicleta,SH 150,HONDA,Gris,A,26,4580977.89,428638.18
2014S001763,4,No es causa del peatón,"Camión > 3,5 Tm",CABSTAR,NISSAN,Blanc,C,9,4580751.7,429500.87
2014S001763,4,No es causa del peatón,Turismo,C-MAX,FORD,Gris,Desconocido,Desconocido,4580751.7,429500.87
2014S001900,14,No es causa del peatón,Taxi,OCTAVIA,SKODA,Negre,BTP,7,4581740.74,427443.74
2014S001902,15,No es causa del peatón,Motocicleta,SCOOPY 100,HONDA,Negre,B,11,4580740.59,431140.98
2014S000100,1,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Negre,B,5,4582777.73,429103.65
2014S000101,8,No es causa del peatón,Furgoneta,VIVARO,OPEL,Blanc,B,41,4584922.06,429621.52
2014S000101,8,No es causa del peatón,Motocicleta,PEOPLE 125,KYMCO,Blau,B,4,4584922.06,429621.52
2014S000105,8,No es causa del peatón,Turismo,TOLEDO,SEAT,Blanc,B,7,4582738.22,430408.41
2014S001605,8,No es causa del peatón,Motocicleta,LIBERTY 125,PIAGGIO,Gris,Desconocido,Desconocido,4581118.83,431380.16
2014S001734,3,No es causa del peatón,Turismo,ASTRA,OPEL,Negre,Desconocido,Desconocido,4584451.5,431768.96
2014S001734,3,No es causa del peatón,Ciclomotor,SH 50,HONDA,Vermell,Desconocido,Desconocido,4584451.5,431768.96
2014S001734,3,No es causa del peatón,Taxi,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4584451.5,431768.96
2014S001738,11,No es causa del peatón,Motocicleta,JOYMAX 250,SYM,Gris,A2,1,4584052.2,428564.86
2014S004208,22,No es causa del peatón,Turismo,LAGUNA,RENAULT,Gris,B,36,4588334.83,432142.82
2014S004210,21,No es causa del peatón,Todo terreno,REXTON,SSANGYONG,granate,B,8,4582787.3,430276.67
2014S004352,13,No es causa del peatón,Motocicleta,Varadero,HONDA,Desconocido,A,7,4583124.94,427133.67
2014S004361,15,No es causa del peatón,Motocicleta,Beverly,PIAGGIO,Negre,B,4,4582566.89,431308.9
2014S004491,8,No es causa del peatón,Motocicleta,Vision,HONDA,Gris,Desconocido,Desconocido,4581895.28,429549.3
2014S003012,17,Desobedecer Semáforo,AutobŁs,CITYCLASS,IRISBUS,Vermell,D,24,4582603.02,430444.89
2014S003016,19,No es causa del peatón,Turismo,DISCOVERY,LAND ROVER,Gris,B,28,4585190.93,430021.33
2014S003139,7,No es causa del peatón,Turismo,PASSAT,VOLKSWAGEN,Gris,B,19,4582960.41,428611.8
2014S003142,8,No es causa del peatón,Motocicleta,SH 300,HONDA,Negre/Groc,A,18,4583267.78,430306.2
2014S003142,8,No es causa del peatón,Turismo,207,PEUGEOT,Blau,Desconocido,Desconocido,4583267.78,430306.2
2014S003143,11,No es causa del peatón,Turismo,LAND CRUISER,TOYOTA,Negre,B,7,4582611.7,430024.47
2014S003275,23,No es causa del peatón,Turismo,MICRA,NISSAN,Negre,B,4,4581082.4,429278.37
2014S003277,22,No es causa del peatón,Turismo,ASTRA,OPEL,Negre,B,25,4581946.71,428570.82
2014S003279,6,No es causa del peatón,Motocicleta,SCOOPY 125,HONDA,Negre,B,13,4584439.92,428098.67
2014S003986,15,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4585283.04,428809.54
2014S002104,13,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,BTP,5,4580551.58,431137.98
2014S001005,18,No es causa del peatón,Turismo,147,ALFA ROMEO,Gris,B,37,4589639.8,432321.48
2014S001012,3,No es causa del peatón,Turismo,C 220,MERCEDES,Gris,B,8,4583854.65,431331.36
2014S001143,14,No es causa del peatón,Motocicleta,TU 250 X,SUZUKI,Verd,A,27,4583524.48,430746.22
2014S001981,16,No es causa del peatón,Motocicleta,YBR 125,YAMAHA,Negre,A1,2,4582222.08,426591.17
2014S001258,14,No es causa del peatón,Turismo,VECTRA,OPEL,Platejat,B,37,4583274.22,432857.44
2014S001260,11,No es causa del peatón,Motocicleta,SCV100,HONDA,Gris,B,8,4584901.86,433010.8
2014S000108,11,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4587927.9,429315.1
2014S000109,14,No es causa del peatón,Motocicleta,MAJESTY,YAMAHA,Blau,A,35,4581801,429238.45
2014S000110,12,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,A1,1,4584835.48,425348.03
2014S000111,15,No es causa del peatón,Turismo,TT,AUDI,Gris,B,29,4583425.16,429415.22
2014S003989,14,No es causa del peatón,Turismo,IBIZA,SEAT,Gris,B,10,4585196.35,432165.2
2014S003990,16,No es causa del peatón,Turismo,EXEO,SEAT,Blanc,B,42,4580985.15,429044.34
2014S004112,14,No es causa del peatón,Motocicleta,Beverly,PIAGGIO,Blau,A,12,4587121.5,432225.78
2014S004247,13,No es causa del peatón,Furgoneta,TOURNEO,FORD,Gris,B,4,4582941.6,427386.13
2014S001874,15,No es causa del peatón,Motocicleta,NSS 250,HONDA,Blau,A,25,4583550.5,430985.67
2014S002015,17,No es causa del peatón,Turismo,MINI COOPER,MINI,Blau,B,16,4580906.08,430136.22
2014S002015,17,No es causa del peatón,Motocicleta,LEAD,HONDA,Blanc,B,24,4580906.08,430136.22
2014S004493,8,No es causa del peatón,Turismo,Altea,SEAT,Blanc,BTP,26,4586467.03,432066.91
2014S004494,10,No es causa del peatón,Turismo,AYGO,TOYOTA,Vermell,B,20,4583469.01,427573.55
2014S002450,8,No es causa del peatón,Motocicleta,Desconocido,Desconocido,Negre,Desconocido,Desconocido,4585077.17,430934.85
2014S002986,18,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Blanc,Desconocido,Desconocido,4580895.08,429469.82
2014S003547,18,No es causa del peatón,Turismo,QASHQAI,NISSAN,Negre,B,29,4582118.92,430333.08
2014S003549,18,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Negre,B,14,4584323.58,431976.53
2014S003551,20,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Blau,B,16,4584673.55,429310.4
2014S004529,7,No es causa del peatón,Furgoneta,EXPRESS,RENAULT,Blanc,B,20,4584179.04,432092.83
2014S004530,9,No es causa del peatón,Turismo,TERRANO,NISSAN,Vermell,B,25,4580857.58,427152.86
2014S004531,9,No es causa del peatón,Turismo,FOCUS,FORD,Verd,B,41,4588099.86,433546.63
2014S002479,21,No es causa del peatón,AutobŁs,Desconocido,IVECO FIAT,Blanc,D,28,4586457.54,428408.32
2014S002482,23,No es causa del peatón,Taxi,OCTAVIA,SKODA,Groc,BTP,23,4584370.54,427208.07
2014S002484,8,No es causa del peatón,Motocicleta,FZ6,YAMAHA,Negre,A,18,4587752.09,432507.4
2014S002486,9,No es causa del peatón,Motocicleta,ZIP AIRE,PIAGGIO,Blau,A,6,4584912.34,429134.38
2014S002574,12,Desobedecer Semáforo,Furgoneta,BERLINGO,CITROEN,Blanc,B,30,4583209.46,431215.15
2014S002574,12,Desobedecer Semáforo,Taxi,406,PEUGEOT,Negre/Groc,BTP,37,4583209.46,431215.15
2014S002579,15,No es causa del peatón,Turismo,106,PEUGEOT,Blanc,B,34,4583427.12,428844.05
2014S003557,20,No es causa del peatón,Motocicleta,SH 300,HONDA,Blanc,A,4,4582300.24,429197.63
2014S003561,9,No es causa del peatón,Motocicleta,SES 125,HONDA,Vermell,B,2,4583081.21,426584.4
