IdExpediente,Hora,Turno,Causa_de_Accidente,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2017S009198,14,Tarde,No hay causa mediata,431940.75,4585401.48,2.184483,41.415436
2017S008278,12,Matutino,No hay causa mediata,431576.37,4585215.2,2.180149,41.41373
2017S008462,13,Matutino,No hay causa mediata,431384.99,4584870.55,2.177891,41.410606
2017S001826,4,Noche,Alcoholemia,431703.06,4584790.47,2.1817159999999998,41.409913
2017S009733,8,Matutino,No hay causa mediata,431877.03,4584413.1,2.183841,41.406532
2017S001624,20,Tarde,No hay causa mediata,431890.19,4584524.82,2.183984,41.407533
2017S005133,10,Matutino,No hay causa mediata,433330.95,4585862.62,2.201063,41.419705
2017S001569,15,Tarde,No hay causa mediata,431960.88,4584412.8,2.184834,41.40653
2017S007531,17,Tarde,No hay causa mediata,432229.7,4584197.87,2.1880759999999997,41.404617
2017S010616,11,Matutino,No hay causa mediata,431964.93,4584467.51,2.184875,41.407026
2017S008974,14,Tarde,No hay causa mediata,433169.99,4585881.12,2.199134,41.419863
2017S002287,9,Matutino,No hay causa mediata,432296.02,4584356.47,2.188859,41.406054
2017S003886,15,Tarde,No hay causa mediata,432036.77,4584333.52,2.185752,41.405825
2017S002046,10,Matutino,No hay causa mediata,432002.91,4584366.13,2.185341,41.406119
2017S010357,9,Matutino,No hay causa mediata,432656.47,4584684.32,2.19313,41.409039
2017S001696,16,Tarde,No hay causa mediata,432159.75,4584770.81,2.187174,41.409771
2017S004079,16,Tarde,No hay causa mediata,432568.12,4584553.24,2.192091,41.407851
2017S010563,15,Tarde,No hay causa mediata,432266.66,4584952.81,2.188434,41.41142
2017S006956,10,Matutino,No hay causa mediata,432441.43,4584724.2,2.190553,41.409380999999996
2017S010728,17,Tarde,No hay causa mediata,432102.65,4585012.86,2.186465,41.411946
2017S005517,22,Noche,No hay causa mediata,433578.16,4586258.88,2.2039869999999997,41.423292
2017S009427,6,Matutino,No hay causa mediata,434882.87,4584464.92,2.219784,41.407241
2017S003033,13,Matutino,No hay causa mediata,435119.93,4585013.26,2.2225599999999996,41.412205
2017S006954,7,Matutino,No hay causa mediata,434036.66,4586097.36,2.209485,41.42188
2017S003078,19,Tarde,No hay causa mediata,434651.99,4585174.61,2.216944,41.413616999999995
2017S005923,11,Matutino,No hay causa mediata,433552.26,4586444.3,2.203655,41.424965
2017S003328,9,Matutino,No hay causa mediata,433345.89,4585479.23,2.201285,41.416257
2017S010657,23,Noche,No hay causa mediata,433807.0,4585935.39,2.206763,41.420402
2017S003617,20,Tarde,No hay causa mediata,433325.06,4586516.86,2.200931,41.425595
2017S010006,17,Tarde,No hay causa mediata,433865.07,4585330.14,2.207523,41.414958
2017S004843,6,Matutino,No hay causa mediata,434579.17,4584909.22,2.216111,41.411224
2017S001898,14,Tarde,No hay causa mediata,434393.0,4585423.26,2.2138299999999997,41.415838
2017S008378,8,Matutino,No hay causa mediata,433480.42,4582953.45,2.203178,41.393516999999996
2017S000073,11,Matutino,No hay causa mediata,432842.66,4583443.77,2.195493,41.397877
2017S009655,6,Matutino,No hay causa mediata,432872.16,4584623.39,2.19572,41.408507
2017S009434,11,Matutino,No hay causa mediata,433580.94,4585460.09,2.2040990000000003,41.416105
2017S006828,19,Tarde,No hay causa mediata,433936.57,4585808.01,2.20832,41.419269
2017S002083,10,Matutino,No hay causa mediata,433319.7,4584815.14,2.201047,41.410274
2017S008289,19,Tarde,No hay causa mediata,433224.2,4585110.24,2.199878,41.412923
2017S001382,0,Noche,No hay causa mediata,433259.3,4585024.77,2.2003060000000003,41.412151
2017S010558,13,Matutino,No hay causa mediata,433348.96,4585184.79,2.2013529999999997,41.4136
2017S007565,19,Tarde,Alcoholemia,433781.4,4585607.25,2.206487,41.417445
2017S009997,19,Tarde,No hay causa mediata,433571.61,4584514.79,2.204095,41.407584
2017S006104,14,Tarde,No hay causa mediata,433804.42,4584237.59,2.206913,41.405108
2017S002121,18,Tarde,Alcoholemia,433362.93,4584025.82,2.201648,41.403162
2017S008268,0,Noche,No hay causa mediata,433581.25,4584473.37,2.2042189999999997,41.407215
2017S008181,14,Tarde,No hay causa mediata,433545.58,4582976.4,2.203953,41.393729
2017S003689,17,Tarde,No hay causa mediata,432594.57,4583362.12,2.192535,41.397127000000005
2017S005934,13,Matutino,No hay causa mediata,432053.1,4583022.74,2.186102,41.394019
2017S001665,21,Tarde,No hay causa mediata,432194.61,4583600.25,2.1877240000000002,41.399237
2017S000697,16,Tarde,No hay causa mediata,432225.16,4583407.86,2.188116,41.397501
2017S000808,17,Tarde,No hay causa mediata,432255.09,4582703.73,2.188554,41.391163
2017S003060,9,Matutino,No hay causa mediata,434803.19,4584402.67,2.218846,41.406676000000004
2017S006375,10,Matutino,No hay causa mediata,432767.63,4584157.17,2.194516,41.404301000000004
2017S010742,13,Matutino,No hay causa mediata,434797.41,4584868.43,2.2187240000000004,41.410872999999995
2017S006681,10,Matutino,No hay causa mediata,434152.97,4583877.72,2.211115,41.401894
2017S000858,10,Matutino,No hay causa mediata,430219.86,4581357.07,2.164358,41.378865000000005
2017S001968,13,Matutino,No hay causa mediata,430868.23,4580992.82,2.172161,41.375634000000005
2017S007999,10,Matutino,No hay causa mediata,430678.44,4580941.1,2.169895,41.375158
2017S003195,14,Tarde,No hay causa mediata,431323.44,4580839.66,2.177619,41.374295000000004
2017S000240,19,Tarde,No hay causa mediata,432733.92,4582842.06,2.194256,41.392455
2017S003707,3,Noche,No hay causa mediata,432984.67,4582402.62,2.197306,41.388513
2017S000458,13,Matutino,No hay causa mediata,432666.8,4582710.68,2.193469,41.391259999999996
2017S007650,16,Tarde,No hay causa mediata,432911.5,4582301.09,2.196445,41.387597
2017S004742,7,Matutino,No hay causa mediata,432860.49,4582519.09,2.19581,41.389556
2017S002335,16,Tarde,No hay causa mediata,431100.17,4581054.5,2.174928,41.376212
2017S002041,19,Tarde,No hay causa mediata,431378.72,4581504.33,2.178201,41.380289000000005
2017S000463,17,Tarde,No hay causa mediata,431502.1,4581468.02,2.179688,41.379976
2017S003208,21,Tarde,No hay causa mediata,431538.33,4581294.72,2.180138,41.378411
2017S002124,17,Tarde,No hay causa mediata,430196.05,4581738.54,2.164039,41.382295
2017S005961,4,Noche,No hay causa mediata,430267.13,4582014.61,2.164857,41.384787
2017S009001,14,Tarde,No hay causa mediata,430333.08,4582118.92,2.165634,41.385729
2017S006525,16,Tarde,No hay causa mediata,431590.84,4581716.64,2.1807119999999998,41.382217
2017S004744,8,Matutino,No hay causa mediata,430205.1,4582017.7,2.1641150000000002,41.384809000000004
2017S007100,10,Matutino,No hay causa mediata,430772.09,4581908.22,2.1709080000000003,41.383876
2017S002052,12,Matutino,No hay causa mediata,430458.2,4581549.11,2.167194,41.380615
2017S008044,15,Tarde,No hay causa mediata,432103.18,4581691.62,2.18685,41.382034999999995
2017S003803,19,Tarde,Calle en mal estado,430977.3,4582354.48,2.173309,41.387910999999995
2017S001527,12,Matutino,No hay causa mediata,430969.54,4582234.75,2.1732270000000002,41.386829
2017S002133,21,Tarde,No hay causa mediata,432314.7,4581244.33,2.189423,41.378027
2017S003935,19,Tarde,No hay causa mediata,432839.15,4582265.51,2.1955869999999997,41.387267
2017S003632,18,Tarde,Alcoholemia,432447.21,4581959.6,2.1909330000000002,41.384478
2017S003621,7,Matutino,No hay causa mediata,431857.79,4582523.67,2.183814,41.389508
2017S000713,11,Matutino,No hay causa mediata,429325.84,4581283.63,2.153677,41.378121
2017S010000,19,Tarde,No hay causa mediata,429444.29,4581668.46,2.155055,41.381599
2017S003716,13,Matutino,No hay causa mediata,429306.83,4581711.13,2.1534,41.381974
2017S003893,20,Tarde,No hay causa mediata,429263.86,4581482.49,2.1529119999999997,41.379908
2017S000683,10,Matutino,No hay causa mediata,429278.77,4581414.29,2.153099,41.379296999999994
2017S003305,0,Noche,No hay causa mediata,428807.2,4581557.05,2.14745,41.380542999999996
2017S008622,11,Matutino,No hay causa mediata,428923.36,4581777.57,2.148812,41.382535
2017S000134,15,Tarde,No hay causa mediata,429698.95,4581649.36,2.1580939999999997,41.38145
2017S003481,10,Matutino,No hay causa mediata,430066.7,4581565.36,2.162505,41.380726
2017S000442,12,Matutino,No hay causa mediata,428526.54,4582373.62,2.1439939999999997,41.387867
2017S003050,20,Tarde,No hay causa mediata,429870.75,4581817.37,2.160132,41.382978
2017S010419,21,Tarde,No hay causa mediata,429906.71,4581697.17,2.160576,41.3819
2017S004831,19,Tarde,No hay causa mediata,429949.38,4581738.84,2.161086,41.382274
2017S007135,10,Matutino,No hay causa mediata,429899.54,4580970.35,2.160577,41.375352
2017S001406,13,Matutino,No hay causa mediata,430174.04,4581180.61,2.163841,41.377266999999996
2017S001374,18,Tarde,No hay causa mediata,430147.81,4582055.72,2.163427,41.385152000000005
2017S009132,23,Noche,No hay causa mediata,429561.22,4581361.99,2.1564900000000002,41.378844
2017S006594,18,Tarde,No hay causa mediata,429998.73,4581413.6,2.161709,41.379351
2017S001540,16,Tarde,No hay causa mediata,430197.72,4583116.33,2.1638919999999997,41.394706
2017S000008,10,Matutino,No hay causa mediata,430197.72,4583116.33,2.1638919999999997,41.394706
2017S004605,8,Matutino,No hay causa mediata,430231.57,4583179.96,2.1642919999999997,41.395277
2017S006688,14,Tarde,No hay causa mediata,429978.88,4583406.91,2.1612400000000003,41.397299
2017S008172,9,Matutino,No hay causa mediata,429995.79,4583293.85,2.1614560000000003,41.396283000000004
2017S007287,9,Matutino,No hay causa mediata,431670.61,4584174.63,2.181391,41.404362
2017S003953,13,Matutino,No hay causa mediata,430024.47,4582611.7,2.161882,41.390143
2017S001497,9,Matutino,No hay causa mediata,430036.4,4582619.75,2.162024,41.390215999999995
2017S007273,0,Noche,No hay causa mediata,431486.94,4583955.36,2.179215,41.402374
2017S007963,19,Tarde,No hay causa mediata,431407.47,4583880.78,2.1782779999999997,41.401692
2017S008736,13,Matutino,No hay causa mediata,431470.14,4584031.24,2.179015,41.403057000000004
2017S004400,8,Matutino,No hay causa mediata,431528.22,4584085.12,2.179703,41.403548
2017S008263,17,Tarde,No hay causa mediata,431434.38,4584563.21,2.1785240000000003,41.407845
2017S004617,15,Tarde,No hay causa mediata,429979.46,4583089.45,2.1612880000000003,41.394444
2017S006218,8,Matutino,No hay causa mediata,431794.27,4583981.38,2.182896,41.402634
2017S006759,14,Tarde,No hay causa mediata,430137.09,4582899.27,2.1632,41.392747
2017S007111,7,Matutino,No hay causa mediata,430127.0,4583391.06,2.163023,41.397177
2017S009585,13,Matutino,No hay causa mediata,429963.85,4583338.24,2.161068,41.396685
2017S008717,19,Tarde,No hay causa mediata,430470.19,4583048.61,2.167166,41.394118
2017S007243,2,Noche,Alcoholemia,430152.92,4583388.42,2.163323,41.397152
2017S006693,15,Tarde,No hay causa mediata,431658.5,4584202.52,2.181245,41.404613
2017S005508,16,Tarde,No hay causa mediata,430029.29,4582231.98,2.161985,41.386721
2017S001304,15,Tarde,No hay causa mediata,429783.58,4582709.54,2.158988,41.391005
2017S003327,9,Matutino,No hay causa mediata,429394.07,4583152.36,2.154284,41.39496
2017S009271,13,Matutino,No hay causa mediata,429611.72,4582012.52,2.157012,41.384712
2017S008034,12,Matutino,No hay causa mediata,429561.55,4582335.03,2.156376,41.387617
2017S001151,1,Noche,No hay causa mediata,429932.54,4582654.47,2.160776,41.390522
2017S000373,21,Tarde,No hay causa mediata,429163.44,4583038.43,2.151534,41.393913
2017S004991,22,Noche,No hay causa mediata,429738.28,4582274.62,2.1585,41.387083000000004
2017S002516,8,Matutino,No hay causa mediata,429836.93,4582108.52,2.1596919999999997,41.385596
2017S007818,13,Matutino,No hay causa mediata,430221.55,4582363.46,2.164266,41.387926
2017S006024,14,Tarde,No hay causa mediata,430034.95,4582554.34,2.162008,41.38963
2017S007136,11,Matutino,No hay causa mediata,429991.62,4582352.22,2.161517,41.387807
2017S004578,7,Matutino,No hay causa mediata,428958.28,4581183.19,2.1493,41.377188000000004
2017S005928,19,Tarde,No hay causa mediata,429894.21,4581912.66,2.1604080000000003,41.383835999999995
2017S000444,12,Matutino,No hay causa mediata,429907.69,4582037.91,2.160549,41.384963
2017S005403,12,Matutino,No hay causa mediata,429490.85,4582568.3,2.1555,41.389709
2017S000326,15,Tarde,No hay causa mediata,429111.77,4581146.81,2.151134,41.376868
2017S004745,8,Matutino,No hay causa mediata,428919.89,4581047.65,2.14885,41.375959
2017S006876,22,Noche,No hay causa mediata,430706.38,4583594.24,2.169926,41.399056
2017S010702,19,Tarde,No hay causa mediata,430606.77,4583360.6,2.168756,41.396939
2017S000018,19,Tarde,No hay causa mediata,428947.81,4582857.9,2.148972,41.392264000000004
2017S000906,13,Matutino,No hay causa mediata,429256.45,4582585.27,2.152699,41.389841
2017S003704,2,Noche,No hay causa mediata,430258.44,4583739.69,2.16455,41.400323
2017S004280,22,Noche,No hay causa mediata,428837.49,4582821.59,2.1476610000000003,41.39193
2017S009574,18,Tarde,No hay causa mediata,430568.48,4583345.77,2.168304,41.396801
2017S001206,19,Tarde,No hay causa mediata,430837.11,4583405.08,2.1715139999999997,41.397365
2017S000177,21,Tarde,No hay causa mediata,430283.2,4583286.26,2.164902,41.396245
2017S005222,19,Tarde,No hay causa mediata,429376.25,4582122.78,2.154189,41.385682
2017S003767,20,Tarde,No hay causa mediata,430865.97,4583476.05,2.171841,41.398006
2017S009485,20,Tarde,No hay causa mediata,430809.72,4583558.24,2.171162,41.398740000000004
2017S005250,19,Tarde,No hay causa mediata,429284.77,4582250.13,2.153074,41.386827000000004
2017S007074,2,Noche,No hay causa mediata,429284.77,4582250.13,2.153074,41.386827000000004
2017S004391,22,Noche,No hay causa mediata,430485.1,4582836.0,2.167369,41.392209
2017S002236,15,Tarde,No hay causa mediata,430460.54,4582842.46,2.1670700000000003,41.392261
2017S003089,0,Noche,Alcoholemia,430504.29,4582667.91,2.1676159999999998,41.390689
2017S005264,6,Matutino,No hay causa mediata,430965.31,4582701.4,2.173126,41.391034999999995
2017S005859,17,Tarde,No hay causa mediata,430936.69,4582618.03,2.172788,41.390285
2017S000261,16,Tarde,No hay causa mediata,430618.77,4582912.12,2.168951,41.392905
2017S006812,10,Matutino,No hay causa mediata,430768.29,4582539.46,2.170788,41.389559000000006
2017S003322,20,Tarde,No hay causa mediata,430568.26,4582328.28,2.1684200000000002,41.387640999999995
2017S004865,17,Tarde,No hay causa mediata,430752.5,4583128.36,2.170529,41.394861999999996
2017S004275,0,Noche,No hay causa mediata,431015.31,4582563.61,2.173739,41.389796000000004
2017S000571,12,Matutino,No hay causa mediata,430599.21,4582434.97,2.1687790000000002,41.388599
2017S004176,8,Matutino,No hay causa mediata,430752.44,4583157.72,2.1705259999999997,41.395123999999996
2017S005361,13,Matutino,No hay causa mediata,430492.56,4582426.14,2.1675,41.388517
2017S008516,18,Tarde,No hay causa mediata,430531.06,4582463.45,2.1679619999999997,41.388853999999995
2017S003899,22,Noche,No hay causa mediata,430113.62,4582513.68,2.162957,41.389268
2017S006389,14,Tarde,No hay causa mediata,430864.83,4583207.13,2.1718599999999997,41.395584
2017S000398,8,Matutino,No hay causa mediata,430823.0,4582511.88,2.171449,41.389311
2017S004982,18,Tarde,No hay causa mediata,430769.47,4582565.6,2.1707970000000003,41.389793
2017S009907,10,Matutino,No hay causa mediata,430534.35,4582492.24,2.167995,41.389115000000004
2017S002013,16,Tarde,No hay causa mediata,430842.53,4582409.99,2.171688,41.388394
2017S005192,18,Tarde,No hay causa mediata,430958.58,4582978.41,2.1730099999999997,41.393529
2017S008807,16,Tarde,No hay causa mediata,432013.86,4583412.66,2.18558,41.397528
2017S000002,2,Noche,No hay causa mediata,431987.02,4583282.61,2.1852840000000002,41.396355
2017S007561,16,Tarde,No hay causa mediata,431856.51,4583752.01,2.183664,41.400577
2017S006315,17,Tarde,No hay causa mediata,431945.63,4583840.16,2.184719,41.401377000000004
2017S001006,20,Tarde,No hay causa mediata,432034.88,4583579.6,2.185812,41.399034
2017S000698,19,Tarde,No hay causa mediata,431866.7,4583626.71,2.183798,41.399443
2017S007829,17,Tarde,No hay causa mediata,429442.21,4580516.15,2.155165,41.371223
2017S005205,10,Matutino,No hay causa mediata,431246.29,4583152.89,2.1764349999999997,41.395121
2017S004777,10,Matutino,No hay causa mediata,431402.19,4583316.51,2.178283,41.396611
2017S004589,14,Tarde,No hay causa mediata,431446.97,4583242.54,2.178817,41.395949
2017S000171,15,Tarde,No hay causa mediata,431446.97,4583242.54,2.178817,41.395949
2017S006215,8,Matutino,No hay causa mediata,431517.25,4583500.42,2.179637,41.398278000000005
2017S005441,16,Tarde,No hay causa mediata,431382.31,4583501.08,2.178022,41.398276
2017S006882,12,Matutino,No hay causa mediata,431671.35,4583534.4,2.181475,41.398598
2017S009932,4,Noche,Alcoholemia,431752.28,4583658.25,2.18243,41.399722
2017S007536,19,Tarde,No hay causa mediata,431720.39,4583558.36,2.182059,41.398818
2017S006123,20,Tarde,No hay causa mediata,431099.3,4583607.79,2.174625,41.399206
2017S007610,16,Tarde,No hay causa mediata,431338.8,4584637.79,2.177367,41.408504
2017S002137,23,Noche,No hay causa mediata,431222.61,4584856.46,2.175954,41.410466
2017S008150,15,Tarde,No hay causa mediata,430903.11,4583838.53,2.172254,41.401270000000004
2017S001427,7,Matutino,No hay causa mediata,430951.38,4584229.09,2.172784,41.404796000000005
2017S003602,11,Matutino,No hay causa mediata,430983.74,4584634.18,2.17312,41.408446000000005
2017S010555,10,Matutino,No hay causa mediata,431283.41,4584161.08,2.1767630000000002,41.404212
2017S006002,17,Tarde,No hay causa mediata,431209.14,4584100.32,2.175885,41.403656
2017S010643,19,Tarde,No hay causa mediata,431342.62,4584079.55,2.177478,41.403478
2017S000210,8,Matutino,No hay causa mediata,431320.08,4583870.96,2.177239,41.401594
2017S009670,14,Tarde,No hay causa mediata,431101.37,4583996.88,2.174605,41.40271
2017S005725,11,Matutino,No hay causa mediata,431279.58,4583974.71,2.1767369999999997,41.402527
2017S006760,15,Tarde,No hay causa mediata,430097.51,4580243.03,2.1630279999999997,41.368821000000004
2017S008259,13,Matutino,No hay causa mediata,430788.13,4579915.12,2.1713270000000002,41.365927
2017S009338,6,Matutino,No hay causa mediata,428476.2,4580025.82,2.143673,41.366715
2017S009365,21,Tarde,No hay causa mediata,430813.12,4579933.49,2.171624,41.366091
2017S010351,5,Noche,No hay causa mediata,430441.6,4579368.55,2.167241,41.36097
2017S007858,16,Tarde,No hay causa mediata,430077.91,4579036.34,2.162928,41.357949
2017S008742,20,Tarde,Alcoholemia,429160.34,4580595.3,2.151784,41.37191
2017S002363,13,Matutino,No hay causa mediata,430557.92,4580601.62,2.168487,41.372085999999996
2017S002605,10,Matutino,No hay causa mediata,426514.36,4576158.74,2.120685,41.33171
2017S007045,18,Tarde,No hay causa mediata,428915.66,4578173.61,2.149139,41.350074
2017S000323,15,Tarde,No hay causa mediata,428686.77,4577395.12,2.146493,41.343046
2017S005982,8,Matutino,No hay causa mediata,425884.43,4576017.79,2.1131740000000003,41.330382
2017S007468,8,Matutino,No hay causa mediata,426213.09,4577002.38,2.1169860000000003,41.339284
2017S004883,4,Noche,Alcoholemia,427727.58,4577874.3,2.134975,41.347275
2017S008046,14,Tarde,No hay causa mediata,427727.58,4577874.3,2.134975,41.347275
2017S002319,8,Matutino,No hay causa mediata,429402.68,4578340.98,2.1549400000000003,41.351621
2017S000483,10,Matutino,No hay causa mediata,425563.31,4576297.24,2.1093040000000003,41.332874
2017S000201,19,Tarde,No hay causa mediata,427884.74,4579770.87,2.1366259999999997,41.364366
2017S010395,11,Matutino,No hay causa mediata,428060.2,4579292.52,2.1387869999999998,41.360076
2017S003927,18,Tarde,No hay causa mediata,427785.73,4579744.82,2.1354450000000003,41.364123
2017S005052,13,Matutino,No hay causa mediata,428277.28,4580625.96,2.141223,41.372102000000005
2017S009415,16,Tarde,No hay causa mediata,428714.95,4581225.9,2.146377,41.377545
2017S001043,9,Matutino,No hay causa mediata,428694.14,4581204.12,2.146141,41.377354
2017S002090,18,Tarde,No hay causa mediata,428471.04,4580233.72,2.143589,41.368588
2017S004913,16,Tarde,No hay causa mediata,428559.25,4581357.72,2.144508,41.37872
2017S006466,12,Matutino,No hay causa mediata,428430.69,4580264.95,2.143095,41.368864
2017S002402,4,Noche,No hay causa mediata,428886.54,4580538.51,2.148515,41.371371999999994
2017S002375,17,Tarde,No hay causa mediata,428921.78,4580526.72,2.148935,41.371266999999996
2017S006361,16,Tarde,No hay causa mediata,426718.94,4581026.59,2.122534,41.375572999999996
2017S001993,15,Tarde,No hay causa mediata,427609.48,4581125.84,2.1331759999999997,41.376545
2017S010015,19,Tarde,No hay causa mediata,427647.5,4579751.39,2.133795,41.364173
2017S001836,12,Matutino,No hay causa mediata,427863.05,4581440.42,2.136176,41.379405
2017S002291,11,Matutino,No hay causa mediata,427746.38,4581809.96,2.134733,41.382718
2017S002261,11,Matutino,No hay causa mediata,427824.83,4581971.91,2.135646,41.384184000000005
2017S009518,16,Tarde,No hay causa mediata,427694.46,4581636.03,2.134132,41.381155
2017S009129,21,Tarde,No hay causa mediata,427842.56,4581615.63,2.135904,41.380978999999996
2017S009470,12,Matutino,No hay causa mediata,428156.62,4581994.37,2.139614,41.384421
2017S002123,16,Tarde,No hay causa mediata,427838.0,4580559.8,2.135982,41.371468
2017S005164,8,Matutino,No hay causa mediata,428015.32,4580977.0,2.138049,41.375249
2017S003876,13,Matutino,No hay causa mediata,427596.47,4580994.07,2.133036,41.375364000000005
2017S008295,7,Matutino,No hay causa mediata,427910.81,4581091.3,2.136779,41.376265999999994
2017S000911,14,Tarde,No hay causa mediata,428010.98,4580974.13,2.137989,41.375221
2017S005698,13,Matutino,No hay causa mediata,427505.53,4581172.96,2.131927,41.376959
2017S008604,21,Tarde,No hay causa mediata,427158.95,4582042.73,2.127673,41.384763
2017S009273,18,Tarde,No hay causa mediata,427210.9,4582234.44,2.128272,41.386497
2017S001160,12,Matutino,No hay causa mediata,426315.7,4581290.08,2.117683,41.377914000000004
2017S009789,17,Tarde,No hay causa mediata,427391.57,4582077.48,2.130455,41.3851
2017S006573,14,Tarde,No hay causa mediata,427225.02,4581826.64,2.1285,41.382824
2017S005933,16,Tarde,No hay causa mediata,427431.86,4582003.5,2.130943,41.384437
2017S001776,6,Matutino,No hay causa mediata,426511.68,4581379.93,2.120016,41.378733000000004
2017S008371,18,Tarde,No hay causa mediata,427900.95,4582440.96,2.136499,41.388415
2017S010719,14,Tarde,Factores meteorológicos,427815.75,4582304.37,2.1354990000000003,41.387182
2017S010404,15,Tarde,No hay causa mediata,427513.46,4582073.47,2.1319150000000002,41.385075
2017S009652,16,Tarde,No hay causa mediata,428362.41,4582111.92,2.142064,41.385493
2017S001585,13,Matutino,No hay causa mediata,427400.73,4582754.66,2.1304819999999998,41.391197999999996
2017S004256,18,Tarde,No hay causa mediata,428505.22,4582845.13,2.143687,41.392117
2017S008761,15,Tarde,No hay causa mediata,427761.23,4583592.69,2.1346990000000003,41.398778
2017S006537,4,Noche,Alcoholemia,426067.77,4583266.63,2.114477,41.395688
2017S001623,19,Tarde,No hay causa mediata,428112.96,4583861.12,2.138866,41.401232
2017S001721,14,Tarde,No hay causa mediata,428084.48,4583863.75,2.138531,41.401247999999995
2017S002504,8,Matutino,No hay causa mediata,425286.01,4582670.03,2.105209,41.390248
2017S004779,9,Matutino,No hay causa mediata,428100.24,4583956.07,2.1387110000000003,41.402087
2017S008919,4,Noche,Alcoholemia,425208.78,4582104.27,2.104346,41.385143
2017S003776,8,Matutino,No hay causa mediata,426679.1,4582358.93,2.1219069999999998,41.387566
2017S000141,1,Noche,No hay causa mediata,426780.94,4581441.31,2.123225,41.379315999999996
2017S010619,16,Tarde,No hay causa mediata,425464.9,4581588.18,2.107471,41.380519
2017S002532,22,Noche,No hay causa mediata,425493.74,4582111.95,2.1077529999999998,41.385232
2017S008198,18,Tarde,No hay causa mediata,426439.39,4581832.52,2.1191,41.382807
2017S000886,3,Noche,Alcoholemia,427082.07,4582281.06,2.126736,41.386909
2017S009417,19,Tarde,No hay causa mediata,425960.22,4582013.24,2.11335,41.384392999999996
2017S002116,13,Matutino,No hay causa mediata,425559.55,4582404.58,2.108507,41.387877
2017S006135,7,Matutino,No hay causa mediata,425526.04,4582524.88,2.1080970000000003,41.388954999999996
2017S001957,6,Matutino,No hay causa mediata,426661.53,4581952.94,2.121741,41.383908
2017S001055,15,Tarde,No hay causa mediata,429104.78,4583614.49,2.150761,41.399096
2017S004898,21,Tarde,No hay causa mediata,429433.98,4583219.95,2.1547419999999997,41.395567
2017S002160,16,Tarde,No hay causa mediata,428543.44,4583561.61,2.144057,41.398569
2017S009928,21,Tarde,No hay causa mediata,429279.75,4583530.41,2.152864,41.398355
2017S009213,21,Tarde,No hay causa mediata,428584.67,4584020.35,2.144493,41.402707
2017S000563,16,Tarde,No hay causa mediata,428770.38,4583428.4,2.146788,41.397391
2017S010456,12,Matutino,No hay causa mediata,428298.09,4584187.52,2.141052,41.404185
2017S008570,8,Matutino,No hay causa mediata,429419.61,4583370.21,2.154557,41.396926
2017S009924,17,Tarde,No hay causa mediata,428491.06,4582935.23,2.143509,41.392926
2017S004639,8,Matutino,No hay causa mediata,428491.06,4582935.23,2.143509,41.392926
2017S009059,17,Tarde,No hay causa mediata,428260.52,4583380.22,2.140693,41.396913
2017S001720,12,Matutino,No hay causa mediata,428592.69,4583166.28,2.14469,41.395016
2017S004077,15,Tarde,No hay causa mediata,429042.11,4583218.16,2.150066,41.395524
2017S004250,2,Noche,No hay causa mediata,428552.64,4583261.0,2.1442,41.395868
2017S008551,20,Tarde,No hay causa mediata,427895.22,4583465.76,2.136317,41.397646
2017S006723,11,Matutino,No hay causa mediata,428148.73,4582820.71,2.13942,41.39186
2017S008934,22,Noche,No hay causa mediata,426661.23,4582863.46,2.12163,41.392113
2017S009143,1,Noche,No hay causa mediata,426324.82,4584220.75,2.117434,41.404303999999996
2017S005919,15,Tarde,No hay causa mediata,426683.78,4582832.09,2.121897,41.391835
2017S007830,16,Tarde,No hay causa mediata,426724.01,4583968.23,2.12225,41.402071
2017S010432,18,Tarde,No hay causa mediata,426202.12,4584315.1,2.1159630000000003,41.405148
2017S005458,11,Matutino,No hay causa mediata,427593.02,4583394.8,2.132714,41.39698
2017S000802,17,Tarde,No hay causa mediata,427554.1,4583920.99,2.132184,41.401714
2017S010448,14,Tarde,No hay causa mediata,427549.57,4583231.89,2.132207,41.395508
2017S001626,21,Tarde,No hay causa mediata,427673.99,4583269.04,2.133685,41.395861
2017S001713,8,Matutino,No hay causa mediata,427375.75,4582957.7,2.130158,41.393024
2017S010240,8,Matutino,No hay causa mediata,427765.57,4584703.39,2.134615,41.408784999999995
2017S000093,22,Noche,No hay causa mediata,427778.04,4584104.1,2.134842,41.403391
2017S005724,11,Matutino,No hay causa mediata,428013.71,4584494.2,2.1376060000000003,41.406925
2017S005659,14,Tarde,No hay causa mediata,427426.09,4585187.76,2.1305009999999998,41.413113
2017S009651,21,Tarde,No hay causa mediata,427728.66,4584066.5,2.134248,41.403044
2017S007991,22,Noche,No hay causa mediata,427751.11,4585192.26,2.134389,41.413188
2017S004003,11,Matutino,No hay causa mediata,427480.02,4585518.24,2.131107,41.416098999999996
2017S010109,12,Matutino,No hay causa mediata,428111.48,4585196.31,2.1386950000000002,41.413256
2017S000701,20,Tarde,No hay causa mediata,428286.56,4584618.9,2.140857,41.408066
2017S006924,21,Tarde,No hay causa mediata,428773.66,4584456.95,2.146703,41.40665
2017S005661,14,Tarde,No hay causa mediata,428928.71,4583977.94,2.148613,41.40235
2017S010450,12,Matutino,No hay causa mediata,427813.4,4583804.29,2.135296,41.400692
