IdExpediente,Hora,Turno,Tipo_Accidente,CoordenadaUTM_Y,CoordenadaUTM_X
2012S007591,21,Tarde,Choque vs objeto estático,4582905.96,433473.3
2012S000367,19,Tarde,Choque vs objeto estático,4583157.32,433716.26
2012S001773,7,Matutino,Caida (dos ruedas),4583290.55,432338.09
2012S008590,15,Tarde,Alcance,4583251.55,432189.67
2012S003051,14,Tarde,Alcance,4583584.54,432141.75
2012S001629,10,Matutino,Colisión Lateral,4583142.38,432329.79
2012S001117,10,Matutino,Alcance,4583025.85,432244.8
2012S002879,10,Matutino,Colisión frontal-lateral,4583675.86,432302.43
2012S000359,13,Matutino,Atropellamiento,4582628.96,431858.74
2012S000308,21,Tarde,Alcance,4583050.61,432212.66
2012S008443,14,Tarde,Caida (dos ruedas),4583166.49,432144.17
2012S001980,16,Tarde,Caida (dos ruedas),4583192.84,432144.43
2012S008737,19,Tarde,Caida (dos ruedas),4582717.55,432334.27
2012S009012,11,Matutino,Colisión frontal-lateral,4582901.5,432075.17
2012S001456,15,Tarde,Alcance múltiple,4584412.61,432505.8
2012S007104,12,Matutino,Colisión frontal-lateral,4583684.2,432301.65
2012S003254,18,Tarde,Choque vs objeto estático,4584035.27,434457.99
2012S008369,6,Matutino,Alcance múltiple,4584049.57,434443.92
2012S004698,22,Noche,Alcance,4584049.57,434443.92
2012S005712,4,Noche,Choque vs objeto estático,4584159.42,434440.08
2012S000845,5,Noche,Colisión Lateral,4584476.07,434736.15
2012S003477,12,Matutino,Caida (dos ruedas),4584048.88,432297.41
2012S004202,19,Tarde,Colisión Lateral,4584048.88,432297.41
2012S000807,15,Tarde,Colisión frontal-lateral,4583792.5,432234.5
2012S002615,16,Tarde,Caida (dos ruedas),4584112,432402.42
2012S003689,9,Matutino,Colisión Lateral,4584262.15,434659.53
2012S003493,22,Noche,Colisión Lateral,4583678.38,434130.53
2012S002458,9,Matutino,Colisión Lateral,4580951.3,430519.3
2012S006255,19,Tarde,Colisión Lateral,4580892.36,431214.13
2012S008057,16,Tarde,Alcance,4580892.36,431214.13
2012S006176,17,Tarde,Colisión Frontal,4580942.53,430696.34
2012S008375,11,Matutino,Atropellamiento,4581156.69,430810.7
2012S001053,22,Noche,Choque vs objeto estático,4581510.47,431005.33
2012S000584,18,Tarde,Alcance,4581248.03,430939.16
2012S003566,10,Matutino,Colisión Lateral,4580920.07,431246.1
2012S007030,10,Matutino,Colisión frontal-lateral,4580896.02,431291.88
2012S006320,11,Matutino,Alcance,4580803.95,431302.28
2012S006218,14,Tarde,Alcance,4580721.31,431245.82
2012S006995,18,Tarde,Colisión frontal-lateral,4583010.2,433011.04
2012S006692,18,Tarde,Colisión frontal-lateral,4582362.23,432804.53
2012S007576,12,Matutino,Atropellamiento,4582525.33,432673.02
2012S005552,11,Matutino,Choque vs objeto estático,4582582.5,432534.17
2012S005552,11,Matutino,Alcance múltiple,4582582.5,432534.17
2012S001832,16,Tarde,Colisión frontal-lateral,4582229.3,432732.08
2012S004943,18,Tarde,Colisión Lateral,4582316.03,432797.9
2012S000573,16,Tarde,Choque vs objeto estático,4581196.59,431178.84
2012S006684,6,Matutino,Alcance,4581225.6,431168.4
2012S004127,20,Tarde,Alcance,4580915.27,430934.87
2012S003257,0,Noche,Caida (dos ruedas),4582683.49,433269.63
2012S002638,15,Tarde,Colisión Lateral,4582749.76,433339.26
2012S003175,13,Matutino,Alcance,4582829.32,433406.97
2012S006640,16,Tarde,Alcance,4582763.2,433331.93
2012S003723,12,Matutino,Colisión Lateral,4582696.33,433257.43
2012S004867,13,Matutino,Alcance,4582556.54,433114.82
2012S005171,16,Tarde,Choque vs objeto estático,4582486.79,433042.41
2012S006539,8,Matutino,Colisión Lateral,4582345.91,432900.47
2012S003637,8,Matutino,Alcance,4582345.91,432900.47
2012S004955,12,Matutino,Colisión frontal-lateral,4582269.1,432987.25
2012S004847,21,Tarde,Colisión Frontal,4582301.09,432911.5
2012S004128,21,Tarde,Colisión Frontal,4580950.58,431258.53
2012S007658,6,Matutino,Choque vs objeto estático,4581077.2,431229.51
2012S002599,7,Matutino,Atropellamiento,4582342.33,432696.27
2012S002868,14,Tarde,Alcance múltiple,4581889.07,431432.45
2012S004366,15,Tarde,Atropellamiento,4581467.16,431584.36
2012S004292,13,Matutino,Alcance,4581401.07,431548.42
2012S002306,21,Tarde,Alcance,4581142.08,431330.49
2012S004049,9,Matutino,Colisión Lateral,4581018.57,431431.93
2012S004387,3,Noche,Caida (dos ruedas),4581066.89,431424.77
2012S008155,5,Noche,Alcance,4581329.72,431572.69
2012S007709,3,Noche,Caida (dos ruedas),4581675.56,430266.86
2012S001688,17,Tarde,Atropellamiento,4581960.51,430372.99
2012S005816,4,Noche,Alcance,4581700.89,430882.51
2012S000875,17,Tarde,Colisión Lateral,4581731.16,430727.75
2012S006144,12,Matutino,Atropellamiento,4581653.46,430904.65
2012S001675,16,Tarde,Atropellamiento,4581603.06,431667.48
2012S001543,11,Matutino,Alcance,4581603.06,431667.48
2012S004896,14,Tarde,Alcance,4582094.01,430527.86
2012S004090,14,Tarde,Colisión Lateral,4582094.01,430527.86
2012S003885,20,Tarde,Alcance,4582079.04,430642.87
2012S008609,10,Matutino,Choque vs objeto estático,4581544.19,430394.03
2012S005935,14,Tarde,Colisión frontal-lateral,4581775.62,431825.77
2012S004357,1,Noche,Colisión frontal-lateral,4581564.58,432304.12
2012S009115,14,Tarde,Colisión Lateral,4581564.58,432304.12
2012S000353,8,Matutino,Colisión Lateral,4581787.63,432200.21
2012S004073,22,Noche,Caida (dos ruedas),4581490.62,432159.02
2012S002286,13,Matutino,Colisión Lateral,4581619.21,431742.93
2012S004227,15,Tarde,Alcance,4581668.04,431774.1
2012S007594,7,Matutino,Colisión Lateral,4581836.63,431836.96
2012S001664,13,Matutino,Colisión frontal-lateral,4581785.61,432254.13
2012S002902,19,Tarde,Caida (dos ruedas),4581696.51,432103.86
2012S006040,18,Tarde,Atropellamiento,4581324.92,432451.47
2012S000431,1,Noche,Colisión frontal-lateral,4581288.53,432320.81
2012S004252,9,Matutino,Colisión Lateral,4582103.35,431223.13
2012S006964,21,Tarde,Alcance,4582097.61,432907.31
2012S007505,5,Noche,Choque vs objeto estático,4581666.62,432019.04
2012S004672,19,Tarde,Caida (dos ruedas),4582156.35,432795.59
2012S003779,19,Tarde,Colisión Lateral,4582156.35,432795.59
2012S006010,17,Tarde,Alcance,4582247.74,432855.83
2012S005994,19,Tarde,Atropellamiento,4582046.23,432892.31
2012S004039,20,Tarde,Atropellamiento,4580916.09,432333.06
2012S002764,15,Tarde,Caida (dos ruedas),4581701.28,432018.39
2012S005912,16,Tarde,Colisión Lateral,4582195.82,432767.45
2012S003686,3,Noche,Colisión frontal-lateral,4582125.65,432696.19
2012S002927,19,Tarde,Alcance múltiple,4581890.17,432372.38
2012S002434,13,Matutino,Colisión Lateral,4582237.77,432786.88
2012S007456,11,Matutino,Choque vs objeto estático,4582224.66,431068.15
2012S001351,15,Tarde,Colisión frontal-lateral,4582524.98,431838.86
2012S003742,18,Tarde,Colisión Lateral,4581010.29,429046.25
2012S005751,18,Tarde,Choque vs objeto estático,4582199.47,431695.32
2012S008197,14,Tarde,Alcance,4580966.92,429065.8
2012S003699,16,Tarde,Colisión Lateral,4581311.37,429354.1
2012S006270,12,Matutino,Choque vs objeto estático,4581311.37,429354.1
2012S006270,12,Matutino,Colisión Lateral,4581311.37,429354.1
2012S004924,11,Matutino,Atropellamiento,4581311.37,429354.1
2012S006875,21,Tarde,Colisión frontal-lateral,4580957.01,429407.17
2012S005331,1,Noche,Colisión frontal-lateral,4580957.01,429407.17
2012S000729,21,Tarde,Atropellamiento,4582114.77,431259.08
2012S001489,16,Tarde,Caída interior vehículo,4582161.44,431197.16
2012S006860,15,Tarde,Atropellamiento,4582044.84,431477.82
2012S006512,17,Tarde,Atropellamiento,4581932.06,431421.64
2012S002391,20,Tarde,Alcance,4581914.13,431446.42
2012S008167,12,Matutino,Caida (dos ruedas),4582194.82,429228.47
2012S004722,15,Tarde,Alcance,4582138.16,429311.55
2012S006105,20,Tarde,Colisión Lateral,4582037.28,429043.25
2012S007010,9,Matutino,Colisión frontal-lateral,4582036.35,429232.92
2012S001441,10,Matutino,Alcance,4581906.85,428967.21
2012S008772,17,Tarde,Atropellamiento,4581919.32,428815.41
2012S008615,14,Tarde,Colisión frontal-lateral,4582195.29,428494.72
2012S001200,19,Tarde,Otras,4581946.71,428570.82
2012S002138,12,Matutino,Colisión Lateral,4582001.62,428517.09
2012S002913,13,Matutino,Atropellamiento,4581895.28,429549.3
2012S001195,13,Matutino,Caida (dos ruedas),4581620.25,428451.67
2012S006635,16,Tarde,Caida (dos ruedas),4581485.88,428886.41
2012S003992,11,Matutino,Caida (dos ruedas),4581933.21,429512.16
2012S002035,16,Tarde,Colisión frontal-lateral,4582028.43,429418.93
2012S008747,8,Matutino,Alcance,4581578.79,428981.03
2012S007901,1,Noche,Caida (dos ruedas),4581847.73,429285.76
2012S005466,20,Tarde,Colisión frontal-lateral,4581584.16,429017.86
2012S000438,10,Matutino,Colisión frontal-lateral,4581809.68,429262.36
2012S001983,19,Tarde,Colisión frontal-lateral,4581481.84,429430.12
2012S003233,16,Tarde,Colisión frontal-lateral,4581481.84,429430.12
2012S004014,10,Matutino,Alcance múltiple,4581530.91,429195.41
2012S002158,19,Tarde,Alcance,4581292.31,429255.49
2012S002158,19,Tarde,Colisión frontal-lateral,4581292.31,429255.49
2012S005001,14,Tarde,Atropellamiento,4581644.16,428668.6
2012S006206,0,Noche,Atropellamiento,4581929.06,429188.28
2012S007914,22,Noche,Otras,4581954.67,429364.16
2012S006129,18,Tarde,Alcance,4581974.59,429384.65
2012S008275,13,Matutino,Choque vs objeto estático,4581525.26,429338.75
2012S001592,17,Tarde,Colisión frontal-lateral,4581712.62,428800.07
2012S002407,14,Tarde,Atropellamiento,4582203.27,428910.7
2012S007987,7,Matutino,Alcance,4582031.37,429095.17
2012S005170,17,Tarde,Alcance,4582286.24,429128.49
2012S008141,18,Tarde,Alcance,4581476.44,429622.32
2012S006018,21,Tarde,Colisión Lateral,4581647.68,429856.67
2012S000707,11,Matutino,Colisión frontal-lateral,4581701.16,429910.84
2012S004734,0,Noche,Colisión Lateral,4581738.84,429949.38
2012S008875,21,Tarde,Alcance,4581738.84,429949.38
2012S004327,12,Matutino,Choque vs objeto estático,4581979.54,430065.87
2012S004448,2,Noche,Atropellamiento,4581967.74,430047.35
2012S002753,10,Matutino,Colisión frontal-lateral,4581649.73,429833.89
2012S008120,0,Noche,Colisión frontal-lateral,4581723.92,429911.7
2012S002225,12,Matutino,Colisión Lateral,4581966.35,430022.35
2012S007834,11,Matutino,Colisión frontal-lateral,4582005.62,430062.07
2012S005311,20,Tarde,Alcance múltiple,4581921.06,430135.51
2012S007560,10,Matutino,Atropellamiento,4582033.52,430169.66
2012S003120,16,Tarde,Atropellamiento,4582104.42,430183.49
2012S007281,18,Tarde,Alcance,4581641.65,429991.95
2012S000871,14,Tarde,Atropellamiento,4581213.14,429848.77
2012S006576,16,Tarde,Colisión Lateral,4581062.15,429861.52
2012S009132,14,Tarde,Caida (dos ruedas),4582345.6,428647.91
2012S006877,22,Noche,Caida (dos ruedas),4581494.53,429929.56
2012S000276,10,Matutino,Atropellamiento,4581054.97,429999.22
2012S009216,20,Tarde,Choque vs objeto estático,4581206.32,430221.99
2012S004436,19,Tarde,Colisión Lateral,4580945.01,430343.21
2012S000157,14,Tarde,Alcance,4580945.01,430343.21
2012S002388,18,Tarde,Atropellamiento,4581319.38,429902.19
2012S006563,11,Matutino,Alcance,4581252.64,429811.09
2012S004537,15,Tarde,Colisión Lateral,4582566.74,428842
2012S001753,16,Tarde,Colisión Lateral,4582566.74,428842
2012S008869,14,Tarde,Alcance,4581340.77,429769.65
2012S007251,18,Tarde,Colisión Lateral,4580950.09,429960.98
2012S009250,1,Noche,Caida (dos ruedas),4582489.73,428968.98
2012S003142,12,Matutino,Caida (dos ruedas),4582282.43,428552.13
2012S001180,8,Matutino,Choque vs objeto estático,4582408.45,428494.45
2012S004987,23,Noche,Alcance,4581417.56,430061.27
2012S008402,10,Matutino,Colisión frontal-lateral,4581362.5,429547.78
2012S005559,16,Tarde,Colisión Lateral,4581459.9,429664.86
2012S008518,11,Matutino,Colisión frontal-lateral,4581532.29,429905.15
2012S006662,13,Matutino,Caida (dos ruedas),4581822.28,430002.42
2012S002756,13,Matutino,Alcance múltiple,4581777.1,429829.51
2012S000379,9,Matutino,Colisión Lateral,4582122.78,429376.25
2012S008206,15,Tarde,Colisión Lateral,4582402.51,429287.29
2012S008654,18,Tarde,Alcance,4582400.97,429101.84
2012S007015,16,Tarde,Colisión frontal-lateral,4582209.64,429289.75
2012S008222,9,Matutino,Atropellamiento,4582471.63,429179.9
2012S007689,21,Tarde,Alcance,4583663.55,430978.15
2012S002956,19,Tarde,Colisión Lateral,4583621.87,430848.87
2012S002197,15,Tarde,Atropellamiento,4582611.3,428918.71
2012S003933,12,Matutino,Colisión Lateral,4582855.29,428593.24
2012S000911,21,Tarde,Atropellamiento,4583674.98,430599.35
2012S002828,16,Tarde,Colisión Lateral,4583772.92,430497.82
2012S006689,15,Tarde,Alcance,4583607.25,430859.88
2012S003997,16,Tarde,Colisión frontal-lateral,4583438.25,430665.76
2012S001000,16,Tarde,Colisión Lateral,4583483.77,430418.71
2012S000920,11,Matutino,Otras,4583024.22,429002.17
2012S000920,11,Matutino,Caida (dos ruedas),4583024.22,429002.17
2012S009215,19,Tarde,Colisión Lateral,4583365.19,430549.52
2012S006867,15,Tarde,Colisión frontal-lateral,4583570.16,430690.56
2012S003965,17,Tarde,Colisión frontal-lateral,4583565.23,430675.55
2012S007078,14,Tarde,Colisión Lateral,4583565.23,430675.55
2012S008013,9,Matutino,Colisión Lateral,4583560.35,430660.61
2012S002931,23,Noche,Colisión Lateral,4583529.15,430563.48
2012S001915,18,Tarde,Atropellamiento,4582948.59,428767.53
2012S005073,16,Tarde,Alcance,4583704.88,430938.31
2012S001077,16,Tarde,Caida (dos ruedas),4583493.31,430267.41
2012S003109,12,Matutino,Alcance,4583517,430574.82
2012S001757,17,Tarde,Colisión Lateral,4582772.9,429052.38
2012S001900,13,Matutino,Colisión frontal-lateral,4583662.68,430723.38
2012S005913,14,Tarde,Caida (dos ruedas),4583737.08,430789.1
2012S004062,19,Tarde,Colisión Lateral,4583594.24,430706.38
2012S007328,15,Tarde,Colisión frontal-lateral,4583594.24,430706.38
2012S003077,19,Tarde,Atropellamiento,4583713.18,430948.09
2012S007900,1,Noche,Colisión frontal-lateral,4583713.18,430948.09
2012S002962,21,Tarde,Atropellamiento,4583778.94,430889.31
2012S001394,14,Tarde,Caida (dos ruedas),4583498.13,430203.44
2012S000599,8,Matutino,Atropellamiento,4583095.68,430521.59
2012S008250,18,Tarde,Colisión frontal-lateral,4582627.21,428903.34
2012S004832,13,Matutino,Colisión Lateral,4583464.78,430898.18
2012S008833,10,Matutino,Colisión Lateral,4583464.78,430898.18
2012S000261,18,Tarde,Colisión frontal-lateral,4583669.1,430995.49
2012S002444,17,Tarde,Colisión frontal-lateral,4583347.91,430379.16
2012S003009,12,Matutino,Caída interior vehículo,4582252.67,429508.4
2012S000495,17,Tarde,Colisión frontal-lateral,4582691.89,429201.38
2012S000090,8,Matutino,Caida (dos ruedas),4582296.09,429382.09
2012S007523,15,Tarde,Caida (dos ruedas),4582424.54,429457.08
2012S006421,13,Matutino,Alcance,4582429.51,429466.72
2012S000858,4,Noche,Choque vs objeto estático,4581018.4,428963.19
2012S008170,14,Tarde,Atropellamiento,4581018.4,428963.19
2012S004921,10,Matutino,Alcance,4581153.82,429118.95
2012S004637,13,Matutino,Colisión frontal-lateral,4583078.69,429171.57
2012S006347,19,Tarde,Colisión Lateral,4583028.01,429312.67
2012S000687,13,Matutino,Caida (dos ruedas),4583079.74,429396.02
2012S006409,19,Tarde,Alcance,4581244.45,429059.23
2012S001381,22,Noche,Alcance,4583138.73,429467.15
2012S005501,22,Noche,Colisión frontal-lateral,4581257.05,429224.59
2012S007130,5,Noche,Alcance,4581069.1,428899.8
2012S002774,20,Tarde,Alcance,4582901.37,429168.58
2012S002480,21,Tarde,Colisión frontal-lateral,4582945.73,429266.68
2012S005309,19,Tarde,Colisión Lateral,4582775.98,429292.27
2012S002402,10,Matutino,Colisión Lateral,4581917.24,429572.18
2012S004950,23,Noche,Caida (dos ruedas),4582615.9,429631.53
2012S006043,23,Noche,Alcance múltiple,4582626.31,429621.19
2012S008638,18,Tarde,Alcance,4582644.17,429946.52
2012S008527,14,Tarde,Atropellamiento,4582543.59,429940.48
2012S006384,9,Matutino,Colisión Lateral,4582183.94,429632.76
2012S005700,19,Tarde,Colisión Lateral,4582560.59,429824.71
2012S005866,18,Tarde,Caida (dos ruedas),4582137.91,429911.77
2012S008439,14,Tarde,Colisión Lateral,4582150.78,429899
2012S005562,17,Tarde,Caida (dos ruedas),4582193.54,429857.15
2012S007268,13,Matutino,Caida (dos ruedas),4582263.57,429788.91
2012S007258,21,Tarde,Colisión frontal-lateral,4582692.85,429575.57
2012S007388,9,Matutino,Caida (dos ruedas),4582232.68,430005.99
2012S002531,8,Matutino,Atropellamiento,4582329.66,429910.89
2012S005301,13,Matutino,Colisión Lateral,4582307.82,430275.3
2012S003560,0,Noche,Colisión frontal-lateral,4582561.55,429654.01
2012S000632,13,Matutino,Alcance,4582363.46,430221.55
2012S004171,20,Tarde,Alcance múltiple,4582554.34,430034.95
2012S005461,18,Tarde,Alcance,4582617.86,429689.9
2012S000792,12,Matutino,Caida (dos ruedas),4582430.47,429625.43
2012S007902,1,Noche,Alcance,4582254.08,429644.81
2012S005463,19,Tarde,Alcance,4582476.28,430087.11
2012S000026,15,Tarde,Colisión Lateral,4582231.98,430029.29
2012S001562,21,Tarde,Caída interior vehículo,4582363.96,430195.2
2012S003215,15,Tarde,Alcance múltiple,4581907.05,429888.32
2012S006027,0,Noche,Alcance múltiple,4582247.25,429617.48
2012S004405,15,Tarde,Alcance,4582390.14,429801.46
2012S006205,18,Tarde,Otras,4582210.22,430198.35
2012S001264,10,Matutino,Colisión frontal-lateral,4582217.31,429990.57
2012S007683,18,Tarde,Colisión frontal-lateral,4582410.58,429801.48
2012S007221,14,Tarde,Alcance,4582070.07,429513
2012S000817,21,Tarde,Colisión Lateral,4581620.14,429077.53
2012S000496,20,Tarde,Caída interior vehículo,4582771.44,429482.02
2012S001130,19,Tarde,Colisión Lateral,4583001.52,429598.9
2012S003556,22,Noche,Alcance,4583157.26,429408.93
2012S000536,11,Matutino,Colisión frontal-lateral,4583224.5,430157.03
2012S006334,21,Tarde,Atropellamiento,4583016.76,430256.41
2012S005250,21,Tarde,Alcance,4583016.76,430256.41
2012S002995,11,Matutino,Colisión frontal-lateral,4582836.31,430055.9
2012S005591,16,Tarde,Colisión Lateral,4582836.31,430055.9
2012S008738,20,Tarde,Choque vs objeto estático,4582873.21,429950.02
2012S008961,9,Matutino,Atropellamiento,4582460.28,430451.2
2012S002680,20,Tarde,Colisión Lateral,4582460.28,430451.2
2012S007176,21,Tarde,Caida (dos ruedas),4582460.28,430451.2
2012S007176,21,Tarde,Alcance,4582460.28,430451.2
2012S000530,10,Matutino,Alcance,4582907.2,430329.5
2012S001445,12,Matutino,Colisión Lateral,4583132.29,430374.46
2012S009105,22,Noche,Otras,4582838.65,430075.69
2012S005498,17,Tarde,Colisión frontal-lateral,4582845.3,430082.08
2012S001364,15,Tarde,Colisión frontal-lateral,4583269.19,429924.21
2012S003987,9,Matutino,Alcance,4583306.94,429893.01
2012S006559,9,Matutino,Caida (dos ruedas),4584113.08,431567.86
2012S007293,8,Matutino,Colisión Lateral,4584232.68,431575.6
2012S000512,13,Matutino,Colisión Lateral,4584301.21,431747.34
2012S008351,17,Tarde,Caida (dos ruedas),4583268.17,429933.59
2012S006723,21,Tarde,Colisión frontal-lateral,4583317.43,429831.27
2012S007643,16,Tarde,Colisión Lateral,4583317.43,429831.27
2012S005145,20,Tarde,Colisión frontal-lateral,4583317.43,429831.27
2012S005707,20,Tarde,Colisión Lateral,4583346.4,430007.38
2012S005330,0,Noche,Colisión frontal-lateral,4583353.85,430023.88
2012S001388,7,Matutino,Colisión frontal-lateral,4583353.85,430023.88
2012S004391,9,Matutino,Colisión frontal-lateral,4583241.17,430097.13
2012S006767,11,Matutino,Atropellamiento,4583264.18,429965.57
2012S007006,4,Noche,Choque vs objeto estático,4583957.44,431666.24
2012S001711,15,Tarde,Caida (dos ruedas),4583088.22,429745.65
2012S003876,17,Tarde,Alcance,4583175.3,429710.37
2012S000619,19,Tarde,Caida (dos ruedas),4583154.11,429686.72
2012S007973,13,Matutino,Alcance,4584076.28,431765.46
2012S007973,13,Matutino,Colisión frontal-lateral,4584076.28,431765.46
2012S001496,8,Matutino,Atropellamiento,4584216.1,431262.55
2012S006203,17,Tarde,Caída interior vehículo,4584306.46,431383.83
2012S008554,11,Matutino,Colisión Lateral,4584040.14,431984.8
2012S000207,19,Tarde,Alcance,4584040.14,431984.8
2012S004940,15,Tarde,Colisión Lateral,4584056.28,432003.1
2012S004172,19,Tarde,Colisión frontal-lateral,4584445.27,431580.52
2012S008459,20,Tarde,Colisión Lateral,4584507.79,431621.15
2012S007466,19,Tarde,Atropellamiento,4584525.08,431638.9
2012S006884,8,Matutino,Colisión Lateral,4583171.97,429462.45
2012S008416,19,Tarde,Atropellamiento,4583150.09,429946.44
