IdExpediente,Hora,Turno,Causa_de_Accidente,CoordenadaUTM_Y,CoordenadaUTM_X
2010S005248,18,Tarde,No hay causa mediata,4583766.36,434156.16
2010S005862,19,Tarde,No hay causa mediata,4584012.15,434143.32
2010S004723,13,Matutino,No hay causa mediata,4584159.42,434440.08
2010S003013,14,Tarde,No hay causa mediata,4584324.84,432434.42
2010S005041,7,Matutino,No hay causa mediata,4584324.84,432434.42
2010S008358,16,Tarde,No hay causa mediata,4584868.43,434797.41
2010S002553,16,Tarde,No hay causa mediata,4584868.43,434797.41
2010S000806,12,Matutino,No hay causa mediata,4583509.72,432506.22
2010S005930,11,Matutino,No hay causa mediata,4584048.88,432297.41
2010S008938,4,Noche,Estado de la señalización,4584135.61,432480.24
2010S006678,12,Matutino,No hay causa mediata,4583560.48,432634.02
2010S005293,7,Matutino,No hay causa mediata,4584332.53,434731.89
2010S008173,21,Tarde,No hay causa mediata,4584120.29,434515.94
2010S008966,15,Tarde,No hay causa mediata,4584307.91,434723.77
2010S003435,7,Matutino,No hay causa mediata,4584307.91,434723.77
2010S003788,16,Tarde,No hay causa mediata,4584607.14,434640.54
2010S006466,14,Tarde,No hay causa mediata,4584607.14,434640.54
2010S002068,13,Matutino,No hay causa mediata,4581048.13,430795.18
2010S001858,18,Tarde,No hay causa mediata,4580892.36,431214.13
2010S004996,20,Tarde,Calle en mal estado,4580892.36,431214.13
2010S007482,22,Noche,No hay causa mediata,4581133.44,430991.46
2010S001708,19,Tarde,No hay causa mediata,4581140.44,430830.71
2010S008377,17,Tarde,No hay causa mediata,4581132.66,430673.54
2010S002970,10,Matutino,No hay causa mediata,4580975.47,430503.99
2010S007320,8,Matutino,No hay causa mediata,4581477.7,430608.33
2010S007287,23,Noche,No hay causa mediata,4581334.28,430345.04
2010S006579,3,Noche,Alcoholemia,4581308.27,430697.17
2010S002449,7,Matutino,No hay causa mediata,4580932.34,430985.92
2010S004788,17,Tarde,No hay causa mediata,4580754.87,431264.19
2010S002255,4,Noche,Exceso de velocidad o inadecuada,4580879.47,431372.37
2010S000104,19,Tarde,No hay causa mediata,4582680.04,432913.63
2010S001111,17,Tarde,No hay causa mediata,4583067.41,433063.33
2010S001842,8,Matutino,No hay causa mediata,4582524.12,432493.07
2010S002241,5,Noche,Alcoholemia,4582842.49,433337.63
2010S007199,17,Tarde,No hay causa mediata,4581110.84,431228.3
2010S003606,7,Matutino,No hay causa mediata,4582474.25,433054.62
2010S003524,19,Tarde,No hay causa mediata,4582333.35,432912.53
2010S008275,19,Tarde,No hay causa mediata,4582829.32,433406.97
2010S000774,9,Matutino,No hay causa mediata,4582829.32,433406.97
2010S006526,11,Matutino,No hay causa mediata,4582696.33,433257.43
2010S007234,12,Matutino,No hay causa mediata,4582696.33,433257.43
2010S004886,0,Noche,No hay causa mediata,4582345.91,432900.47
2010S003063,19,Tarde,No hay causa mediata,4581083.82,431113.96
2010S006535,13,Matutino,No hay causa mediata,4582288.82,432755.89
2010S007651,23,Noche,No hay causa mediata,4582334.76,432679.57
2010S000132,12,Matutino,No hay causa mediata,4581865.33,431456.1
2010S007441,14,Tarde,No hay causa mediata,4581877.64,431443.82
2010S005436,12,Matutino,No hay causa mediata,4581582.76,431653.05
2010S001722,10,Matutino,No hay causa mediata,4581453.15,431575.8
2010S007268,13,Matutino,No hay causa mediata,4581401.07,431548.42
2010S004982,1,Noche,No hay causa mediata,4581121.33,431291.24
2010S006905,10,Matutino,No hay causa mediata,4580997.41,431336.79
2010S002267,22,Noche,No hay causa mediata,4581243.79,431520.59
2010S003807,13,Matutino,No hay causa mediata,4581299.8,431490.93
2010S001654,12,Matutino,No hay causa mediata,4581715.55,430873.19
2010S001527,12,Matutino,No hay causa mediata,4581724.68,430717.95
2010S003654,18,Tarde,No hay causa mediata,4582055.95,430209.62
2010S000915,18,Tarde,No hay causa mediata,4581943.96,431379.16
2010S008840,12,Matutino,No hay causa mediata,4581489.51,430610.01
2010S006239,11,Matutino,No hay causa mediata,4581983.62,431319.77
2010S001626,9,Matutino,No hay causa mediata,4581908.22,430772.09
2010S006331,15,Tarde,No hay causa mediata,4581563.52,430494.89
2010S002471,8,Matutino,No hay causa mediata,4581607.43,431749.46
2010S008880,2,Noche,Exceso de velocidad o inadecuada,4581754.28,432103.88
2010S006981,9,Matutino,No hay causa mediata,4581503.77,432154.88
2010S002172,7,Matutino,No hay causa mediata,4581619.21,431742.93
2010S000629,13,Matutino,No hay causa mediata,4582049.97,431814.99
2010S006578,20,Tarde,No hay causa mediata,4582034.18,431962.06
2010S006185,18,Tarde,No hay causa mediata,4581621.19,432176.84
2010S001671,11,Matutino,No hay causa mediata,4581402.13,432444.64
2010S003509,14,Tarde,No hay causa mediata,4581640.82,431908.35
2010S005480,15,Tarde,No hay causa mediata,4581526.43,432534.64
2010S000904,3,Noche,Alcoholemia,4581597.37,431854.72
2010S007694,13,Matutino,No hay causa mediata,4582055.23,432623.95
2010S002311,3,Noche,No hay causa mediata,4582010.13,432533.5
2010S004910,19,Tarde,No hay causa mediata,4581162.15,432294.55
2010S001405,3,Noche,No hay causa mediata,4582316.39,431443.42
2010S005331,12,Matutino,No hay causa mediata,4582524.98,431838.86
2010S003097,20,Tarde,No hay causa mediata,4581128.4,429170.58
2010S002647,9,Matutino,No hay causa mediata,4581138.23,429336.73
2010S004988,12,Matutino,Alcoholemia,4582412.28,430957.87
2010S005466,8,Matutino,Alcoholemia,4581227.44,429305.2
2010S002307,20,Tarde,No hay causa mediata,4581057.3,429244.67
2010S000561,13,Matutino,No hay causa mediata,4581068.04,429244
2010S003350,18,Tarde,No hay causa mediata,4581683.49,431673.99
2010S007250,17,Tarde,No hay causa mediata,4581708.15,431648.88
2010S008251,11,Matutino,No hay causa mediata,4581961.33,431392.68
2010S002228,11,Matutino,No hay causa mediata,4581691.84,431656.65
2010S003349,1,Noche,No hay causa mediata,4581715.44,431633.39
2010S005927,11,Matutino,No hay causa mediata,4582209.31,429232.94
2010S002178,8,Matutino,No hay causa mediata,4582036.35,429232.92
2010S005761,20,Tarde,No hay causa mediata,4582036.35,429232.92
2010S001670,11,Matutino,No hay causa mediata,4582142.88,428441.19
2010S007210,11,Matutino,No hay causa mediata,4581917.8,428629.78
2010S005873,13,Matutino,No hay causa mediata,4581929.29,428622.73
2010S003556,13,Matutino,No hay causa mediata,4582039.82,429408.1
2010S006527,11,Matutino,No hay causa mediata,4581388.05,429358.81
2010S001314,9,Matutino,No hay causa mediata,4581388.05,429358.81
2010S000281,9,Matutino,No hay causa mediata,4581565.09,428998.56
2010S007434,14,Tarde,No hay causa mediata,4581809.68,429262.36
2010S002603,11,Matutino,No hay causa mediata,4581650.03,429091.08
2010S006549,12,Matutino,No hay causa mediata,4581668.5,429644.21
2010S000083,21,Tarde,No hay causa mediata,4581728.57,428943.11
2010S004455,14,Tarde,No hay causa mediata,4581534.62,429507.77
2010S001773,6,Matutino,No hay causa mediata,4581802.39,428948.84
2010S006498,20,Tarde,No hay causa mediata,4581706.79,428674.68
2010S001479,18,Tarde,No hay causa mediata,4581720.28,429697.48
2010S008978,12,Matutino,No hay causa mediata,4581720.28,429697.48
2010S007291,8,Matutino,No hay causa mediata,4581465.79,429415.27
2010S007707,21,Tarde,No hay causa mediata,4581465.79,429415.27
2010S002341,9,Matutino,No hay causa mediata,4581483.19,429057.68
2010S006802,20,Tarde,No hay causa mediata,4581472.36,428848.3
2010S007197,14,Tarde,No hay causa mediata,4581965.02,429374.94
2010S007089,16,Tarde,No hay causa mediata,4581965.02,429374.94
2010S001470,12,Matutino,No hay causa mediata,4581495.65,429386.15
2010S001210,11,Matutino,No hay causa mediata,4581712.62,428800.07
2010S004822,16,Tarde,No hay causa mediata,4582292.27,429134.61
2010S007312,19,Tarde,No hay causa mediata,4581437.94,429486.92
2010S008392,15,Tarde,No hay causa mediata,4581437.94,429486.92
2010S008743,20,Tarde,No hay causa mediata,4581738.84,429949.38
2010S001167,20,Tarde,No hay causa mediata,4581790.95,430002.15
2010S005490,8,Matutino,No hay causa mediata,4582066.56,430124.33
2010S005159,18,Tarde,No hay causa mediata,4582066.56,430124.33
2010S002923,23,Noche,No hay causa mediata,4581738.31,429927.57
2010S001778,18,Tarde,No hay causa mediata,4582044.36,430158.99
2010S008736,16,Tarde,No hay causa mediata,4581690.36,430121.64
2010S004182,19,Tarde,No hay causa mediata,4581218.63,430061.57
2010S000185,18,Tarde,No hay causa mediata,4582208.11,428532.7
2010S006174,15,Tarde,No hay causa mediata,4581175.21,430252.23
2010S003105,8,Matutino,No hay causa mediata,4582301,428571
2010S002355,21,Tarde,No hay causa mediata,4582251.67,428489.95
2010S003898,17,Tarde,No hay causa mediata,4582285.51,428456.63
2010S002696,19,Tarde,No hay causa mediata,4581152.32,429767.11
2010S001494,9,Matutino,No hay causa mediata,4581154.62,430093.32
2010S002950,18,Tarde,No hay causa mediata,4581324.62,429717.92
2010S006089,7,Matutino,No hay causa mediata,4581665.19,429715.12
2010S000142,17,Tarde,No hay causa mediata,4581758.49,429810.73
2010S005599,2,Noche,No hay causa mediata,4582185.9,429454.37
2010S004508,15,Tarde,No hay causa mediata,4582322.66,429196.38
2010S008108,11,Matutino,No hay causa mediata,4582313.38,429332.66
2010S005818,16,Tarde,No hay causa mediata,4583654.02,430948.35
2010S004236,13,Matutino,No hay causa mediata,4582656.51,428964.8
2010S000612,19,Tarde,No hay causa mediata,4582653.57,429001.89
2010S000687,7,Matutino,No hay causa mediata,4582768.19,429238.75
2010S008799,23,Noche,No hay causa mediata,4582768.19,429238.75
2010S005898,12,Matutino,No hay causa mediata,4582986.81,428896.89
2010S005084,17,Tarde,No hay causa mediata,4583525.22,430580.47
2010S004744,10,Matutino,No hay causa mediata,4582633.36,428713.52
2010S008997,14,Tarde,No hay causa mediata,4583483.77,430418.71
2010S007878,15,Tarde,No hay causa mediata,4583483.77,430418.71
2010S006358,19,Tarde,No hay causa mediata,4582850.08,428613.81
2010S000607,16,Tarde,No hay causa mediata,4583345.77,430568.48
2010S006511,17,Tarde,No hay causa mediata,4583910.92,430764.29
2010S002498,18,Tarde,No hay causa mediata,4583023.02,429015.92
2010S002772,16,Tarde,No hay causa mediata,4583553.68,430208.06
2010S004005,13,Matutino,No hay causa mediata,4583362.96,430417.82
2010S001926,14,Tarde,No hay causa mediata,4582974.55,428847.47
2010S008109,13,Matutino,No hay causa mediata,4583209.74,430453.38
2010S000136,15,Tarde,No hay causa mediata,4583222.75,430466.56
2010S008707,16,Tarde,No hay causa mediata,4582892.38,428956.86
2010S005854,14,Tarde,No hay causa mediata,4583524.48,430746.22
2010S007700,15,Tarde,No hay causa mediata,4583594.24,430706.38
2010S004827,8,Matutino,No hay causa mediata,4583713.18,430948.09
2010S001329,15,Tarde,No hay causa mediata,4582780.8,428863.66
2010S000011,9,Matutino,No hay causa mediata,4583778.94,430889.31
2010S009023,17,Tarde,No hay causa mediata,4583649.97,430358.29
2010S003779,12,Matutino,No hay causa mediata,4583178.45,430606.37
2010S002202,7,Matutino,No hay causa mediata,4583464.78,430898.18
2010S006732,19,Tarde,No hay causa mediata,4583463.52,430712.59
2010S005876,14,Tarde,No hay causa mediata,4583596.74,430605.41
2010S001588,12,Matutino,No hay causa mediata,4582436.52,429431.18
2010S000388,8,Matutino,No hay causa mediata,4582266.53,429332.87
2010S007098,21,Tarde,No hay causa mediata,4582504.85,429522.55
2010S003582,7,Matutino,No hay causa mediata,4581051.65,429011.71
2010S005649,0,Noche,Alcoholemia,4581201.93,429167.92
2010S006295,10,Matutino,No hay causa mediata,4581242.99,429210.02
2010S006603,18,Tarde,No hay causa mediata,4583137.95,429454.9
2010S001567,17,Tarde,No hay causa mediata,4581282.2,429090.57
2010S005841,16,Tarde,No hay causa mediata,4581281.01,429222.12
2010S006342,10,Matutino,No hay causa mediata,4583163.71,429442.56
2010S007754,3,Noche,No hay causa mediata,4583137.08,429423.36
2010S002356,20,Tarde,No hay causa mediata,4582945.96,429275.25
2010S007436,16,Tarde,No hay causa mediata,4581257.05,429224.59
2010S002148,15,Tarde,No hay causa mediata,4581107.57,429049.55
2010S002594,20,Tarde,No hay causa mediata,4582806.63,429257.53
2010S009012,8,Matutino,No hay causa mediata,4582968.71,429244.74
2010S005887,18,Tarde,No hay causa mediata,4582849.92,429356.46
2010S000509,7,Matutino,No hay causa mediata,4582693.35,429386.04
2010S002930,10,Matutino,No hay causa mediata,4581939.4,429700.48
2010S003107,11,Matutino,No hay causa mediata,4582095.53,430081.36
2010S007333,18,Tarde,No hay causa mediata,4582137.91,429911.77
2010S008495,7,Matutino,No hay causa mediata,4582099.95,429476.89
2010S000094,11,Matutino,No hay causa mediata,4582538.34,429998.66
2010S002624,19,Tarde,No hay causa mediata,4582550.35,430011.29
2010S007550,21,Tarde,No hay causa mediata,4582243.75,429697.73
2010S008754,12,Matutino,No hay causa mediata,4582274.62,429738.28
2010S007401,5,Noche,No hay causa mediata,4582307.82,430275.3
2010S001504,14,Tarde,No hay causa mediata,4582519.22,429725.77
2010S005838,12,Matutino,No hay causa mediata,4582548.35,429697.42
2010S008138,12,Matutino,No hay causa mediata,4582101.41,429894.78
2010S003283,22,Noche,No hay causa mediata,4582182.69,429835.85
2010S001124,11,Matutino,No hay causa mediata,4582464.36,430074.74
2010S002130,13,Matutino,No hay causa mediata,4582267.94,430066.13
2010S001555,14,Tarde,No hay causa mediata,4581986.85,429969.72
2010S008957,6,Matutino,Alcoholemia,4582120.52,429523.46
2010S004375,2,Noche,No hay causa mediata,4582210.22,430198.35
2010S000869,15,Tarde,No hay causa mediata,4582210.22,430198.35
2010S003191,21,Tarde,No hay causa mediata,4582314.74,429769.95
2010S007040,4,Noche,No hay causa mediata,4582217.31,429990.57
2010S008745,21,Tarde,No hay causa mediata,4582588.45,429993.58
2010S000288,12,Matutino,No hay causa mediata,4581812.62,429792.01
2010S004477,13,Matutino,No hay causa mediata,4581586.52,429110.52
2010S002305,20,Tarde,No hay causa mediata,4581477.86,428908.93
2010S005756,15,Tarde,No hay causa mediata,4581301.73,429078.68
2010S004592,9,Matutino,No hay causa mediata,4582977.62,429621.96
2010S005845,0,Noche,No hay causa mediata,4582977.62,429621.96
2010S000532,17,Tarde,No hay causa mediata,4582977.62,429621.96
2010S008601,21,Tarde,No hay causa mediata,4582945.73,429612.49
2010S008837,9,Matutino,No hay causa mediata,4582954.99,429621.91
2010S001273,19,Tarde,No hay causa mediata,4581358.3,428993.77
2010S004777,11,Matutino,No hay causa mediata,4582935.49,430227.79
2010S002391,17,Tarde,No hay causa mediata,4582978.24,430188.51
2010S004149,19,Tarde,No hay causa mediata,4582978.24,430188.51
2010S000323,14,Tarde,No hay causa mediata,4582836.31,430055.9
2010S003489,5,Noche,Alcoholemia,4582931.95,429957.08
2010S005598,23,Noche,No hay causa mediata,4582460.28,430451.2
2010S006401,12,Matutino,No hay causa mediata,4583121.25,430414.53
2010S007937,13,Matutino,No hay causa mediata,4582708.74,429943.13
2010S007245,17,Tarde,No hay causa mediata,4583434.04,430094.01
2010S001883,13,Matutino,No hay causa mediata,4583383.81,429947.17
2010S001917,13,Matutino,No hay causa mediata,4583231.24,429956.75
2010S007082,13,Matutino,No hay causa mediata,4583306.94,429893.01
2010S006143,18,Tarde,No hay causa mediata,4583880.78,431407.47
2010S000796,8,Matutino,Calle en mal estado,4584068.88,431582.92
2010S001018,3,Noche,Alcoholemia,4584109.55,431564.25
2010S003760,21,Tarde,No hay causa mediata,4584178.62,431614.23
2010S005321,22,Noche,No hay causa mediata,4583317.43,429831.27
2010S006056,22,Noche,No hay causa mediata,4583317.43,429831.27
2010S004541,16,Tarde,No hay causa mediata,4583317.43,429831.27
2010S001505,13,Matutino,No hay causa mediata,4584191.53,431489.16
2010S007226,10,Matutino,No hay causa mediata,4584619.33,431556.28
2010S001353,15,Tarde,No hay causa mediata,4583353.85,430023.88
2010S000554,21,Tarde,No hay causa mediata,4583353.85,430023.88
2010S007642,17,Tarde,No hay causa mediata,4584012.23,431639.22
2010S000056,20,Tarde,No hay causa mediata,4582954.09,429674.94
2010S008546,0,Noche,Exceso de velocidad o inadecuada,4584317.15,431763.02
2010S002426,14,Tarde,No hay causa mediata,4584534.75,431617.5
2010S002099,12,Matutino,No hay causa mediata,4583221.92,429606.08
2010S006891,9,Matutino,No hay causa mediata,4584300.87,431364.45
2010S003501,12,Matutino,No hay causa mediata,4583215.46,429586.41
2010S004060,22,Noche,No hay causa mediata,4583176.03,429494.39
2010S000756,13,Matutino,No hay causa mediata,4583168.33,429929.47
2010S000181,14,Tarde,No hay causa mediata,4584374.43,431619.01
2010S003166,9,Matutino,No hay causa mediata,4584423.7,431570.83
2010S008329,18,Tarde,No hay causa mediata,4582997.33,429664.81
2010S008649,11,Matutino,No hay causa mediata,4583111.26,430161.33
2010S008297,16,Tarde,No hay causa mediata,4582615.56,430032
2010S004752,14,Tarde,No hay causa mediata,4582658.92,430076.1
2010S002686,15,Tarde,No hay causa mediata,4582699.96,430117.97
2010S002997,21,Tarde,No hay causa mediata,4582633.97,430417.38
2010S000172,1,Noche,No hay causa mediata,4582633.97,430417.38
2010S004473,11,Matutino,No hay causa mediata,4582692.06,430363.96
2010S008794,15,Tarde,No hay causa mediata,4582734.61,430325.6
2010S008154,2,Noche,No hay causa mediata,4582344.58,430335.9
2010S000067,8,Matutino,No hay causa mediata,4583177.93,430202.67
2010S002605,11,Matutino,No hay causa mediata,4583205.31,430145.19
2010S007229,11,Matutino,No hay causa mediata,4583216.6,430134.24
2010S003474,15,Tarde,No hay causa mediata,4582762.73,429861.22
2010S005175,12,Matutino,No hay causa mediata,4583482.29,430787.59
2010S002751,19,Tarde,No hay causa mediata,4583309.4,431321.17
2010S008609,10,Matutino,No hay causa mediata,4583116.59,431099.21
2010S006718,12,Matutino,No hay causa mediata,4583161.52,431093.74
2010S006212,15,Tarde,No hay causa mediata,4583423.78,430840.97
2010S007208,9,Matutino,No hay causa mediata,4583491.16,431168.22
2010S005528,13,Matutino,No hay causa mediata,4583362.16,431114.05
2010S000010,10,Matutino,No hay causa mediata,4583270.02,431068.06
2010S005090,21,Tarde,No hay causa mediata,4583270.02,431068.06
2010S006854,14,Tarde,No hay causa mediata,4583244.4,430718.8
2010S004555,1,Noche,No hay causa mediata,4583168.17,430772.87
2010S008718,4,Noche,No hay causa mediata,4582946.35,430755.47
2010S008824,19,Tarde,No hay causa mediata,4583074.79,430889.3
2010S004609,16,Tarde,No hay causa mediata,4583130.97,430946.83
2010S001093,3,Noche,No hay causa mediata,4582836,430485.1
2010S007904,12,Matutino,No hay causa mediata,4582330.54,430605.57
2010S006808,18,Tarde,No hay causa mediata,4582839.35,430840.52
2010S003503,13,Matutino,No hay causa mediata,4582939.91,430943.38
2010S003711,23,Noche,Alcoholemia,4582712.48,431498.33
2010S003383,17,Tarde,No hay causa mediata,4582793.1,430577.83
2010S003483,20,Tarde,No hay causa mediata,4582876.92,430465.81
2010S008998,20,Tarde,No hay causa mediata,4582487.05,431027.61
2010S003182,15,Tarde,No hay causa mediata,4582237.32,430299.78
2010S001739,20,Tarde,No hay causa mediata,4582760.74,430794.78
2010S005426,22,Noche,No hay causa mediata,4582598.65,431158.65
2010S006041,12,Matutino,No hay causa mediata,4582554.07,431139.99
2010S008665,11,Matutino,No hay causa mediata,4582621.52,430692.23
2010S006354,18,Tarde,No hay causa mediata,4582579.1,431000.02
2010S001667,4,Noche,No hay causa mediata,4582516.07,430558.51
2010S003168,12,Matutino,No hay causa mediata,4582516.07,430558.51
2010S002991,22,Noche,No hay causa mediata,4582539.2,430958.7
2010S001269,11,Matutino,No hay causa mediata,4582993.8,431072.71
2010S007059,20,Tarde,No hay causa mediata,4583022.93,431111.66
2010S006079,20,Tarde,No hay causa mediata,4582925.44,431331.8
2010S006731,18,Tarde,No hay causa mediata,4582581.96,430784.69
2010S003413,14,Tarde,No hay causa mediata,4582995.69,431098.43
2010S008006,11,Matutino,No hay causa mediata,4582492.24,430534.35
2010S006275,13,Matutino,No hay causa mediata,4582697.41,430695.66
2010S000239,14,Tarde,No hay causa mediata,4582772.92,431128.94
2010S002274,14,Tarde,No hay causa mediata,4582761.25,430835.03
2010S000113,13,Matutino,No hay causa mediata,4582174.58,430249.34
2010S006231,10,Matutino,No hay causa mediata,4582592.26,430053.38
2010S003740,8,Matutino,No hay causa mediata,4582592.26,430053.38
2010S005997,16,Tarde,No hay causa mediata,4582603.3,430064.38
2010S005279,17,Tarde,No hay causa mediata,4582197.63,430332.19
2010S005112,15,Tarde,No hay causa mediata,4582513.68,430113.62
2010S002817,16,Tarde,No hay causa mediata,4582696.9,431361.74
2010S002103,12,Matutino,No hay causa mediata,4582236.13,430376.58
2010S005610,12,Matutino,No hay causa mediata,4582247.99,430334.36
2010S003221,16,Tarde,No hay causa mediata,4582247.99,430334.36
2010S005283,20,Tarde,No hay causa mediata,4582509.45,430737.4
