IdExpediente,Hora,Turno,Tipo_Accidente,CoordenadaUTM_Y,CoordenadaUTM_X
2015S007646,15,Tarde,Alcance,4584850.27,434328.26
2015S001235,9,Matutino,Choque vs objeto estático,4584906.81,434272.53
2015S005594,11,Matutino,Colisión Lateral,4584614.94,434933.43
2015S001051,1,Noche,Choque vs objeto estático,4584191.68,434587.31
2015S009269,6,Matutino,Colisión frontal-lateral,4584399.72,432531.07
2015S007732,8,Matutino,Alcance,4583690.51,432701.83
2015S007732,8,Matutino,Colisión frontal-lateral,4583690.51,432701.83
2015S008168,16,Tarde,Alcance,4583651.99,434085.88
2015S003467,12,Matutino,Choque vs objeto estático,4583949.58,434417.76
2015S005729,18,Tarde,Colisión frontal-lateral,4583602.71,432422.28
2015S008452,18,Tarde,Alcance,4583651.76,432482.19
2015S004780,19,Tarde,Alcance,4583918.06,434226.64
2015S000567,15,Tarde,Alcance,4583894.96,434313.70
2015S008044,10,Matutino,Alcance,4584101.32,434522.90
2015S001555,6,Matutino,Alcance,4584049.57,434443.92
2015S003919,14,Tarde,Alcance,4583978.79,434371.96
2015S009138,21,Tarde,Alcance,4583978.79,434371.96
2015S007118,9,Matutino,Alcance,4584476.07,434736.15
2015S009728,21,Tarde,Alcance,4584220.81,432570.08
2015S001745,15,Tarde,Caida (dos ruedas),4584703.67,434468.29
2015S008411,21,Tarde,Colisión Lateral,4584820.48,434602.85
2015S007075,23,Noche,Alcance,4583969.65,432163.26
2015S005201,15,Tarde,Alcance,4584412.61,432505.80
2015S000951,7,Matutino,Colisión Frontal,4583325.06,432500.27
2015S009070,18,Tarde,Colisión frontal-lateral,4583172.51,432234.70
2015S003338,6,Matutino,Colisión frontal-lateral,4583094.48,432167.64
2015S005161,1,Noche,Alcance múltiple,4583005.71,432565.15
2015S006520,15,Tarde,Alcance,4583759.00,432144.10
2015S004444,13,Matutino,Alcance,4583167.18,432447.67
2015S009820,13,Matutino,Caída interior vehículo,4583303.03,432536.70
2015S007864,6,Matutino,Caida (dos ruedas),4583030.82,433025.92
2015S001990,11,Matutino,Atropellamiento,4583030.82,433025.92
2015S003674,6,Matutino,Atropellamiento,4582393.19,432704.65
2015S003122,17,Tarde,Otras,4582212.10,433038.89
2015S004730,6,Matutino,Choque vs objeto estático,4582846.47,433420.34
2015S004336,15,Tarde,Colisión Lateral,4582558.19,433368.21
2015S004163,17,Tarde,Alcance,4582415.18,432972.61
2015S009487,7,Matutino,Alcance,4582345.91,432900.47
2015S003071,13,Matutino,Colisión frontal-lateral,4582963.43,432647.86
2015S004987,20,Tarde,Colisión Lateral,4582685.64,433341.26
2015S002850,18,Tarde,Alcance,4582696.33,433257.43
2015S008300,14,Tarde,Atropellamiento,4581143.73,431022.71
2015S003627,13,Matutino,Choque vs objeto estático,4581065.18,431059.65
2015S006914,0,Noche,Colisión Lateral,4580950.91,430950.63
2015S003006,22,Noche,Atropellamiento,4580949.35,430979.61
2015S000401,13,Matutino,Alcance,4582710.68,432666.80
2015S001325,18,Tarde,Atropellamiento,4582932.79,433194.24
2015S007062,13,Matutino,Caida (dos ruedas),4582717.45,432635.08
2015S006074,6,Matutino,Choque vs objeto estático,4583066.49,432870.91
2015S004844,0,Noche,Atropellamiento,4581351.49,430849.81
2015S004393,22,Noche,Alcance,4581067.36,430833.77
2015S004591,12,Matutino,Atropellamiento,4581513.77,430153.74
2015S003777,11,Matutino,Atropellamiento,4581084.47,430445.04
2015S003595,15,Tarde,Atropellamiento,4580942.47,430544.35
2015S007793,1,Noche,Atropellamiento,4580942.47,430544.35
2015S008005,1,Noche,Colisión frontal-lateral,4580940.48,430685.26
2015S009852,21,Tarde,Otras,4581058.55,430545.34
2015S004933,17,Tarde,Colisión frontal-lateral,4581543.94,430832.96
2015S009117,9,Matutino,Colisión frontal-lateral,4581140.44,430830.71
2015S004140,21,Tarde,Atropellamiento,4581161.84,430686.18
2015S003677,9,Matutino,Choque vs objeto estático,4580721.31,431245.82
2015S004278,20,Tarde,Atropellamiento,4581063.39,430582.82
2015S006864,19,Tarde,Choque vs objeto estático,4581365.40,430349.86
2015S001667,7,Matutino,Alcance,4581581.04,430526.76
2015S001836,8,Matutino,Caida (dos ruedas),4581798.15,430514.13
2015S004794,11,Matutino,Colisión Lateral,4581969.68,430573.64
2015S007670,13,Matutino,Atropellamiento,4581580.02,430512.26
2015S003542,9,Matutino,Atropellamiento,4581590.67,430296.08
2015S000866,11,Matutino,Otras,4581779.83,430831.54
2015S005968,18,Tarde,Choque vs objeto estático,4581908.82,430990.23
2015S000470,11,Matutino,Choque vs objeto estático,4581439.68,431287.27
2015S007036,2,Noche,Atropellamiento,4581486.21,431295.39
2015S005427,12,Matutino,Colisión Lateral,4581437.45,431341.66
2015S008640,14,Tarde,Colisión Lateral,4581413.57,431627.70
2015S009322,9,Matutino,Alcance múltiple,4581243.79,431520.59
2015S002127,13,Matutino,Alcance,4581644.36,431935.15
2015S005369,1,Noche,Colisión frontal-lateral,4581701.28,432018.39
2015S007003,21,Tarde,Atropellamiento,4582127.24,431090.73
2015S006404,8,Matutino,Choque vs objeto estático,4582172.44,431121.35
2015S009983,22,Noche,Otras,4581220.92,432258.31
2015S001112,8,Matutino,Choque vs objeto estático,4582054.40,431029.04
2015S001789,9,Matutino,Atropellamiento,4581640.82,431908.35
2015S009225,14,Tarde,Colisión frontal-lateral,4581426.92,432498.31
2015S002825,12,Matutino,Alcance,4581935.26,431823.71
2015S002901,9,Matutino,Choque vs objeto estático,4582287.55,431872.64
2015S008226,1,Noche,Choque vs objeto estático,4581952.12,432379.53
2015S001376,16,Tarde,Colisión frontal-lateral,4581770.26,432246.12
2015S006149,16,Tarde,Colisión Lateral,4581770.26,432246.12
2015S004716,19,Tarde,Atropellamiento,4581775.19,432341.24
2015S009841,13,Matutino,Alcance,4581754.28,432103.88
2015S005345,16,Tarde,Alcance múltiple,4581840.35,432285.57
2015S009865,14,Tarde,Alcance,4582016.02,432137.60
2015S000331,19,Tarde,Atropellamiento,4581635.73,432280.35
2015S008509,13,Matutino,Otras,4581870.82,432419.58
2015S008102,16,Tarde,Colisión frontal-lateral,4582138.32,432683.81
2015S000489,19,Tarde,Colisión frontal-lateral,4581713.86,431840.70
2015S005731,21,Tarde,Alcance,4581978.44,431453.25
2015S003578,23,Noche,Caida (dos ruedas),4581978.44,431453.25
2015S006928,11,Matutino,Caida (dos ruedas),4581978.44,431453.25
2015S000139,12,Matutino,Choque vs objeto estático,4582115.18,431389.42
2015S007500,16,Tarde,Colisión Lateral,4581781.41,431677.55
2015S006194,16,Tarde,Otras,4581016.91,429138.08
2015S009485,6,Matutino,Choque vs objeto estático,4580998.27,429307.31
2015S001960,18,Tarde,Atropellamiento,4581031.02,429256.80
2015S007278,8,Matutino,Colisión Lateral,4581078.99,429233.47
2015S003569,14,Tarde,Colisión Lateral,4581112.42,429310.69
2015S004668,12,Matutino,Colisión frontal-lateral,4581109.07,429489.57
2015S006013,13,Matutino,Colisión Lateral,4581268.15,429421.46
2015S006929,14,Tarde,Otras,4582498.62,431639.40
2015S006811,5,Noche,Atropellamiento,4582498.62,431639.40
2015S006450,8,Matutino,Colisión Lateral,4582418.96,431750.48
2015S003074,14,Tarde,Atropellamiento,4582557.42,431857.78
2015S008511,16,Tarde,Caída interior vehículo,4581732.63,430061.03
2015S001230,8,Matutino,Choque vs objeto estático,4581379.40,429687.33
2015S000061,12,Matutino,Alcance,4581298.04,429422.99
2015S006581,17,Tarde,Alcance múltiple,4582271.19,428470.74
2015S000056,23,Noche,Colisión frontal-lateral,4580991.00,430139.77
2015S009862,11,Matutino,Colisión frontal-lateral,4582273.18,428732.62
2015S000633,17,Tarde,Caida (dos ruedas),4581270.77,429471.73
2015S006759,15,Tarde,Colisión Lateral,4581319.88,429521.86
2015S007726,20,Tarde,Atropellamiento,4582169.55,428659.20
2015S005007,16,Tarde,Caida (dos ruedas),4581229.66,430186.96
2015S009677,16,Tarde,Atropellamiento,4581184.91,430242.81
2015S000515,19,Tarde,Colisión frontal-lateral,4581456.82,429798.33
2015S006094,22,Noche,Caida (dos ruedas),4581456.82,429798.33
2015S002240,15,Tarde,Alcance,4582313.23,428693.98
2015S003163,19,Tarde,Otras,4580952.22,429820.29
2015S000869,12,Matutino,Otras,4581054.97,429999.22
2015S003325,8,Matutino,Alcance,4581018.87,430225.50
2015S003169,22,Noche,Atropellamiento,4580946.16,430252.28
2015S008395,22,Noche,Colisión Lateral,4582533.12,428617.34
2015S007536,15,Tarde,Alcance múltiple,4582533.12,428617.34
2015S002919,21,Tarde,Colisión frontal-lateral,4581831.68,429885.40
2015S007728,21,Tarde,Choque vs objeto estático,4581760.09,429971.62
2015S004502,12,Matutino,Colisión frontal-lateral,4581689.76,429837.30
2015S004008,15,Tarde,Alcance,4582617.95,428656.58
2015S004341,15,Tarde,Alcance,4582619.92,428647.34
2015S008959,16,Tarde,Choque vs objeto estático,4581194.88,429683.31
2015S009621,13,Matutino,Colisión Lateral,4581850.47,430005.46
2015S002125,18,Tarde,Colisión Lateral,4581874.69,430138.10
2015S008393,19,Tarde,Caída interior vehículo,4581481.98,430069.07
2015S009685,22,Noche,Caida (dos ruedas),4581478.29,429957.94
2015S005145,9,Matutino,Colisión Lateral,4581478.29,429957.94
2015S004722,18,Tarde,Colisión Lateral,4582538.51,428581.84
2015S003242,11,Matutino,Colisión Lateral,4581082.91,429661.38
2015S008182,22,Noche,Colisión Frontal,4581190.71,429580.42
2015S002982,7,Matutino,Colisión Lateral,4582364.17,428625.16
2015S007405,5,Noche,Colisión frontal-lateral,4581938.83,428760.70
2015S009370,11,Matutino,Alcance múltiple,4581748.53,429692.64
2015S001362,19,Tarde,Colisión Lateral,4582060.98,429282.55
2015S008528,9,Matutino,Alcance,4582071.21,429317.55
2015S006191,15,Tarde,Colisión frontal-lateral,4581472.78,429408.47
2015S007818,15,Tarde,Colisión Lateral,4581636.23,428531.60
2015S006790,14,Tarde,Alcance,4581636.23,428531.60
2015S009121,14,Tarde,Colisión Lateral,4581849.70,429227.51
2015S008310,18,Tarde,Colisión Lateral,4581902.56,428988.22
2015S004259,17,Tarde,Colisión Lateral,4582051.24,429217.97
2015S006220,1,Noche,Colisión Lateral,4582008.36,429418.88
2015S005577,19,Tarde,Alcance,4581480.03,429451.99
2015S007645,7,Matutino,Atropellamiento,4581391.99,429331.28
2015S002936,21,Tarde,Atropellamiento,4581738.55,428676.65
2015S007556,7,Matutino,Alcance,4581364.23,428624.40
2015S001691,17,Tarde,Caida (dos ruedas),4581873.45,429312.63
2015S009439,19,Tarde,Colisión frontal-lateral,4581873.45,429312.63
2015S008641,12,Matutino,Colisión Lateral,4581702.35,429214.77
2015S006990,12,Matutino,Colisión frontal-lateral,4581499.81,429038.74
2015S005224,11,Matutino,Alcance,4581358.27,429321.35
2015S005363,17,Tarde,Colisión Frontal,4581379.73,429312.63
2015S007246,8,Matutino,Choque vs objeto estático,4581650.03,429091.08
2015S007139,20,Tarde,Colisión frontal-lateral,4581650.03,429091.08
2015S003231,21,Tarde,Choque vs objeto estático,4580956.44,429457.99
2015S009264,19,Tarde,Caida (dos ruedas),4581689.78,428750.30
2015S009616,14,Tarde,Atropellamiento,4581706.65,428779.93
2015S001032,16,Tarde,Colisión Lateral,4581583.06,428985.36
2015S001712,14,Tarde,Atropellamiento,4581579.53,429363.15
2015S006637,14,Tarde,Atropellamiento,4582018.55,429277.89
2015S001621,19,Tarde,Atropellamiento,4581990.79,428478.83
2015S007613,13,Matutino,Colisión frontal-lateral,4581746.70,428850.78
2015S008871,13,Matutino,Alcance,4582158.91,429191.55
2015S002379,18,Tarde,Colisión Lateral,4582176.32,429209.28
2015S010011,20,Tarde,Atropellamiento,4581661.19,429598.77
2015S000999,13,Matutino,Colisión frontal-lateral,4582624.16,429436.25
2015S001444,6,Matutino,Colisión frontal-lateral,4582707.43,429399.44
2015S000808,10,Matutino,Colisión Lateral,4582653.23,429725.84
2015S000954,13,Matutino,Colisión Lateral,4582098.94,429654.61
2015S007849,17,Tarde,Atropellamiento,4582743.33,429405.40
2015S003536,23,Noche,Colisión Lateral,4582520.28,429750.20
2015S003224,18,Tarde,Caida (dos ruedas),4582622.55,429854.71
2015S006467,19,Tarde,Colisión Lateral,4582631.31,429863.77
2015S008943,12,Matutino,Colisión Lateral,-1,-1
2015S006588,19,Tarde,Colisión Lateral,4582347.26,429757.77
2015S002234,12,Matutino,Alcance,4582354.53,429765.44
2015S008275,16,Tarde,Colisión Lateral,4582142.99,429688.53
2015S002404,7,Matutino,Colisión Lateral,4582434.03,429846.46
2015S006619,18,Tarde,Alcance,4582440.04,429852.53
2015S001095,14,Tarde,Alcance,4582440.04,429852.53
2015S009976,16,Tarde,Alcance,4582557.38,429972.49
2015S002812,19,Tarde,Alcance,4582032.33,429476.67
2015S009078,23,Noche,Alcance,4582222.29,429985.54
2015S005342,15,Tarde,Colisión Lateral,4582427.18,429598.42
2015S008984,10,Matutino,Atropellamiento,4582254.08,429644.81
2015S003817,8,Matutino,Caida (dos ruedas),-1,-1
2015S005504,10,Matutino,Caida (dos ruedas),4582124.16,429950.15
2015S002501,22,Noche,Colisión frontal-lateral,4582124.16,429950.15
2015S008416,10,Matutino,Colisión Lateral,4582861.92,429526.79
2015S006219,0,Noche,Colisión frontal-lateral,4582145.47,430091.24
2015S003474,14,Tarde,Colisión Lateral,4582148.82,429975.61
2015S009674,17,Tarde,Alcance múltiple,4582243.75,429697.73
2015S007064,13,Matutino,Colisión Lateral,4582316.20,429954.47
2015S002478,11,Matutino,Alcance,4582316.20,429954.47
2015S004235,21,Tarde,Colisión frontal-lateral,4582444.26,430085.23
2015S006741,17,Tarde,Vuelco (más de dos ruedas),4583161.88,429423.34
2015S009803,19,Tarde,Caida (dos ruedas),4582237.74,430035.27
2015S008256,23,Noche,Colisión frontal-lateral,4582086.96,429844.33
2015S007039,5,Noche,Colisión Lateral,4582652.93,429564.83
2015S003289,12,Matutino,Alcance,4582719.38,429716.98
2015S006302,15,Tarde,Colisión Lateral,4582231.12,429790.09
2015S002761,11,Matutino,Colisión frontal-lateral,4581954.40,429903.92
2015S006212,18,Tarde,Caida (dos ruedas),4581954.40,429903.92
2015S007679,14,Tarde,Colisión frontal-lateral,4581483.24,429024.40
2015S007189,17,Tarde,Alcance,4581501.39,429006.83
2015S009909,12,Matutino,Colisión frontal-lateral,4581364.08,428954.10
2015S007028,16,Tarde,Colisión Lateral,4583042.89,429327.85
2015S009715,14,Tarde,Colisión frontal-lateral,4582623.08,429664.55
2015S001924,11,Matutino,Colisión Lateral,4581943.20,429765.56
2015S006255,13,Matutino,Alcance,4581879.11,429859.71
2015S005289,22,Noche,Colisión frontal-lateral,4581290.96,429099.22
2015S006327,8,Matutino,Colisión frontal-lateral,4581290.96,429099.22
2015S004129,15,Tarde,Caida (dos ruedas),4581289.20,429214.19
2015S009120,13,Matutino,Atropellamiento,4583056.17,429099.90
2015S005919,9,Matutino,Atropellamiento,4581898.24,429879.44
2015S008672,14,Tarde,Alcance,4581955.18,429937.26
2015S008274,14,Tarde,Alcance,4581963.66,429946.08
2015S002335,8,Matutino,Alcance,4581963.66,429946.08
2015S000530,11,Matutino,Alcance múltiple,4581963.66,429946.08
2015S005564,5,Noche,Alcance,4582002.15,429985.34
2015S001050,0,Noche,Atropellamiento,4581979.47,429951.15
2015S008784,15,Tarde,Caida (dos ruedas),4581979.47,429951.15
2015S000117,12,Matutino,Colisión Lateral,4582901.37,429168.58
2015S007388,13,Matutino,Colisión Lateral,4581209.41,429175.37
2015S001808,15,Tarde,Colisión frontal-lateral,4581219.06,429185.13
2015S008371,13,Matutino,Alcance,4581155.95,429001.84
2015S000983,3,Noche,Colisión frontal-lateral,4581125.15,429001.52
2015S001759,13,Matutino,Alcance,4581784.97,429763.77
2015S008844,16,Tarde,Colisión frontal-lateral,4581881.10,429607.73
2015S000111,10,Matutino,Alcance,4581881.10,429607.73
2015S001570,20,Tarde,Caída interior vehículo,4581854.09,429784.07
2015S004298,13,Matutino,Colisión frontal-lateral,4583529.15,430563.48
2015S006938,16,Tarde,Colisión frontal-lateral,4583713.18,430948.09
2015S009068,18,Tarde,Caida (dos ruedas),4583713.18,430948.09
2015S008075,12,Matutino,Colisión frontal-lateral,4583713.18,430948.09
2015S006267,8,Matutino,Colisión Lateral,4583728.18,430942.07
2015S001757,19,Tarde,Colisión frontal-lateral,4583706.18,430813.37
2015S004816,10,Matutino,Atropellamiento,4582272.18,429225.10
2015S008202,21,Tarde,Colisión frontal-lateral,4583600.45,430617.38
2015S001604,8,Matutino,Colisión frontal-lateral,4583600.45,430617.38
2015S005067,19,Tarde,Colisión Lateral,4583600.45,430617.38
2015S008837,9,Matutino,Alcance,4583596.74,430605.41
2015S003385,19,Tarde,Alcance,4583397.38,430361.49
2015S009352,19,Tarde,Alcance,4582977.69,428873.62
2015S000872,15,Tarde,Colisión frontal-lateral,4582970.87,428836.16
2015S005210,19,Tarde,Colisión Lateral,4583427.34,430240.67
2015S003503,9,Matutino,Choque vs objeto estático,4583308.66,430261.59
2015S008145,19,Tarde,Colisión Lateral,4582671.44,429332.16
2015S008935,23,Noche,Colisión Lateral,4582713.30,429318.62
2015S008889,19,Tarde,Atropellamiento,4582713.30,429318.62
2015S005823,14,Tarde,Alcance,4582923.27,428689.27
2015S002965,18,Tarde,Colisión frontal-lateral,4583358.14,430556.40
2015S007300,18,Tarde,Caída interior vehículo,4583253.25,430337.27
2015S002440,19,Tarde,Colisión Lateral,4582695.62,428820.86
2015S009532,8,Matutino,Colisión Lateral,4582640.52,428916.77
2015S007160,14,Tarde,Otras,4582642.60,428861.86
2015S007624,20,Tarde,Colisión frontal-lateral,4582642.60,428861.86
2015S006906,16,Tarde,Colisión Lateral,4583304.72,430550.22
2015S003606,19,Tarde,Caida (dos ruedas),4583080.73,430506.56
2015S009222,12,Matutino,Atropellamiento,4582724.87,428612.28
2015S007387,14,Tarde,Otras,4582505.63,429177.27
2015S001589,15,Tarde,Colisión Lateral,4582426.17,429224.41
2015S001742,13,Matutino,Alcance,4583560.00,430235.70
2015S003608,20,Tarde,Colisión Lateral,-1,-1
2015S004051,18,Tarde,Colisión frontal-lateral,4583514.78,430246.40
2015S001006,17,Tarde,Colisión Lateral,4582258.34,429483.38
2015S006943,19,Tarde,Alcance,4582542.60,428959.51
2015S008742,13,Matutino,Colisión frontal-lateral,4583596.48,430319.74
2015S002910,16,Tarde,Colisión Lateral,4582632.19,429099.79
2015S009520,0,Noche,Colisión frontal-lateral,-1,-1
2015S002895,22,Noche,Colisión Lateral,4583478.86,430912.52
2015S009430,19,Tarde,Colisión frontal-lateral,4583478.86,430912.52
2015S001969,1,Noche,Colisión frontal-lateral,4582793.12,429240.06
2015S003912,9,Matutino,Colisión Lateral,4583579.80,431015.61
2015S001944,20,Tarde,Alcance,4582122.78,429376.25
2015S005420,9,Matutino,Colisión Lateral,4582122.78,429376.25
2015S003730,12,Matutino,Colisión Lateral,4582122.78,429376.25
2015S005893,13,Matutino,Caida (dos ruedas),4583704.88,430938.31
2015S002596,11,Matutino,Choque vs objeto estático,4583476.05,430865.97
2015S001100,15,Tarde,Alcance,4582431.83,429406.22
2015S004632,11,Matutino,Colisión Lateral,4583674.65,430735.77
2015S008188,4,Noche,Colisión frontal-lateral,4583575.30,430769.31
2015S002893,21,Tarde,Colisión Lateral,4583460.85,430673.94
2015S007299,19,Tarde,Caida (dos ruedas),4582957.93,431035.96
2015S009037,13,Matutino,Colisión Lateral,4582925.44,431331.80
2015S002993,16,Tarde,Colisión Lateral,4582946.86,431310.74
2015S005571,15,Tarde,Atropellamiento,4583042.63,431214.23
2015S002700,20,Tarde,Caída interior vehículo,4583042.63,431214.23
2015S007559,13,Matutino,Otras,4582880.52,430530.61
2015S008610,23,Noche,Colisión Lateral,4583459.38,431141.40
2015S007483,10,Matutino,Colisión Lateral,4583459.38,431141.40
2015S000519,21,Tarde,Colisión Lateral,4583115.09,430794.13
2015S007777,16,Tarde,Caida (dos ruedas),4582890.73,430669.95
2015S008530,11,Matutino,Alcance,4583050.13,431139.62
2015S009410,13,Matutino,Colisión Lateral,4583037.86,431118.13
