IdExpediente,Hora,Causa_de_Accidente,Tipo_VehImplicado,Modelo,Marca,Color,TipoCarnet,AntigCarnet,CoordenadaUTM_Y,CoordenadaUTM_X
2015S002735,15,No es causa del peatón,Furgoneta,NEMO,CITROEN,Blanc,B,9,4584713.40,431797.92
2015S004581,22,No es causa del peatón,Turismo,XSARA,CITROEN,Verd,B,25,4584558.04,431675.33
2015S000395,10,No es causa del peatón,Turismo,YARIS,TOYOTA,Gris,B,4,4584558.04,431675.33
2015S008179,21,No es causa del peatón,Turismo,PUNTO,FIAT,Vermell,B,7,4584754.37,432032.73
2015S002056,12,No es causa del peatón,Furgoneta,DOBLO,FIAT,Blanc,B,10,4584790.88,432069.78
2015S001788,6,No es causa del peatón,Ciclomotor,SH 50,HONDA,Gris,AM,8,4584567.82,432003.94
2015S008501,9,No es causa del peatón,Turismo,CARNIVAL,KIA,Gris,B,7,4584485.96,431928.74
2015S008501,9,No es causa del peatón,Motocicleta,ER,KAWASAKI,Negre,A2,1,4584485.96,431928.74
2015S003031,15,No es causa del peatón,Turismo,C-CROSSER,CITROEN,Blanc,B,0,4584465.25,431909.55
2015S001791,14,No es causa del peatón,Turismo,LEON,SEAT,Vermell,B,10,4585139.86,431773.67
2015S007467,17,No es causa del peatón,Motocicleta,SUPER DINK 125,KYMCO,Negre,B,6,4585075.78,431636.75
2015S001514,21,No es causa del peatón,Turismo,PASSAT,VOLKSWAGEN,Gris,B,17,4585075.78,431636.75
2015S001514,21,No es causa del peatón,Motocicleta,YP 125,YAMAHA,Negre,B,20,4585075.78,431636.75
2015S000553,9,No es causa del peatón,Motocicleta,SH 125,HONDA,Gris,B,21,4584493.43,432532.02
2015S008214,16,No es causa del peatón,Turismo,NOTE,NISSAN,Blanc,B,47,4584523.33,432562.44
2015S008214,16,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4584523.33,432562.44
2015S003518,15,No es causa del peatón,Turismo,MERIVA,OPEL,Blanc,B,24,4584655.85,432106.39
2015S008823,10,No es causa del peatón,Turismo,GRAND VITARA,SUZUKI,Gris,B,36,4585118.68,432760.33
2015S008345,17,No es causa del peatón,Motocicleta,PCX,HONDA,Negre,A1,28,4584824.29,432103.78
2015S005287,22,No es causa del peatón,Turismo,AROSA,SEAT,Blanc,Desconocido,Desconocido,4584849.17,432310.20
2015S006612,13,No es causa del peatón,Microbus <=17 plazas,MASTER,RENAULT,Blanc,D,19,4584733.91,432159.19
2015S009861,7,No es causa del peatón,Motocicleta,Sport City,APRILIA,Desconocido,B,12,4584842.81,432161.11
2015S001831,7,No es causa del peatón,Motocicleta,125,SUZUKI,Verd,B,8,4584779.91,432784.22
2015S002005,23,No es causa del peatón,Motocicleta,AGILITY 125,KYMCO,Negre,B,6,4584983.52,432705.80
2015S002645,17,No es causa del peatón,Turismo,CORDOBA,SEAT,Gris,B,18,4585012.86,432102.65
2015S005198,13,No es causa del peatón,Motocicleta,NA 850 MANA,APRILIA,Negre,A2,2,4584886.86,432198.76
2015S009968,13,No es causa del peatón,Motocicleta,Vision,HONDA,Blanc,B,32,4585136.41,432399.82
2015S000924,9,No es causa del peatón,Motocicleta,LIKE 125,KYMCO,Negre,A2,4,4585211.10,432341.84
2015S003551,14,No es causa del peatón,Motocicleta,SCOOPY 75,HONDA,Blanc,B,5,4584952.81,432266.66
2015S005014,20,No es causa del peatón,Motocicleta,FIDDLE II 125,SYM,Negre,B,11,4585214.20,432663.12
2015S006968,15,No es causa del peatón,Autobús,Desconocido,MAN,Vermell,D,19,4585214.20,432663.12
2015S007341,20,No es causa del peatón,Turismo,LEON,SEAT,Vermell,B,10,4585157.80,432621.66
2015S005673,14,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,BTP,9,4585096.58,432163.54
2015S004248,9,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,B,Desconocido,4585230.06,432171.99
2015S008158,12,No es causa del peatón,Turismo,PASSAT,VOLKSWAGEN,Altres,Desconocido,Desconocido,4585169.00,433061.98
2015S007314,9,No es causa del peatón,Furgoneta,COMBO,OPEL,Blanc,B,1,4585544.57,433095.95
2015S005055,9,No es causa del peatón,Furgoneta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4585507.93,432975.05
2015S008433,9,No es causa del peatón,Turismo,E 270,MERCEDES,Gris,B,17,4585333.76,432801.94
2015S002311,13,No es causa del peatón,Furgoneta,TOURNEO,FORD,Blanc,Desconocido,Desconocido,4585333.76,432801.94
2015S001850,17,No es causa del peatón,Furgoneta,KANGOO,RENAULT,Blanc,Desconocido,Desconocido,4584753.21,432288.19
2015S002213,20,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4585285.75,432752.43
2015S004950,22,No es causa del peatón,Motocicleta,MONSTER 600,DUCATI,Negre,A,7,4584343.27,431996.66
2015S003508,13,No es causa del peatón,Turismo,FIESTA,FORD,Gris,B,6,4584356.67,432002.87
2015S003508,13,No es causa del peatón,Motocicleta,SH 125,HONDA,Vermell,B,15,4584356.67,432002.87
2015S005975,8,No es causa del peatón,Ciclomotor,VIVA 3L,PEUGEOT,Blanc,AM,6,4584333.52,432036.77
2015S008255,23,No es causa del peatón,Furgoneta,KANGOO,RENAULT,Blanc,B,5,4585862.62,433330.95
2015S007468,17,No es causa del peatón,Taxi,Desconocido,Desconocido,Altres,Desconocido,Desconocido,4584197.87,432229.70
2015S007468,17,No es causa del peatón,Autobús,CITYCLASS,IRISBUS,Vermell,D,6,4584197.87,432229.70
2015S006720,21,No es causa del peatón,Motocicleta,VN 900,KAWASAKI,Negre,A,30,4584197.87,432229.70
2015S001962,17,No es causa del peatón,Furgoneta,PARTNER,PEUGEOT,Blanc,B,13,4584197.87,432229.70
2015S001044,17,No es causa del peatón,Turismo,SCENIC,RENAULT,Gris,B,15,4584197.87,432229.70
2015S000017,9,No es causa del peatón,Turismo,AYGO,TOYOTA,Blanc,B,14,4584197.87,432229.70
2015S000664,16,Desobedecer Semáforo,Bicicleta,Desconocido,Desconocido,Vermell,Desconocido,Desconocido,4584619.76,432170.35
2015S006047,20,Otras,Motocicleta,UH 200,SUZUKI,Negre,B,29,4585348.43,432876.41
2015S003418,23,No es causa del peatón,Autobús,Desconocido,IVECO FIAT,Groc,D,10,4586124.58,433610.95
2015S004855,13,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Negre,Desconocido,Desconocido,4586050.42,433522.55
2015S004995,8,No es causa del peatón,Turismo,C4,CITROEN,Marró,B,1,4586866.04,433467.60
2015S005983,11,Desobedecer Semáforo,Turismo,LEON,SEAT,Vermell,B,6,4585991.09,433289.42
2015S000600,0,No es causa del peatón,Turismo,S3,AUDI,Blau,B,4,4586257.06,433101.27
2015S003192,8,No es causa del peatón,Ciclomotor,ATLANTIS,DERBI,Negre,B,1,4585972.30,433425.19
2015S006215,21,No es causa del peatón,Turismo,C5,CITROEN,Negre,Desconocido,Desconocido,4586187.73,433384.27
2015S007346,20,No es causa del peatón,Turismo,MONDEO,FORD,Verd,B,42,4586227.86,433396.53
2015S004625,6,No es causa del peatón,Turismo,KA,FORD,Gris,Desconocido,Desconocido,4586510.87,433244.93
2015S004625,6,No es causa del peatón,Turismo,XSARA,CITROEN,Blau,Desconocido,Desconocido,4586510.87,433244.93
2015S003587,9,No es causa del peatón,Motocicleta,T MAX,YAMAHA,Negre,A2,1,4585546.55,433572.37
2015S002605,14,No es causa del peatón,Turismo,530,BMW,Gris,Desconocido,Desconocido,4585714.83,433044.94
2015S006301,13,No es causa del peatón,Motocicleta,Dylan 125,HONDA,Gris,B,40,4586463.92,433283.65
2015S004222,12,No es causa del peatón,Turismo,AROSA,SEAT,Vermell,B,42,4585872.64,433413.24
2015S004222,12,No es causa del peatón,Ciclomotor,S-FIVE,DAELIM,Gris,B,13,4585872.64,433413.24
2015S000198,18,No es causa del peatón,Motocicleta,LIBERTY 125,PIAGGIO,Gris,B,39,4586544.65,433319.33
2015S002414,16,No es causa del peatón,Motocicleta,NT 650,HONDA,Negre,Desconocido,Desconocido,4586029.33,433586.23
2015S001286,16,No es causa del peatón,Motocicleta,Dylan 125,HONDA,Gris,B,18,4585827.78,433367.40
2015S005712,14,No es causa del peatón,Turismo,C4,CITROEN,granate,B,47,4586607.45,433294.25
2015S005659,19,No es causa del peatón,Turismo,ASTRA,OPEL,Gris,B,6,4586875.02,433490.77
2015S008960,15,No es causa del peatón,Turismo,CORSA,OPEL,Blau,B,2,4586886.49,433497.89
2015S009843,15,No es causa del peatón,Turismo,626,MAZDA,Negre,B,25,4586314.62,433876.02
2015S004609,12,No es causa del peatón,Turismo,SCENIC,RENAULT,Negre,B,4,4586342.70,433905.01
2015S007376,8,No es causa del peatón,Motocicleta,CBF 125,HONDA,Blanc,A1,1,4584554.15,434931.96
2015S000578,19,No es causa del peatón,Turismo,JETTA,VOLKSWAGEN,Negre,B,1,4584886.94,434861.82
2015S006196,18,No es causa del peatón,Turismo,307,PEUGEOT,Negre,B,0,4586201.35,434116.18
2015S007509,23,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Gris,B,2,4586284.84,433835.04
2015S001313,12,No es causa del peatón,Turismo,Desconocido,ISUZU,Verd,B,12,4586089.06,433743.37
2015S004359,12,No es causa del peatón,Tranvía o tren,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4585158.54,434982.66
2015S009072,21,No es causa del peatón,Turismo,LACETTI,CHEVROLET,Vermell,B,5,4585497.68,434479.36
2015S006471,20,No es causa del peatón,Turismo,330,BMW,Blau,B,11,4586092.46,433826.10
2015S003615,6,No es causa del peatón,"Camión <= 3,5 Tm",Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,4585920.68,433955.50
2015S003161,17,No es causa del peatón,Motocicleta,XC 125,YAMAHA,Blanc,B,4,4585265.50,434546.65
2015S002208,16,Desobedecer Semáforo,Turismo,IBIZA,SEAT,Blanc,B,13,4585579.17,434393.95
2015S006134,22,No es causa del peatón,Ciclomotor,FE 051 ST,PEUGEOT,Negre,B,8,4585745.94,434092.09
2015S008625,7,No es causa del peatón,Turismo,ASTRA,OPEL,Negre,B,25,4585790.06,434041.53
2015S004614,13,No es causa del peatón,Turismo,CLIO,RENAULT,Negre,B,25,4585946.20,434078.33
2015S006714,21,No es causa del peatón,Turismo,A3,AUDI,Gris,B,1,4584631.33,433479.56
2015S003270,20,No es causa del peatón,Motocicleta,ROADWIN,DAELIM,Negre,Desconocido,8,4584631.33,433479.56
2015S004492,23,No es causa del peatón,Turismo,SCENIC,RENAULT,Gris,Desconocido,Desconocido,4585089.43,434505.27
2015S004492,23,No es causa del peatón,Turismo,IBIZA,SEAT,Blanc,B,4,4585089.43,434505.27
2015S005623,15,No es causa del peatón,Motocicleta,DL 650,SUZUKI,Vermell,A,19,4584600.37,433827.26
2015S007876,13,No es causa del peatón,Motocicleta,AQUILA,HYOSUNG,Negre,B,8,4585219.02,434492.64
2015S006948,0,No es causa del peatón,Turismo,LEON,SEAT,Gris,B,8,4584581.20,433512.98
2015S007172,19,No es causa del peatón,Turismo,CORDOBA,SEAT,Gris,B,23,4585103.26,434461.23
2015S007621,16,No es causa del peatón,Autobús,Desconocido,MAN,Vermell,D,25,4584879.50,433221.32
2015S009831,1,No es causa del peatón,Furgoneta,C4 PICASSO,CITROEN,Negre,B,2,4585460.09,433580.94
2015S002757,9,No es causa del peatón,Turismo,VECTRA,OPEL,Blanc,B,3,4585460.09,433580.94
2015S005317,19,No es causa del peatón,Turismo,190,MERCEDES,Negre,B,9,4584292.74,432852.25
2015S005066,19,No es causa del peatón,Turismo,A3,AUDI,Gris,B,2,4585193.29,433432.31
2015S001042,19,No es causa del peatón,Motocicleta,CB 250 TWO FIFTY,HONDA,Negre,Desconocido,Desconocido,4585110.24,433224.20
2015S004467,8,No es causa del peatón,Turismo,159,ALFA ROMEO,Negre,B,13,4585249.15,433366.47
2015S004589,12,No es causa del peatón,Turismo,206,PEUGEOT,Blau,B,15,4585249.15,433366.47
2015S006516,3,No es causa del peatón,Turismo,TOLEDO,SEAT,Gris,B,4,4585249.15,433366.47
2015S008518,19,No es causa del peatón,Motocicleta,ZING 125,KYMCO,Negre,B,6,4585451.00,433785.13
2015S001121,9,No es causa del peatón,Motocicleta,Vision,HONDA,Blanc,B,13,4585684.90,434031.79
2015S002339,13,No es causa del peatón,Furgoneta,TRANSPORTER,VOLKSWAGEN,Vermell,B,20,4585066.43,433383.18
2015S000309,8,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Platejat,B,0,4585121.72,433439.81
2015S007861,0,No es causa del peatón,Turismo,TOLEDO,SEAT,Gris,Desconocido,Desconocido,4585693.65,434024.82
2015S007972,13,No es causa del peatón,Motocicleta,ER-6N,KAWASAKI,Negre,A2,1,4584789.08,433117.08
2015S007770,9,No es causa del peatón,Motocicleta,FORZA,HONDA,Negre,A,25,4584789.08,433117.08
2015S007779,16,No es causa del peatón,Turismo,YARIS,TOYOTA,granate,B,16,4585160.13,433502.47
2015S006677,20,No es causa del peatón,Turismo,C4,CITROEN,Gris,B,10,4584494.10,433383.68
2015S002959,15,No es causa del peatón,Motocicleta,YP 125,YAMAHA,Gris,B,23,4584494.10,433383.68
2015S009534,12,No es causa del peatón,Motocicleta,SCOOPY 125,HONDA,Blau,B,20,4584361.03,433004.54
2015S000286,11,No es causa del peatón,Motocicleta,NC 700,HONDA,Vermell,A,19,4584743.17,433310.21
2015S006057,12,No es causa del peatón,Turismo,SCENIC,RENAULT,Gris,B,27,4584803.00,433117.47
2015S004807,0,No es causa del peatón,Turismo,Desconocido,Desconocido,Negre,Desconocido,Desconocido,4585339.91,433508.55
2015S000521,4,No es causa del peatón,Furgoneta,SPRINTER,MERCEDES,Groc,BTP,9,4584971.32,433081.94
2015S005208,18,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,BTP,12,4583904.96,432994.52
2015S005208,18,No es causa del peatón,Motocicleta,GSX-R 750 I,SUZUKI,Blau,A,7,4583904.96,432994.52
2015S005037,13,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Altres,Desconocido,Desconocido,4583662.76,433105.16
2015S009266,23,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Gris,B,1,4583314.30,433668.11
2015S006178,0,No es causa del peatón,Turismo,500,FIAT,Blanc,B,10,4583314.30,433668.11
2015S004662,10,No es causa del peatón,Turismo,C3,CITROEN,Gris,B,16,4583311.72,432897.25
2015S005236,17,No es causa del peatón,Turismo,ALMERA,NISSAN,Gris,B,29,4582953.45,433480.42
2015S005236,17,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,BTP,42,4582953.45,433480.42
2015S008768,7,No es causa del peatón,Turismo,ASTRA,OPEL,Negre,B,2,4583594.71,433877.91
2015S000171,11,No es causa del peatón,Autobús,Desconocido,MERCEDES,Vermell,D,25,4583010.50,433417.89
2015S004629,10,No es causa del peatón,Motocicleta,YP 250,YAMAHA,Blanc,A,10,4583544.50,432789.85
2015S003019,9,No es causa del peatón,Turismo,1007,PEUGEOT,Vermell,B,14,4583470.34,432863.34
2015S005868,12,No es causa del peatón,Furgoneta,JUMPY,CITROEN,Gris,B,15,4585808.01,433936.57
2015S007963,7,No es causa del peatón,"Camión <= 3,5 Tm",Desconocido,IVECO FIAT,Blanc,C,4,4585808.01,433936.57
2015S000008,17,No es causa del peatón,Turismo,ASTRA,OPEL,Negre,Desconocido,Desconocido,4583113.74,433292.17
2015S000029,10,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Blanc,Desconocido,Desconocido,4583662.58,433817.19
2015S007046,10,No es causa del peatón,Ciclomotor,SPEEDFIGHT LC,PEUGEOT,Blau,AM,13,4583698.84,432874.61
2015S001069,17,No es causa del peatón,Turismo,MAZDA 3,MAZDA,Vermell,B,22,4583528.86,433805.26
2015S001069,17,No es causa del peatón,Turismo,LEON,SEAT,Blanc,B,3,4583528.86,433805.26
2015S002330,5,No es causa del peatón,Turismo,GRAND CHEROKEE,JEEP,Desconocido,B,34,4583346.77,432997.21
2015S007442,11,No es causa del peatón,Motocicleta,BURGMAN,SUZUKI,Blanc,A,29,4584045.36,433438.75
2015S008499,11,No es causa del peatón,Furgoneta,35S12,IVECO FIAT,Blanc,B,3,4584378.37,433144.92
2015S009890,20,No es causa del peatón,Motocicleta,BURGMAN,SUZUKI,Gris,B,20,4584469.72,433451.95
2015S008705,13,No es causa del peatón,Furgoneta,MASTER,RENAULT,Blanc,B,20,4583102.38,433705.19
2015S009894,6,No es causa del peatón,Motocicleta,BURGMAN,SUZUKI,Gris,B,10,4583102.38,433705.19
2015S001484,9,No es causa del peatón,Motocicleta,Dylan 150,HONDA,Blau,A,31,4583434.56,433926.41
2015S009615,13,No es causa del peatón,Motocicleta,SES 125,HONDA,Blanc,B,5,4583265.73,433827.82
2015S006431,13,No es causa del peatón,Turismo,C 350,MERCEDES,Gris,B,18,4582905.96,433473.30
2015S007195,7,No es causa del peatón,Turismo,NUBIRA,DAEWOO,Blau,B,27,4582905.96,433473.30
2015S003138,14,No es causa del peatón,Turismo,PUNTO,FIAT,Blanc,B,10,4582905.96,433473.30
2015S008427,0,No es causa del peatón,Taxi,TOLEDO,SEAT,Groc,BTP,9,4584017.84,433464.24
2015S003949,11,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Gris,B,15,4583874.95,433932.77
2015S004875,1,No es causa del peatón,Turismo,LANOS,DAEWOO,Negre,B,4,4583975.03,433547.77
2015S000649,8,No es causa del peatón,Turismo,ASTRA,OPEL,Gris,B,6,4583997.60,433525.21
2015S009055,23,No es causa del peatón,Turismo,306,PEUGEOT,Gris,B,7,4583876.49,433669.87
2015S008463,6,No es causa del peatón,Turismo,206,PEUGEOT,Blau,B,4,4584678.27,433980.76
2015S006161,10,No es causa del peatón,Furgoneta,MASTER,RENAULT,Blanc,B,16,4584113.40,433962.03
2015S008260,8,No es causa del peatón,Motocicleta,Sport City,APRILIA,Gris,B,2,4584237.45,433623.01
2015S003786,15,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Vermell,Desconocido,Desconocido,4583519.18,433984.65
2015S004068,14,Cruzar fuera de paso peatonal,Motocicleta,XLH 883,HARLEY DAVIDSON,Negre,A,19,4583995.82,433890.32
2015S005277,16,No es causa del peatón,Motocicleta,TWEET 125,PEUGEOT,Altres,B,4,4584509.05,434100.27
2015S000669,22,No es causa del peatón,Motocicleta,SH 125,HONDA,granate,B,27,4584509.05,434100.27
2015S001398,17,No es causa del peatón,Taxi,OCTAVIA,SKODA,Negre/Groc,B,10,4584420.50,433275.59
2015S001398,17,No es causa del peatón,Turismo,PANDA,FIAT,Blau,B,27,4584420.50,433275.59
2015S005930,5,No es causa del peatón,Motocicleta,SUPER DINK 300,KYMCO,Gris,A,10,4584251.87,433639.50
2015S007091,10,No es causa del peatón,"Camión <= 3,5 Tm",35C,IVECO FIAT,Desconocido,B,9,4584185.00,433487.99
2015S004157,14,No es causa del peatón,Motocicleta,PCX,HONDA,Gris,B,5,4584263.05,434346.85
2015S002108,6,No es causa del peatón,Turismo,MATIZ,DAEWOO,Verd,B,3,4584249.27,432357.98
2015S008794,21,No es causa del peatón,Ciclomotor,YH 50,YAMAHA,Desconocido,B,Desconocido,4584383.65,432494.50
2015S005367,20,No es causa del peatón,Turismo,POLO,VOLKSWAGEN,Negre,B,22,4583921.74,434110.00
2015S000550,6,No es causa del peatón,Turismo,ASTRA,OPEL,Gris,B,7,4584376.75,434229.29
2015S003527,18,No es causa del peatón,Motocicleta,VN 900,KAWASAKI,Blau,A,Desconocido,4584321.79,434743.24
2015S005034,13,No es causa del peatón,"Camión <= 3,5 Tm",413 CDI,MERCEDES,Blanc,C,12,4584107.85,434528.18
2015S004960,13,No es causa del peatón,Turismo,SAXO,CITROEN,Gris,B,1,4584402.67,434803.19
2015S004643,14,No es causa del peatón,Motocicleta,SCOOPY 100,HONDA,Blanc,B,13,4584402.67,434803.19
2015S006345,0,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,27,4584607.14,434640.54
2015S007461,12,No es causa del peatón,"Camión <= 3,5 Tm",Desconocido,RENAULT,Blanc,C,7,4584696.53,434704.02
2015S000133,9,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,9,4583682.24,432485.84
2015S000133,9,No es causa del peatón,Motocicleta,LIBERTY 125,PIAGGIO,Vermell,B,11,4583682.24,432485.84
2015S002815,19,No es causa del peatón,Turismo,ASTRA,OPEL,Gris,B,4,4584105.81,432798.30
2015S009028,1,No es causa del peatón,Turismo,ASTRA,OPEL,Negre,B,2,4583509.72,432506.22
2015S007247,8,No es causa del peatón,"Camión <= 3,5 Tm",Desconocido,RENAULT,Blanc,C,21,4584048.88,432297.41
2015S004303,13,No es causa del peatón,Turismo,Desconocido,Desconocido,Gris,Desconocido,Desconocido,4583771.26,434056.97
2015S007516,10,No es causa del peatón,Turismo,POLO,VOLKSWAGEN,Vermell,B,18,4584135.65,434246.32
2015S005607,22,No es causa del peatón,Motocicleta,VENOX 250,KYMCO,Negre,A,28,4584370.66,434054.76
2015S000657,11,No es causa del peatón,Turismo,307,PEUGEOT,Platejat,Desconocido,Desconocido,4583823.22,434241.83
2015S003115,14,No es causa del peatón,Motocicleta,Desconocido,SUZUKI,Blanc,A2,1,4583823.22,434241.83
2015S008832,10,No es causa del peatón,"Camión <= 3,5 Tm",Ducato Electric,MICRO-VETT,Blanc,B,6,4584101.32,434522.90
2015S001555,6,No es causa del peatón,"Camión > 3,5 Tm",MH 260,IVECO FIAT,Blanc,C,7,4584049.57,434443.92
2015S000244,19,No es causa del peatón,Turismo,IBIZA,SEAT,granate,B,2,4584049.57,434443.92
2015S008563,8,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,8,4583978.79,434371.96
2015S008537,13,No es causa del peatón,Motocicleta,XR 125,HONDA,Negre,A1,1,4583978.79,434371.96
2015S009226,14,No es causa del peatón,Turismo,MEGANE,RENAULT,Negre,B,10,4583978.79,434371.96
2015S009226,14,No es causa del peatón,Turismo,A4,AUDI,Negre,B,15,4583978.79,434371.96
2015S006335,13,No es causa del peatón,Turismo,106,PEUGEOT,Blanc,B,1,4583978.79,434371.96
2015S007993,19,No es causa del peatón,Turismo,C3,CITROEN,Negre,B,26,4583908.15,434299.84
2015S005994,19,No es causa del peatón,Turismo,45,ROVER,Blau,B,20,4583693.96,434085.96
2015S006734,10,No es causa del peatón,Turismo,LANCIA,FIAT,Negre,B,3,4584476.07,434736.15
2015S006734,10,No es causa del peatón,Turismo,A5,AUDI,Negre,B,9,4584476.07,434736.15
2015S001745,15,No es causa del peatón,Turismo,PASSAT,VOLKSWAGEN,Gris,B,3,4584703.67,434468.29
2015S002227,10,No es causa del peatón,Ciclomotor,CY50,YAMAHA,Gris,AM,17,4584136.26,432302.59
2015S000684,14,No es causa del peatón,Taxi,SCUDO,FIAT,Groc,BTP,12,4584005.27,432226.20
2015S000293,11,No es causa del peatón,Turismo,PRIUS,TOYOTA,Negre/Groc,BTP,9,4583788.70,432788.17
2015S000293,11,No es causa del peatón,Furgoneta,NV200,NISSAN,Gris,B,49,4583788.70,432788.17
2015S008815,5,No es causa del peatón,Motocicleta,BURGMAN,SUZUKI,Gris,A1,8,4584412.61,432505.80
2015S000951,7,No es causa del peatón,Turismo,POLO,VOLKSWAGEN,Gris,B,27,4583325.06,432500.27
2015S004998,12,No es causa del peatón,Motocicleta,NSC 110,HONDA,Blanc,A,1,4583145.42,432260.62
2015S000103,19,No es causa del peatón,Turismo,A4,AUDI,Blanc,B,35,4583172.51,432234.70
2015S009860,5,No es causa del peatón,Motocicleta,GT 250,HYOSUNG,Blanc,A2,5,4583008.63,432142.40
2015S003863,20,No es causa del peatón,Bicicleta,Desconocido,BICING,Vermell,Desconocido,Desconocido,4582851.57,432438.57
2015S003458,9,No es causa del peatón,Motocicleta,SH 300,HONDA,Vermell,A,35,4582848.58,431988.93
2015S005772,4,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Negre,B,1,4583415.99,432597.75
2015S007325,16,No es causa del peatón,Furgoneta,TRADE,NISSAN,Blanc,B,10,4583041.08,432399.95
2015S005095,19,No es causa del peatón,Motocicleta,AQUILA,HYOSUNG,Platejat,B,4,4583200.75,432585.19
2015S004563,3,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre,BTP,9,4583416.71,432459.43
2015S008067,10,No es causa del peatón,Turismo,207,PEUGEOT,Negre,B,4,4583516.97,432562.96
2015S004304,15,No es causa del peatón,Turismo,C-MAX,FORD,Blanc,B,17,4582588.74,431897.96
2015S009359,7,No es causa del peatón,"Camión > 3,5 Tm",Desconocido,IVECO FIAT,Blanc,C,24,4583840.50,432675.56
2015S009820,13,No es causa del peatón,Autobús,CITYCLASS,IRISBUS,Altres,D,13,4583303.03,432536.70
2015S006126,12,No es causa del peatón,Motocicleta,150,VESPA,Negre,A,10,4583199.13,432634.96
2015S003899,18,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,5,4583199.13,432634.96
2015S008506,12,No es causa del peatón,Turismo,GOLF,VOLKSWAGEN,Negre,B,5,4583245.81,432548.55
