IdExpediente,Hora,Turno,Tipo_Accidente,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2016S009369,15,Tarde,Colisión Lateral,432102.16,4585030.3,2.1864630000000003,41.412108
2016S004361,22,Noche,Choque vs objeto estático,432299.61,4584970.29,2.188827,41.411584999999995
2016S002436,9,Matutino,Caida (dos ruedas),432008.92,4584887.38,2.1853540000000002,41.410812
2016S008849,14,Tarde,Caida (dos ruedas),432108.86,4584884.13,2.1865509999999997,41.410794
2016S004960,13,Matutino,Colisión Lateral,432096.51,4584785.93,2.186419,41.409901
2016S009194,8,Matutino,Alcance,432103.78,4584824.29,2.186498,41.410253000000004
2016S006772,15,Tarde,Colisión Lateral,432103.78,4584824.29,2.186498,41.410253000000004
2016S001349,17,Tarde,Colisión Lateral,432103.78,4584824.29,2.186498,41.410253000000004
2016S008993,21,Tarde,Caida (dos ruedas),432848.79,4585414.22,2.195345,41.41563
2016S007374,17,Tarde,Colisión frontal-lateral,431960.1,4584453.64,2.184829,41.406898999999996
2016S005003,12,Matutino,Colisión Lateral,433132.05,4586063.96,2.198672,41.421499
2016S006400,21,Tarde,Colisión frontal-lateral,433169.99,4585881.12,2.199134,41.419863
2016S008965,21,Tarde,Colisión frontal-lateral,433169.99,4585881.12,2.199134,41.419863
2016S001680,18,Tarde,Atropellamiento,433211.45,4585908.05,2.199634,41.420109000000004
2016S008313,17,Tarde,Colisión Lateral,431862.24,4584351.74,2.183668,41.405972
2016S000154,7,Matutino,Colisión Lateral,433260.7,4585363.67,2.200281,41.415205
2016S000631,18,Tarde,Colisión frontal-lateral,433333.7,4585852.81,2.2011,41.419615
2016S003755,17,Tarde,Atropellamiento,432950.9,4585319.08,2.196576,41.414783
2016S008173,19,Tarde,Caida (dos ruedas),433253.0,4585917.5,2.200136,41.420194
2016S007588,11,Matutino,Caida (dos ruedas),432882.2,4585463.1,2.1957470000000003,41.416074
2016S004042,17,Tarde,Alcance,431964.93,4584467.51,2.184875,41.407026
2016S000250,16,Tarde,Choque vs objeto estático,432027.84,4584383.37,2.185638,41.406275
2016S000091,15,Tarde,Alcance,432081.14,4584425.42,2.18628,41.406658
2016S001122,21,Tarde,Alcance,433527.37,4586405.41,2.20336,41.424611999999996
2016S004203,21,Tarde,Colisión Lateral,433091.76,4586209.37,2.198165,41.42281
2016S010060,9,Matutino,Alcance,433123.02,4586300.49,2.198538,41.423633
2016S000851,21,Tarde,Colisión frontal-lateral,433116.81,4585641.92,2.198527,41.417697
2016S006239,20,Tarde,Colisión frontal-lateral,433668.38,4585761.24,2.205118,41.418822999999996
2016S000559,19,Tarde,Colisión frontal-lateral,433243.75,4586394.95,2.199963,41.424489
2016S005353,12,Matutino,Colisión frontal-lateral,433465.25,4585981.82,2.202665,41.420788
2016S004505,18,Tarde,Alcance,433387.34,4585365.24,2.2018,41.415233
2016S000510,15,Tarde,Alcance,433207.52,4586347.21,2.199538,41.424063000000004
2016S009547,18,Tarde,Caída interior vehículo,433413.24,4585872.64,2.202055,41.419802000000004
2016S005403,7,Matutino,Caida (dos ruedas),434024.44,4585986.16,2.2093540000000003,41.420879
2016S003716,18,Tarde,Atropellamiento,434696.59,4585113.04,2.217489,41.413071
2016S003967,6,Matutino,Colisión Lateral,433876.02,4586314.62,2.207547,41.423821000000004
2016S009260,12,Matutino,Alcance múltiple,435017.2,4584731.2,2.2213700000000003,41.409657
2016S010028,20,Tarde,Caida (dos ruedas),433746.56,4586199.07,2.206004,41.422775
2016S006416,12,Matutino,Alcance,433979.13,4585245.08,2.2088959999999997,41.414201
2016S002228,21,Tarde,Atropellamiento,434078.33,4585946.2,2.210004,41.420522999999996
2016S007337,10,Matutino,Colisión Lateral,433865.22,4585007.84,2.207558,41.412048
2016S009073,15,Tarde,Otras,432761.97,4584612.09,2.194394,41.408398999999996
2016S005629,18,Tarde,Atropellamiento,433407.28,4585234.25,2.202054,41.414055
2016S008059,0,Noche,Caida (dos ruedas),433366.47,4585249.15,2.201561,41.414187
2016S009566,10,Matutino,Colisión Lateral,433366.47,4585249.15,2.201561,41.414187
2016S006097,0,Noche,Colisión Lateral,433261.78,4584947.48,2.200338,41.411458
2016S001440,7,Matutino,Colisión Frontal,433983.03,4585697.67,2.208895,41.418273
2016S002415,16,Tarde,Colisión Lateral,433439.81,4585121.72,2.202449,41.41304
2016S009347,12,Matutino,Alcance múltiple,432719.59,4584620.76,2.19389,41.408468
2016S006435,15,Tarde,Colisión frontal-lateral,433081.94,4584971.32,2.198182,41.411659
2016S008327,9,Matutino,Colisión frontal-lateral,433081.94,4584971.32,2.198182,41.411659
2016S009094,1,Noche,Colisión frontal-lateral,433115.79,4584408.56,2.198651,41.406591
2016S008343,23,Noche,Colisión frontal-lateral,433115.79,4584408.56,2.198651,41.406591
2016S002052,9,Matutino,Alcance,433004.54,4584361.03,2.197329,41.406159
2016S008114,8,Matutino,Colisión frontal-lateral,433079.0,4584391.92,2.198223,41.406434999999995
2016S002617,17,Tarde,Atropellamiento,433004.56,4584739.96,2.1972869999999998,41.409563
2016S006883,14,Tarde,Caída interior vehículo,432834.1,4584305.74,2.1953009999999997,41.405640000000005
2016S002942,18,Tarde,Alcance,433794.8,4585669.81,2.206636,41.418005
2016S004342,9,Matutino,Choque vs objeto estático,432723.29,4584418.92,2.1939610000000003,41.406649
2016S002845,23,Noche,Alcance,432887.6,4584580.26,2.1959049999999998,41.408121
2016S005811,8,Matutino,Colisión frontal-lateral,433582.9,4582870.5,2.204407,41.392778
2016S005907,17,Tarde,Alcance,433378.04,4582999.35,2.201953,41.393923
2016S006511,10,Matutino,Caida (dos ruedas),433636.09,4583316.84,2.205004,41.396799
2016S001889,13,Matutino,Colisión frontal-lateral,432897.25,4583311.72,2.196165,41.396693
2016S003181,21,Tarde,Alcance,433061.9,4583438.95,2.198113,41.39785
2016S002277,20,Tarde,Alcance múltiple,433705.19,4583102.38,2.205853,41.394877
2016S005641,8,Matutino,Alcance,433705.19,4583102.38,2.205853,41.394877
2016S003995,7,Matutino,Alcance,433827.82,4583265.73,2.207294,41.396355
2016S004339,1,Noche,Choque vs objeto estático,433689.13,4583118.93,2.20566,41.39502
2016S006577,13,Matutino,Colisión frontal-lateral,433473.3,4582905.96,2.2030990000000004,41.393084
2016S008999,14,Tarde,Colisión Frontal,433473.3,4582905.96,2.2030990000000004,41.393084
2016S008576,17,Tarde,Alcance múltiple,433473.3,4582905.96,2.2030990000000004,41.393084
2016S008434,21,Tarde,Colisión Frontal,433200.46,4584274.29,2.1996830000000003,41.405390999999995
2016S000129,11,Matutino,Choque vs objeto estático,433743.49,4584531.99,2.2061509999999998,41.407751
2016S002865,18,Tarde,Colisión frontal-lateral,433868.67,4584042.98,2.2077,41.403357
2016S000520,19,Tarde,Colisión Lateral,434052.52,4584558.64,2.209844,41.40802
2016S007198,13,Matutino,Alcance,433755.45,4584295.41,2.2063200000000003,41.405626
2016S005884,0,Noche,Otras,433660.0,4584386.38,2.205174,41.406438
2016S004115,11,Matutino,Colisión frontal-lateral,433554.89,4584108.05,2.203936,41.403926
2016S000944,15,Tarde,Colisión Lateral,433695.67,4584288.04,2.205603,41.405558
2016S006112,17,Tarde,Colisión frontal-lateral,433571.61,4584514.79,2.204095,41.407584
2016S003965,22,Noche,Colisión frontal-lateral,433525.21,4583997.6,2.203601,41.402923
2016S008562,12,Matutino,Alcance,434468.29,4584703.67,2.214805,41.40936
2016S003739,16,Tarde,Colisión frontal-lateral,432798.3,4584105.81,2.194893,41.403836
2016S005821,19,Tarde,Otras,434130.53,4583678.38,2.210873,41.4001
2016S004131,19,Tarde,Colisión frontal-lateral,432414.29,4583789.56,2.190334,41.400957
2016S005890,8,Matutino,Colisión Lateral,434261.02,4583965.17,2.212409,41.402696
2016S004771,4,Noche,Choque vs objeto estático,434241.83,4583823.22,2.212185,41.401415
2016S002778,9,Matutino,Alcance múltiple,434443.92,4584049.57,2.2145770000000002,41.403467
2016S007245,21,Tarde,Colisión Lateral,434443.92,4584049.57,2.2145770000000002,41.403467
2016S000697,8,Matutino,Colisión Lateral,432509.84,4584145.7,2.191431,41.404171999999996
2016S009972,1,Noche,Choque vs objeto estático,434599.95,4584179.69,2.216429,41.404651
2016S001685,20,Tarde,Colisión Lateral,434803.19,4584402.67,2.218846,41.406676000000004
2016S002019,8,Matutino,Colisión frontal-lateral,434803.19,4584402.67,2.218846,41.406676000000004
2016S000256,18,Tarde,Caida (dos ruedas),432302.59,4584136.26,2.188956,41.404073
2016S000508,13,Matutino,Caida (dos ruedas),432163.26,4583969.65,2.187312,41.402557
2016S006727,9,Matutino,Alcance,434364.86,4584084.5,2.213628,41.403776
2016S002195,11,Matutino,Atropellamiento,432922.05,4583841.94,2.196405,41.401468
2016S007477,1,Noche,Atropellamiento,432482.66,4583469.98,2.191184,41.398081
2016S004429,15,Tarde,Colisión frontal-lateral,432535.94,4583704.0,2.191791,41.400202
2016S008178,16,Tarde,Alcance,432154.31,4583704.2,2.187234,41.40017
2016S002297,19,Tarde,Colisión frontal-lateral,432339.53,4583512.58,2.189468,41.398456
2016S001615,14,Tarde,Colisión frontal-lateral,432565.15,4583005.71,2.192228,41.393909
2016S002806,20,Tarde,Colisión frontal-lateral,432565.15,4583005.71,2.192228,41.393909
2016S007537,19,Tarde,Colisión frontal-lateral,432155.34,4583480.64,2.187271,41.398152
2016S007733,12,Matutino,Colisión Lateral,432217.03,4582969.43,2.18807,41.393555
2016S001752,14,Tarde,Caida (dos ruedas),432141.2,4582925.47,2.187166,41.393153000000005
2016S002722,9,Matutino,Colisión frontal-lateral,432534.41,4583047.78,2.191853,41.394284000000006
2016S001199,3,Noche,Colisión frontal-lateral,432491.59,4583848.86,2.191249,41.401495000000004
2016S001548,19,Tarde,Caida (dos ruedas),432298.46,4582960.02,2.1890400000000003,41.393481
2016S008636,8,Matutino,Otras,432284.98,4582974.08,2.188871,41.393606
2016S002080,9,Matutino,Colisión frontal-lateral,432052.97,4583007.28,2.186092,41.393884
2016S006897,17,Tarde,Caida (dos ruedas),432222.86,4583604.95,2.1880580000000003,41.399275
2016S003970,11,Matutino,Colisión frontal-lateral,432199.01,4583062.05,2.1878439999999997,41.394391
2016S003986,19,Tarde,Colisión Lateral,432184.61,4583076.95,2.187663,41.394515999999996
2016S008297,9,Matutino,Alcance,432156.97,4583114.62,2.1873240000000003,41.394856
2016S003196,17,Tarde,Alcance,432255.02,4583073.41,2.188513,41.394495
2016S009009,21,Tarde,Colisión Lateral,433185.75,4582626.29,2.1996860000000003,41.390547
2016S008013,13,Matutino,Alcance,433114.82,4582556.54,2.198844,41.389911
2016S005094,13,Matutino,Colisión Lateral,432712.25,4582203.79,2.194076,41.386697999999996
2016S001139,11,Matutino,Alcance,432826.97,4582584.02,2.1953970000000003,41.390139000000005
2016S008929,17,Tarde,Colisión Lateral,432911.5,4582301.09,2.196445,41.387597
2016S004989,15,Tarde,Alcance,433139.46,4582456.8,2.199154,41.389012
2016S002506,4,Noche,Atropellamiento,433277.47,4582554.79,2.2007939999999997,41.389905999999996
2016S003405,10,Matutino,Colisión frontal-lateral,433011.04,4583010.2,2.197562,41.393991
2016S001969,13,Matutino,Colisión frontal-lateral,433011.04,4583010.2,2.197562,41.393991
2016S004874,14,Tarde,Colisión frontal-lateral,433011.04,4583010.2,2.197562,41.393991
2016S004602,15,Tarde,Colisión frontal-lateral,433011.04,4583010.2,2.197562,41.393991
2016S003081,8,Matutino,Colisión frontal-lateral,432732.08,4582229.3,2.194312,41.386934000000004
2016S009682,20,Tarde,Otras,433282.5,4582061.38,2.200908,41.385466
2016S002758,13,Matutino,Alcance,433218.21,4582643.99,2.200078,41.390703
2016S004490,12,Matutino,Alcance múltiple,433218.21,4582643.99,2.200078,41.390703
2016S005831,10,Matutino,Otras,431007.88,4581074.25,2.173813,41.376385
2016S001549,22,Noche,Colisión Lateral,430464.66,4581017.7,2.1673270000000002,41.375824
2016S001549,22,Noche,Atropellamiento,430464.66,4581017.7,2.1673270000000002,41.375824
2016S008492,13,Matutino,Colisión frontal-lateral,431112.12,4581035.37,2.175073,41.376042
2016S008791,8,Matutino,Alcance,431264.19,4580754.87,2.176923,41.373523999999996
2016S006005,20,Tarde,Alcance,431245.82,4580721.31,2.176699,41.373226
2016S004503,20,Tarde,Alcance,431214.13,4580892.36,2.176309,41.374763
2016S006763,10,Matutino,Atropellamiento,430971.4,4581089.51,2.173381,41.376517
2016S003251,12,Matutino,Atropellamiento,430694.52,4582048.64,2.169959,41.38513
2016S005433,12,Matutino,Caida (dos ruedas),430492.36,4582098.42,2.167538,41.385563
2016S007266,17,Tarde,Colisión Lateral,430642.87,4582079.04,2.169334,41.385405
2016S004370,19,Tarde,Atropellamiento,431263.58,4581784.85,2.1767939999999997,41.382801
2016S002757,12,Matutino,Otras,430471.03,4582101.25,2.1672860000000003,41.385588
2016S002757,12,Matutino,Caída interior vehículo,430471.03,4582101.25,2.1672860000000003,41.385588
2016S002121,11,Matutino,Choque vs objeto estático,430386.72,4581568.68,2.166331,41.38078
2016S009866,19,Tarde,Caida (dos ruedas),430395.38,4581956.18,2.166394,41.384276
2016S000089,14,Tarde,Atropellamiento,431370.14,4581858.12,2.178065,41.383477
2016S002932,13,Matutino,Alcance,431289.48,4582036.0,2.177076,41.385073
2016S002513,13,Matutino,Colisión frontal-lateral,430194.62,4581924.24,2.1639939999999998,41.38397
2016S005702,13,Matutino,Caida (dos ruedas),430612.76,4581764.2,2.1690110000000002,41.382565
2016S008093,15,Tarde,Colisión Lateral,430780.51,4581980.07,2.1709959999999997,41.384525
2016S001174,0,Noche,Alcance,431336.79,4580997.41,2.177756,41.375719000000004
2016S007529,13,Matutino,Atropellamiento,431573.41,4581689.45,2.180512,41.381972
2016S009925,13,Matutino,Colisión frontal-lateral,431667.48,4581603.06,2.1816459999999998,41.381205
2016S002564,23,Noche,Choque vs objeto estático,431765.17,4581550.86,2.182824,41.380736
2016S002129,16,Tarde,Colisión Lateral,431765.17,4581550.86,2.182824,41.380736
2016S007334,6,Matutino,Colisión Lateral,431758.8,4581564.54,2.182738,41.380862
2016S005637,2,Noche,Alcance,431520.59,4581243.79,2.179929,41.377951
2016S006221,2,Noche,Choque vs objeto estático,431410.4,4581077.37,2.178632,41.376446
2016S000246,14,Tarde,Otras,431548.42,4581401.07,2.180245,41.379376
2016S001177,9,Matutino,Caida (dos ruedas),431556.71,4581762.59,2.1803,41.382628000000004
2016S009396,21,Tarde,Atropellamiento,431456.1,4581865.33,2.179093,41.383547
2016S006808,20,Tarde,Colisión frontal-lateral,431316.76,4581776.05,2.177429,41.382734
2016S006170,4,Noche,Atropellamiento,432841.33,4582008.86,2.19564,41.384952
2016S000874,12,Matutino,Caída interior vehículo,431864.49,4581575.48,2.184005,41.38097
2016S000913,17,Tarde,Alcance,431854.72,4581597.37,2.1838830000000002,41.381167
2016S010124,21,Tarde,Caída interior vehículo,430840.05,4582248.15,2.171682,41.386944
2016S004328,15,Tarde,Otras,432254.56,4581248.8,2.188705,41.378058
2016S000411,10,Matutino,Alcance,431223.13,4582103.35,2.176279,41.385671
2016S005899,13,Matutino,Alcance,431131.0,4582190.28,2.175169,41.386447
2016S004834,9,Matutino,Alcance múltiple,431110.94,4582218.02,2.174915,41.386697
2016S008001,8,Matutino,Alcance,431061.85,4582258.82,2.1743240000000004,41.387053
2016S001844,10,Matutino,Colisión Lateral,430997.26,4582334.16,2.17355,41.387732
2016S009970,19,Tarde,Atropellamiento,432643.75,4581596.27,2.193318,41.381225
2016S006888,1,Noche,Colisión Frontal,432686.05,4581685.09,2.193822,41.38203
2016S000670,10,Matutino,Caida (dos ruedas),432379.53,4581952.12,2.190121,41.384409000000005
2016S005079,21,Tarde,Alcance,432111.11,4581656.55,2.1869490000000003,41.38172
2016S007390,17,Tarde,Choque vs objeto estático,431754.33,4582119.98,2.182628,41.38586
2016S006098,8,Matutino,Colisión Lateral,432103.88,4581754.28,2.186843,41.382602
2016S004360,21,Tarde,Alcance,432623.95,4582055.23,2.193028,41.385357
2016S001569,17,Tarde,Colisión Lateral,432487.96,4581946.87,2.1914130000000003,41.384364
2016S002769,19,Tarde,Alcance,431742.93,4581619.21,2.182541,41.381356
2016S009011,20,Tarde,Colisión frontal-lateral,432220.9,4581633.84,2.188255,41.381523
2016S009986,14,Tarde,Alcance múltiple,432826.97,4582277.95,2.195431,41.387374
2016S003077,21,Tarde,Caida (dos ruedas),432786.88,4582237.77,2.194957,41.38701
2016S003077,21,Tarde,Colisión frontal-lateral,432786.88,4582237.77,2.194957,41.38701
2016S004020,19,Tarde,Alcance,431935.05,4581992.87,2.184807,41.384732
2016S006356,16,Tarde,Colisión frontal-lateral,431971.21,4582048.03,2.185231,41.385239
2016S006632,16,Tarde,Colisión Lateral,431950.04,4582208.16,2.184962,41.386679
2016S005567,23,Noche,Atropellamiento,431910.26,4581777.7,2.184532,41.382793
2016S001415,12,Matutino,Caida (dos ruedas),431825.77,4581775.62,2.183516,41.382768
2016S005438,16,Tarde,Colisión Lateral,429278.37,4581082.4,2.153138,41.376306
2016S000588,0,Noche,Colisión frontal-lateral,429354.87,4581176.52,2.154036,41.377159999999996
2016S003035,15,Tarde,Alcance,431170.83,4582187.93,2.175636,41.386423
2016S009565,11,Matutino,Caida (dos ruedas),429418.26,4581111.76,2.154809,41.37658
2016S005902,14,Tarde,Colisión Lateral,429393.6,4581136.98,2.154507,41.376803
2016S004707,18,Tarde,Alcance,429393.6,4581136.98,2.154507,41.376803
2016S001858,16,Tarde,Colisión Lateral,429393.6,4581136.98,2.154507,41.376803
2016S002499,21,Tarde,Alcance,431570.58,4582073.55,2.1804330000000003,41.38543
2016S004044,18,Tarde,Otras,431750.48,4582418.96,2.182546,41.388553
2016S007840,12,Matutino,Atropellamiento,431868.92,4582587.4,2.183939,41.390085
2016S009483,1,Noche,Choque vs objeto estático,431334.31,4582260.86,2.1775889999999998,41.387095
2016S002690,12,Matutino,Colisión Lateral,429332.4,4580958.31,2.153798,41.375194
2016S000667,10,Matutino,Caída interior vehículo,429250.89,4580959.75,2.152818,41.375196
2016S006485,21,Tarde,Colisión frontal-lateral,429244.0,4581068.04,2.152733,41.376177
2016S007648,19,Tarde,Atropellamiento,428709.13,4582249.93,2.146197,41.386767
2016S005304,20,Tarde,Atropellamiento,430266.5,4580945.92,2.164968,41.375159000000004
2016S006100,17,Tarde,Colisión Lateral,430086.46,4580948.72,2.162815,41.375170000000004
2016S003452,13,Matutino,Alcance,429734.73,4581684.3,2.158521,41.381768
2016S003415,16,Tarde,Colisión Lateral,429777.79,4581662.28,2.1590380000000002,41.381574
2016S010110,15,Tarde,Colisión frontal-lateral,429756.53,4581683.82,2.158784,41.381761
2016S006978,12,Matutino,Colisión frontal-lateral,428709.64,4582376.8,2.146182,41.387910999999995
2016S003326,10,Matutino,Otras,429944.26,4580987.25,2.1611130000000003,41.375509
2016S002334,1,Noche,Caida (dos ruedas),428762.31,4582112.82,2.146847,41.385538000000004
2016S005599,20,Tarde,Colisión frontal-lateral,428854.85,4582229.02,2.147933,41.3866
2016S002152,9,Matutino,Caida (dos ruedas),428854.85,4582229.02,2.147933,41.3866
2016S000313,13,Matutino,Choque vs objeto estático,429870.1,4581567.99,2.160161,41.380726
2016S003120,22,Noche,Caida (dos ruedas),429707.73,4581197.67,2.158255,41.37738
2016S002440,12,Matutino,Alcance,429856.67,4581647.68,2.159984,41.381446000000004
2016S004327,16,Tarde,Colisión Lateral,429856.67,4581647.68,2.159984,41.381446000000004
2016S001902,16,Tarde,Caida (dos ruedas),428611.82,4582527.71,2.144992,41.389262
2016S008650,13,Matutino,Atropellamiento,429907.87,4581328.3,2.160631,41.378577
2016S005220,14,Tarde,Colisión frontal-lateral,429833.89,4581649.73,2.159709,41.381462
2016S005799,12,Matutino,Atropellamiento,429828.87,4581655.29,2.159648,41.381515
2016S006636,17,Tarde,Colisión frontal-lateral,430027.99,4581831.02,2.162008,41.383117999999996
2016S007252,11,Matutino,Atropellamiento,429991.98,4581864.17,2.1615729999999997,41.383412
2016S006039,23,Noche,Choque vs objeto estático,429710.46,4581154.87,2.158295,41.376993
2016S009309,18,Tarde,Otras,430047.35,4581967.74,2.1622310000000002,41.384345
2016S000602,21,Tarde,Caída interior vehículo,430142.66,4581745.5,2.163393,41.382353
2016S005080,20,Tarde,Colisión frontal-lateral,430061.27,4581417.56,2.162462,41.379391999999996
2016S002684,19,Tarde,Colisión Lateral,430040.87,4581830.74,2.162163,41.383109999999995
2016S002653,8,Matutino,Atropellamiento,428505.54,4582566.09,2.14372,41.389604
2016S002434,10,Matutino,Alcance,428505.54,4582566.09,2.14372,41.389604
2016S009064,12,Matutino,Atropellamiento,428505.54,4582566.09,2.14372,41.389604
2016S006009,23,Noche,Colisión frontal-lateral,428494.45,4582408.45,2.143607,41.38818
2016S003993,23,Noche,Caida (dos ruedas),430147.81,4582055.72,2.163417,41.385146
2016S008925,12,Matutino,Atropellamiento,430148.14,4581155.45,2.163533,41.37704
2016S005888,4,Noche,Atropellamiento,430242.81,4581184.91,2.164653,41.377309000000004
2016S006412,17,Tarde,Atropellamiento,430221.99,4581206.32,2.1644,41.377506
2016S006171,4,Noche,Colisión Lateral,429392.3,4581345.41,2.154471,41.378685
2016S005071,18,Tarde,Alcance,429449.08,4581403.86,2.155145,41.379213
2016S009452,19,Tarde,Colisión frontal-lateral,429552.37,4581502.03,2.156366,41.380113
2016S002384,8,Matutino,Colisión Lateral,429486.09,4581284.72,2.155602,41.378144
2016S006326,18,Tarde,Atropellamiento,430400.82,4581015.1,2.166562,41.375801
2016S006420,14,Tarde,Alcance,428704.82,4581318.68,2.1462470000000002,41.378381
2016S000479,18,Tarde,Atropellamiento,428624.4,4581364.23,2.145285,41.378788
2016S004432,17,Tarde,Alcance múltiple,429268.17,4581299.85,2.152993,41.37826
2016S003544,9,Matutino,Colisión frontal-lateral,429321.26,4581365.62,2.153619,41.378859000000006
2016S007104,9,Matutino,Alcance,429450.77,4581993.09,2.155089,41.384527
2016S004440,20,Tarde,Colisión Lateral,428812.2,4581943.83,2.147465,41.38402
2016S009013,23,Noche,Caida (dos ruedas),428877.6,4581863.0,2.148252,41.383305
2016S008200,17,Tarde,Caida (dos ruedas),429091.08,4581650.03,2.150836,41.381406
2016S006397,18,Tarde,Colisión Lateral,428435.67,4582118.46,2.142936,41.385563
2016S002676,18,Tarde,Colisión frontal-lateral,428435.67,4582118.46,2.142936,41.385563
2016S005574,9,Matutino,Colisión frontal-lateral,428436.24,4582129.71,2.142946,41.385661999999996
2016S005750,20,Tarde,Colisión Lateral,428441.19,4582142.88,2.143005,41.385779
2016S001619,13,Matutino,Colisión Lateral,428441.19,4582142.88,2.143005,41.385779
2016S003590,11,Matutino,Atropellamiento,429415.2,4581657.84,2.154709,41.381496999999996
2016S004099,16,Tarde,Colisión frontal-lateral,429352.4,4581714.29,2.1539490000000003,41.382005
2016S003270,19,Tarde,Caida (dos ruedas),428517.09,4582001.62,2.14393,41.384516
2016S008465,14,Tarde,Alcance,428416.84,4581807.03,2.142745,41.38276
2016S007646,19,Tarde,Colisión Lateral,429514.77,4581738.44,2.155884,41.382234999999994
2016S005649,15,Tarde,Alcance,429552.81,4581765.37,2.156335,41.382482
2016S004280,13,Matutino,Colisión Lateral,428960.91,4581715.38,2.149261,41.38198
2016S003938,21,Tarde,Atropellamiento,429603.62,4581839.76,2.156936,41.383153
2016S000461,8,Matutino,Colisión Lateral,429697.48,4581720.28,2.158074,41.382089
2016S007620,9,Matutino,Alcance,429699.42,4581733.43,2.158097,41.382207
2016S003875,14,Tarde,Atropellamiento,429281.77,4581985.4,2.153069,41.384440000000005
2016S010057,22,Noche,Caida (dos ruedas),429150.67,4581902.23,2.151512,41.383681
2016S007461,8,Matutino,Atropellamiento,429150.67,4581902.23,2.151512,41.383681
2016S002324,0,Noche,Alcance,429256.13,4581859.63,2.152784,41.383303000000005
2016S008344,1,Noche,Colisión Lateral,428679.7,4581813.37,2.14589,41.382837
2016S004270,16,Tarde,Alcance múltiple,429896.73,4582695.99,2.160341,41.390888000000004
2016S000719,20,Tarde,Alcance,429902.01,4582435.78,2.160443,41.388546999999996
2016S000450,16,Tarde,Colisión frontal-lateral,429171.57,4583078.69,2.151625,41.394273999999996
2016S005715,19,Tarde,Colisión Frontal,429806.1,4582596.53,2.1592759999999998,41.389989
2016S007817,13,Matutino,Alcance,430198.35,4582210.22,2.164009,41.386546
2016S006947,16,Tarde,Alcance,430198.35,4582210.22,2.164009,41.386546
2016S009765,9,Matutino,Alcance,429769.95,4582314.74,2.158866,41.387446000000004
2016S009697,5,Noche,Colisión frontal-lateral,430028.59,4582178.44,2.16198,41.386243
2016S003308,14,Tarde,Alcance,429978.34,4582229.94,2.1613759999999997,41.386697999999996
2016S005310,7,Matutino,Alcance,429442.56,4583163.71,2.154857,41.395064
2016S008617,17,Tarde,Colisión frontal-lateral,430081.36,4582095.53,2.162623,41.3855
2016S000488,22,Noche,Alcance,429905.9,4582143.78,2.160513,41.385917
2016S000771,23,Noche,Colisión Lateral,429706.12,4582296.59,2.158115,41.387278
2016S001359,14,Tarde,Colisión frontal-lateral,429570.56,4582303.43,2.156488,41.387329
2016S008106,22,Noche,Colisión frontal-lateral,429542.14,4582469.19,2.156134,41.388822
2016S006132,19,Tarde,Alcance,429645.11,4582373.27,2.157377,41.387966
2016S008905,7,Matutino,Choque vs objeto estático,429265.04,4583110.14,2.152746,41.394571
