IdExpediente,Hora,Turno,Causa_de_Accidente,Tipo_VehImplicado,Modelo,Marca,Color,TipoCarnet,AntigCarnet,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2018S006309,0,Noche,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Negre,Desconocido,Desconocido,431651.13,4582718.81,2.18133,41.391253999999996
2018S009491,0,Noche,No es causa del peatón,Motocicleta,SYMPHONY 1,SYM,Blanc,Desconocido,Desconocido,431658.61,4583392.93,2.181343,41.397326
2018S009491,0,Noche,No es causa del peatón,Turisme,740,BMW,Gris,Sense permĂ­s,Desconocido,431658.61,4583392.93,2.181343,41.397326
2018S009491,0,Noche,No es causa del peatón,Turisme,Altea,SEAT,Blanc,B,18,431658.61,4583392.93,2.181343,41.397326
2018S006208,0,Noche,No es causa del peatón,Taxi,TOLEDO,SEAT,Negre/Groc,B,10,431363.28,4583313.93,2.17782,41.396589
2018S006208,0,Noche,No es causa del peatón,Turisme,A3,A.U.D.I.,Vermell,B,2,431363.28,4583313.93,2.17782,41.396589
2018S008217,0,Noche,No es causa del peatón,Motocicleta,SYMPHONY,SYM,Negre,B,5,431167.04,4583702.85,2.1754279999999997,41.400076
2018S008217,0,Noche,No es causa del peatón,Turisme,ASTRA,OPEL,Negre,B,22,431167.04,4583702.85,2.1754279999999997,41.400076
2018S004441,0,Noche,No es causa del peatón,Motocicleta,LIBERTY 125,PIAGGIO,Negre,B,4,431246.29,4583152.89,2.176439,41.395129
2018S004441,0,Noche,No es causa del peatón,Turisme,ATECA,SEAT,Gris,B,11,431246.29,4583152.89,2.176439,41.395129
2018S009888,0,Noche,No es causa del peatón,Bicicleta,Desconocido,BTWIN,Negre,Desconocido,Desconocido,431369.71,4583900.94,2.1778299999999997,41.401877
2018S009888,0,Noche,No es causa del peatón,Turisme,PICANTO,KIA,Negre,B,5,431369.71,4583900.94,2.1778299999999997,41.401877
2018S003907,0,Noche,No es causa del peatón,Motocicleta,X MAX 125,YAMAHA,Blanc,B,10,431369.71,4583900.94,2.1778299999999997,41.401877
2018S003907,0,Noche,No es causa del peatón,Turisme,MONDEO,FORD,Negre,B,13,431369.71,4583900.94,2.1778299999999997,41.401877
2018S004547,0,Noche,No es causa del peatón,Ciclomotor,YN 50,YAMAHA,Negre,AM,2,431306.13,4584355.51,2.177018,41.405966
2018S004547,0,Noche,No es causa del peatón,Turisme,OPTIMA,KIA,Negre,B,13,431306.13,4584355.51,2.177018,41.405966
2018S009079,0,Noche,No es causa del peatón,Motocicleta,NSC 110,HONDA,Gris,B,17,431210.97,4583934.13,2.175927,41.402162
2018S009079,0,Noche,No es causa del peatón,Turisme,GOLF,VOLKSWAGEN,Negre,B,12,431210.97,4583934.13,2.175927,41.402162
2018S004999,0,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,21,431371.11,4584089.39,2.177825,41.403574
2018S004999,0,Noche,No es causa del peatón,Turisme,OCTAVIA,SKODA,Negre,B,29,431371.11,4584089.39,2.177825,41.403574
2018S009914,0,Noche,No es causa del peatón,Motocicleta,EVO 125,SYM,Negre,B,5,430757.23,4583282.28,2.1705740000000002,41.396252000000004
2018S009914,0,Noche,No es causa del peatón,Turisme,CLIO,RENAULT,Gris,A1,4,430757.23,4583282.28,2.1705740000000002,41.396252000000004
2018S003063,0,Noche,No es causa del peatón,Motocicleta,Sport City,APRILIA,Gris,B,28,430598.6,4583522.16,2.1686490000000003,41.398399
2018S003063,0,Noche,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,B,9,430598.6,4583522.16,2.1686490000000003,41.398399
2018S006333,0,Noche,No es causa del peatón,Motocicleta,Desconocido,HARLEY DAVIDSON,Negre,A,14,430931.78,4582415.71,2.172761,41.388462
2018S006333,0,Noche,No es causa del peatón,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,10,430931.78,4582415.71,2.172761,41.388462
2018S003370,0,Noche,No es causa del peatón,Motocicleta,MEDLEY,PIAGGIO,Gris,A,8,430978.26,4583706.76,2.1731700000000003,41.400095
2018S003370,0,Noche,No es causa del peatón,Turisme,C 220,MERCEDES,Negre,B,15,430978.26,4583706.76,2.1731700000000003,41.400095
2018S006948,0,Noche,No es causa del peatón,Ciclomotor,NOVA 3000,EMCO,Verd,B,5,430563.48,4583529.15,2.168228,41.398459
2018S006948,0,Noche,No es causa del peatón,Motocicleta,Z800 ABS,KAWASAKI,Negre,A2,2,430563.48,4583529.15,2.168228,41.398459
2018S004268,0,Noche,No es causa del peatón,Motocicleta,FORZA,HONDA,Negre,B,10,430637.37,4583606.65,2.169103,41.399164
2018S004268,0,Noche,No es causa del peatón,Turisme,MUSA,LANCIA,MarrĂł,B,32,430637.37,4583606.65,2.169103,41.399164
2018S007512,0,Noche,No es causa del peatón,Turisme,Superb,SKODA,Negre,B,14,430001.79,4583401.83,2.161525,41.397264
2018S007512,0,Noche,No es causa del peatón,Turisme,ZAFIRA,OPEL,Gris,B,34,430001.79,4583401.83,2.161525,41.397264
2018S008514,0,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,A1,10,430005.45,4583130.22,2.1616,41.394818
2018S008514,0,Noche,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,B,11,430005.45,4583130.22,2.1616,41.394818
2018S001118,0,Noche,Cruzar fuera de paso peatonal,Ciclomotor,KISBEE,PEUGEOT,Vermell,B,7,430198.35,4582210.22,2.164013,41.386548
2018S009402,0,Noche,No es causa del peatón,Taxi,Superb,SKODA,Negre,B,5,430694.58,4582659.98,2.169896,41.390642
2018S009402,0,Noche,No es causa del peatón,Turisme,MEGANE,RENAULT,Negre,B,46,430694.58,4582659.98,2.169896,41.390642
2018S004718,0,Noche,No es causa del peatón,Bicicleta,,ES DESCONEIX,Blau,Desconocido,Desconocido,430197.72,4583116.33,2.1639009999999996,41.394709000000006
2018S004718,0,Noche,No es causa del peatón,Turisme,A3,AUDI,Negre,B,38,430197.72,4583116.33,2.1639009999999996,41.394709000000006
2018S009401,0,Noche,No es causa del peatón,Motocicleta,SUPER DINK 125,KYMCO,Negre,B,15,430694.58,4582659.98,2.169896,41.390642
2018S009401,0,Noche,No es causa del peatón,Motocicleta,XT 125,YAMAHA,Blau,B,6,430694.58,4582659.98,2.169896,41.390642
2018S005899,0,Noche,No es causa del peatón,Ciclomotor,LIBERTY 50,PIAGGIO,Desconocido,AM,3,429996.53,4583374.37,2.161465,41.397016
2018S005899,0,Noche,No es causa del peatón,Turisme,500,FIAT,Blanc,B,3,429996.53,4583374.37,2.161465,41.397016
2018S003738,0,Noche,No es causa del peatón,Motocicleta,ANC 125,HONDA,Blanc,Desconocido,Desconocido,429996.53,4583374.37,2.161465,41.397016
2018S003738,0,Noche,No es causa del peatón,Motocicleta,SES 125,HONDA,Negre,B,4,429996.53,4583374.37,2.161465,41.397016
2018S003738,0,Noche,No es causa del peatón,Turisme,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,429996.53,4583374.37,2.161465,41.397016
2018S007182,0,Noche,No es causa del peatón,Ciclomotor,NOVA 3000,EMCO,Verd,B,8,430295.5,4583587.99,2.165016,41.398965999999994
2018S007182,0,Noche,No es causa del peatón,Turisme,,TOYOTA,Blau,B,7,430295.5,4583587.99,2.165016,41.398965999999994
2018S007182,0,Noche,No es causa del peatón,Turisme,MAZDA 3,MAZDA,Gris,B,9,430295.5,4583587.99,2.165016,41.398965999999994
2018S002645,0,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Blanc,B,15,430468.12,4582228.23,2.167237,41.386734000000004
2018S002645,0,Noche,No es causa del peatón,Turisme,PANDA,FIAT,Blanc,B,9,430468.12,4582228.23,2.167237,41.386734000000004
2018S003909,0,Noche,No es causa del peatón,Motocicleta,Desconocido,KEEWAY,Blanc,A,2,430310.82,4583051.57,2.165261,41.394135999999996
2018S003909,0,Noche,No es causa del peatón,Turisme,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430310.82,4583051.57,2.165261,41.394135999999996
2018S005028,0,Noche,No es causa del peatón,Furgoneta,DOBLO,FIAT,Blanc,Desconocido,Desconocido,430809.72,4583558.24,2.1711709999999997,41.398742
2018S005028,0,Noche,No es causa del peatón,Turisme,C2,CITROEN,Blau,B,2,430809.72,4583558.24,2.1711709999999997,41.398742
2018S005028,0,Noche,No es causa del peatón,Turisme,C4,CITROEN,Negre,Desconocido,Desconocido,430809.72,4583558.24,2.1711709999999997,41.398742
2018S004603,0,Noche,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,429640.11,4582207.73,2.157337,41.386477
2018S004603,0,Noche,No es causa del peatón,Motocicleta,HW125 XENT,YAMAHA,Desconocido,Desconocido,Desconocido,429640.11,4582207.73,2.157337,41.386477
2018S004603,0,Noche,No es causa del peatón,Motocicleta,PES,HONDA,Desconocido,Desconocido,Desconocido,429640.11,4582207.73,2.157337,41.386477
2018S004603,0,Noche,No es causa del peatón,Motocicleta,PES125,HONDA,Desconocido,Desconocido,Desconocido,429640.11,4582207.73,2.157337,41.386477
2018S004603,0,Noche,No es causa del peatón,Motocicleta,SJ 100,HONDA,Desconocido,Desconocido,Desconocido,429640.11,4582207.73,2.157337,41.386477
2018S004603,0,Noche,No es causa del peatón,Motocicleta,SYMPHONY 1,SYM,Desconocido,Desconocido,Desconocido,429640.11,4582207.73,2.157337,41.386477
2018S004603,0,Noche,No es causa del peatón,Turisme,C4,CITROEN,Negre,B,9,429640.11,4582207.73,2.157337,41.386477
2018S004603,0,Noche,No es causa del peatón,Turisme,Superb,SKODA,Negre,B,32,429640.11,4582207.73,2.157337,41.386477
2018S001119,0,Noche,No es causa del peatón,Motocicleta,C EVOLUTION,BMW,Blanc,B,2,429830.93,4582396.05,2.159597,41.38819
2018S001119,0,Noche,No es causa del peatón,Motocicleta,LEAD,HONDA,Platejat,Desconocido,Desconocido,429830.93,4582396.05,2.159597,41.38819
2018S001119,0,Noche,No es causa del peatón,Motocicleta,LIBERTY,PIAGGIO,Negre,Desconocido,Desconocido,429830.93,4582396.05,2.159597,41.38819
2018S001119,0,Noche,No es causa del peatón,Turisme,MATIZ,DAEWOO,Blanc,B,2,429830.93,4582396.05,2.159597,41.38819
2018S006968,0,Noche,No es causa del peatón,Motocicleta,LIBERTY 125,PIAGGIO,Blanc,A1,7,430022.75,4582583.06,2.16187,41.389891
2018S006968,0,Noche,No es causa del peatón,Turisme,PRIUS,TOYOTA,Blanc,Es desconeix,20,430022.75,4582583.06,2.16187,41.389891
2018S006968,0,Noche,No es causa del peatón,Turisme,PUNTO,FIAT,Blanc,B,1,430022.75,4582583.06,2.16187,41.389891
2018S006480,0,Noche,No es causa del peatón,Taxi,TOYOTA PRI,TOYOTA,Negre/Groc,B,12,429365.3,4583064.14,2.1539509999999997,41.394166999999996
2018S006480,0,Noche,No es causa del peatón,Turisme,CLK230,MERCEDES,Blau,B,50,429365.3,4583064.14,2.1539509999999997,41.394166999999996
2018S009915,0,Noche,No es causa del peatón,Ciclomotor,ZIP 50,PIAGGIO,Blau,B,2,429640.11,4582207.73,2.157337,41.386477
2018S009915,0,Noche,No es causa del peatón,Turisme,Superb,SKODA,Negre,B,22,429640.11,4582207.73,2.157337,41.386477
2018S001875,0,Noche,No es causa del peatón,Taxi,RAPID,SKODA,Negre/Groc,B,7,429731.21,4581923.32,2.15846,41.383924
2018S001875,0,Noche,No es causa del peatón,Turisme,207,PEUGEOT,Gris,B,0,429731.21,4581923.32,2.15846,41.383924
2018S006589,0,Noche,No es causa del peatón,Turisme,116,BMW,Negre,B,19,428932.41,4581531.09,2.1489529999999997,41.380321
2018S006154,0,Noche,No es causa del peatón,Motocicleta,Z 750,KAWASAKI,Negre,A2,1,429354.29,4581928.4,2.153952,41.383936
2018S006154,0,Noche,No es causa del peatón,Turisme,C3,CITROEN,Blanc,B,11,429354.29,4581928.4,2.153952,41.383936
2018S000147,0,Noche,No es causa del peatón,AutobĂşs,LION S CIT,MAN,Vermell,D,13,429231.9,4581684.95,2.152516,41.381733000000004
2018S006054,0,Noche,No es causa del peatón,Motocicleta,KTM RC 125,KTM,Taronja,A2,1,429354.29,4581928.4,2.153952,41.383936
2018S006054,0,Noche,No es causa del peatón,Turisme,A-3 2.0,A U D I,Negre,B,9,429354.29,4581928.4,2.153952,41.383936
2018S006054,0,Noche,No es causa del peatón,Turisme,COROLLA,TOYOTA,Blanc,Desconocido,Desconocido,429354.29,4581928.4,2.153952,41.383936
2018S005235,0,Noche,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,429737.74,4581724.85,2.158561,41.382137
2018S005235,0,Noche,No es causa del peatón,Taxi,Altea,SEAT,Negre/Groc,B,6,429737.74,4581724.85,2.158561,41.382137
2018S003460,0,Noche,No es causa del peatón,Motocicleta,CB 250 TWO FIFTY,HONDA,Verd,A,25,429260.74,4582212.74,2.1528,41.386489000000005
2018S003460,0,Noche,No es causa del peatón,Taxi,C-ELYS E B,CITROEN,Negre/Groc,B,4,429260.74,4582212.74,2.1528,41.386489000000005
2018S006386,0,Noche,No es causa del peatón,Motocicleta,SH125D,HONDA,Blanc,B,6,428387.79,4581767.46,2.142413,41.382401
2018S006386,0,Noche,No es causa del peatón,Turisme,Desconocido,MERCEDES,Negre,Es desconeix,Desconocido,428387.79,4581767.46,2.142413,41.382401
2018S002915,0,Noche,No es causa del peatón,Ciclomotor,SH 50,HONDA,Desconocido,Desconocido,Desconocido,428909.27,4581807.57,2.148644,41.382809
2018S002915,0,Noche,No es causa del peatón,Motocicleta,SH 100,HONDA,Desconocido,Desconocido,Desconocido,428909.27,4581807.57,2.148644,41.382809
2018S002915,0,Noche,No es causa del peatón,Motocicleta,SH125AD,HONDA,granate,B,9,428909.27,4581807.57,2.148644,41.382809
2018S002915,0,Noche,No es causa del peatón,Motocicleta,X Max,YAMAHA,Desconocido,Desconocido,Desconocido,428909.27,4581807.57,2.148644,41.382809
2018S002915,0,Noche,No es causa del peatón,Turisme,308,PEUGEOT,Negre,B,21,428909.27,4581807.57,2.148644,41.382809
2018S005463,0,Noche,No es causa del peatón,Motocicleta,YP250R,YAMAHA,Negre,A2,8,429447.81,4582020.17,2.155059,41.384771
2018S005463,0,Noche,No es causa del peatón,Turisme,TOURNEO CO,FORD,Blanc,B,19,429447.81,4582020.17,2.155059,41.384771
2018S009254,0,Noche,No es causa del peatón,Motocicleta,ANC 125,HONDA,Negre,B,4,429444.29,4581642.99,2.155061,41.381374
2018S009254,0,Noche,No es causa del peatón,Turisme,Q2,AUDI,Vermell,B,11,429444.29,4581642.99,2.155061,41.381374
2018S000002,0,Noche,No es causa del peatón,Ciclomotor,S-FIVE,DAELIM,Negre,AM,16,428882.97,4582216.76,2.1482810000000003,41.386492
2018S000002,0,Noche,No es causa del peatón,Turisme,PUNTO,FIAT,Blanc,B,1,428882.97,4582216.76,2.1482810000000003,41.386492
2018S000723,0,Noche,No es causa del peatón,Taxi,PRIUS,TOYOTA,Desconocido,B,31,429165.19,4581164.97,2.15178,41.377044
2018S000723,0,Noche,No es causa del peatón,Turisme,VECTRA B,OPEL,Gris,B,10,429165.19,4581164.97,2.15178,41.377044
2018S009005,0,Noche,No es causa del peatón,Ciclomotor,NOVA,EMCO,Verd,AM,10,429339.54,4581297.35,2.153849,41.378251
2018S005375,0,Noche,No es causa del peatón,Motocicleta,SH 1125,HONDA,Gris,B,13,429355.61,4581351.42,2.154035,41.37874
2018S005375,0,Noche,No es causa del peatón,Turisme,Q2,AUDI,Altres,B,22,429355.61,4581351.42,2.154035,41.37874
2018S000016,0,Noche,No es causa del peatón,"Camión > 3,5 tones",Desconocido,IVECO FIAT,Blanc,C,10,430180.58,4581946.73,2.163831,41.384174
2018S000016,0,Noche,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,B,12,430180.58,4581946.73,2.163831,41.384174
2018S003773,0,Noche,No es causa del peatón,Ciclomotor,NS50,YAMAHA,Negre,B,4,429393.91,4581164.91,2.154514,41.377063
2018S003773,0,Noche,No es causa del peatón,Motocicleta,JET SPORT,S.Y.M,Negre,B,4,429393.91,4581164.91,2.154514,41.377063
2018S004113,0,Noche,No es causa del peatón,Bicicleta,Desconocido,Desconocido,Negre,Desconocido,Desconocido,430137.64,4582066.06,2.163304,41.385245
2018S004113,0,Noche,No es causa del peatón,Motocicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,430137.64,4582066.06,2.163304,41.385245
2018S005413,0,Noche,No es causa del peatón,Motocicleta,SH 300,HONDA,Negre,B,4,428989.31,4580940.29,2.1497029999999997,41.375005
2018S005413,0,Noche,No es causa del peatón,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,3,428989.31,4580940.29,2.1497029999999997,41.375005
2018S005103,0,Noche,Cruzar fuera de paso peatonal,Turisme,CEE'D,KIA,Blanc,B,2,430605.1,4580941.88,2.169023,41.37516
2018S005460,0,Noche,Cruzar fuera de paso peatonal,Turisme,MONDEO,FORD,Gris,B,1,430497.04,4580920.96,2.167733,41.374962
2018S001043,0,Noche,No es causa del peatón,Turisme,A4,A.U.D.I.,Gris,B,27,429735.65,4579722.02,2.1587680000000002,41.364098
2018S001043,0,Noche,No es causa del peatón,Turisme,LODGY,DACIA,Negre,B,22,429735.65,4579722.02,2.1587680000000002,41.364098
2018S006030,0,Noche,No es causa del peatón,Turisme,CALIBER,DODGE,Negre,B,20,427951.73,4576184.01,2.1378619999999997,41.332074
2018S008753,0,Noche,No es causa del peatón,Turisme,LEON,SEAT,Vermell,B,4,431264.96,4580708.9,2.176939,41.373118
2018S002607,0,Noche,No es causa del peatón,Turisme,LAND CRUISER,TOYOTA,granate,Sense permĂ­s,Desconocido,428208.12,4577802.65,2.140734,41.346676
2018S006696,0,Noche,No es causa del peatón,Furgoneta,CRAFTER,VOLKSWAGEN,Desconocido,B,28,430855.98,4579978.8,2.172133,41.366507
2018S006696,0,Noche,No es causa del peatón,Turisme,POLO,VOLKSWAGEN,Gris,B,22,430855.98,4579978.8,2.172133,41.366507
2018S008353,0,Noche,No es causa del peatón,Motocicleta,SUPER DINK,KYMCO,Negre,B,6,428057.24,4579344.4,2.138747,41.360548
2018S008353,0,Noche,No es causa del peatón,Turisme,TIGUAN,VOLKSWAGEN,Blanc,B,1,428057.24,4579344.4,2.138747,41.360548
2018S005380,0,Noche,No es causa del peatón,Motocicleta,BWS 100,YAMAHA,Blanc,B,18,428989.33,4579247.93,2.149901,41.359761999999996
2018S005380,0,Noche,No es causa del peatón,Turisme,OPTIMA,KIA,Negre,B,13,428989.33,4579247.93,2.149901,41.359761999999996
2018S003411,0,Noche,No es causa del peatón,Ciclomotor,LIBERTY 50,PIAGGIO,Negre,B,2,428555.73,4580529.81,2.144567,41.371269
2018S003411,0,Noche,No es causa del peatón,Ciclomotor,PEOPLE S 5,KYMCO,Negre,AM,14,428555.73,4580529.81,2.144567,41.371269
2018S003411,0,Noche,No es causa del peatón,Turisme,CERATO,KIA,Blanc,B,10,428555.73,4580529.81,2.144567,41.371269
2018S006223,0,Noche,No es causa del peatón,Ciclomotor,VITALITE 50,KYMCO,Negre,Es desconeix,6,428843.25,4580971.06,2.147953,41.375269
2018S006223,0,Noche,No es causa del peatón,Turisme,POLO,VOLKSWAGEN,Gris,B,15,428843.25,4580971.06,2.147953,41.375269
2018S004522,0,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,B,9,428418.83,4580468.5,2.142937,41.370705
2018S004522,0,Noche,No es causa del peatón,Taxi,ELYSEE,CITROEN,Negre/Groc,B,7,428418.83,4580468.5,2.142937,41.370705
2018S003311,0,Noche,No es causa del peatón,Ciclomotor,LIBERTY,PIAGGIO,Blanc,Desconocido,Desconocido,428806.29,4581061.12,2.1475,41.376077
2018S003311,0,Noche,No es causa del peatón,Motocicleta,CB 500,HONDA,Negre,Desconocido,Desconocido,428806.29,4581061.12,2.1475,41.376077
2018S003311,0,Noche,No es causa del peatón,Motocicleta,PES,HONDA,Blanc,Desconocido,Desconocido,428806.29,4581061.12,2.1475,41.376077
2018S003311,0,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,Desconocido,Desconocido,428806.29,4581061.12,2.1475,41.376077
2018S003311,0,Noche,No es causa del peatón,Turisme,Desconocido,PEUGEOT,Blanc,Desconocido,Desconocido,428806.29,4581061.12,2.1475,41.376077
2018S001137,0,Noche,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,B,8,428675.41,4581275.47,2.1459099999999998,41.377996
2018S001137,0,Noche,No es causa del peatón,Turisme,C4 CACTUS,CITROEN,Blanc,B,1,428675.41,4581275.47,2.1459099999999998,41.377996
2018S004197,0,Noche,No es causa del peatón,Motocicleta,K 1200,BMW,Gris,A,1,428675.41,4581275.47,2.1459099999999998,41.377996
2018S004197,0,Noche,No es causa del peatón,Taxi,RAPID,SKODA,Negre/Groc,B,13,428675.41,4581275.47,2.1459099999999998,41.377996
2018S006515,0,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,Sense permĂ­s,Desconocido,428120.1,4580175.98,2.1394,41.368043
2018S000448,0,Noche,No es causa del peatón,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,7,428170.77,4580225.7,2.14,41.368496
2018S000448,0,Noche,No es causa del peatón,Turisme,C 220,MERCEDES,Blau,B,10,428170.77,4580225.7,2.14,41.368496
2018S000448,0,Noche,No es causa del peatón,Turisme,SCENIC,RENAULT,Gris,B,15,428170.77,4580225.7,2.14,41.368496
2018S007644,0,Noche,No es causa del peatón,Motocicleta,SES 125,HONDA,Gris,B,7,427339.93,4581173.57,2.129953,41.376958
2018S007644,0,Noche,No es causa del peatón,Taxi,PRIUS,TOYOTA,Negre/Groc,B,24,427339.93,4581173.57,2.129953,41.376958
2018S002667,0,Noche,No es causa del peatón,Turisme,B200,MERCEDES,Negre,B,4,427589.39,4581481.94,2.132899,41.379758
2018S002667,0,Noche,No es causa del peatón,Turisme,POLO,VOLKSWAGEN,Negre,B,33,427589.39,4581481.94,2.132899,41.379758
2018S007841,0,Noche,No es causa del peatón,Motocicleta,PCX,HONDA,Blanc,B,5,427463.73,4581008.23,2.131453,41.375479999999996
2018S007841,0,Noche,No es causa del peatón,Taxi,TOLEDO,SEAT,Negre/Groc,B,3,427463.73,4581008.23,2.131453,41.375479999999996
2018S005834,0,Noche,No es causa del peatón,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconocido,Desconocido,428079.86,4581484.05,2.138764,41.379821
2018S005834,0,Noche,No es causa del peatón,Ciclomotor,VESPA,PIAGGIO,Negre,B,1,428079.86,4581484.05,2.138764,41.379821
2018S003534,0,Noche,No es causa del peatón,Turisme,EXEO,SEAT,Negre,Desconocido,Desconocido,427975.57,4581896.47,2.137468,41.383526
2018S003534,0,Noche,No es causa del peatón,Turisme,MICRA,NISSAN,Gris,Desconocido,Desconocido,427975.57,4581896.47,2.137468,41.383526
2018S003534,0,Noche,No es causa del peatón,Turisme,SERIE 1,BMW,Blau,B,20,427975.57,4581896.47,2.137468,41.383526
2018S009804,0,Noche,No es causa del peatón,Motocicleta,SYMPHONY 1,SYM,Negre,B,7,427954.95,4582701.1,2.137125,41.390772
2018S009804,0,Noche,No es causa del peatón,Turisme,Desconocido,Desconocido,Negre,Desconocido,Desconocido,427954.95,4582701.1,2.137125,41.390772
2018S002643,0,Noche,No es causa del peatón,Turisme,CIVIC,HONDA,Gris,B,14,427627.45,4582662.01,2.133213,41.390390000000004
2018S002643,0,Noche,No es causa del peatón,Turisme,GOLF,VOLKSWAGEN,Blau,B,12,427627.45,4582662.01,2.133213,41.390390000000004
2018S001760,0,Noche,No es causa del peatón,Motocicleta,X MAX 125,YAMAHA,Negre,B,4,428499.73,4582666.13,2.1436450000000002,41.390505
2018S001760,0,Noche,No es causa del peatón,Turisme,IBIZA,SEAT,Vermell,B,11,428499.73,4582666.13,2.1436450000000002,41.390505
2018S000422,0,Noche,No es causa del peatón,Motocicleta,SH 125,HONDA,Negre,A1,2,428341.84,4582712.05,2.1417509999999997,41.390905
2018S000422,0,Noche,No es causa del peatón,Taxi,RAPID,SKODA,Negre/Groc,B,10,428341.84,4582712.05,2.1417509999999997,41.390905
2018S000314,0,Noche,No es causa del peatón,Motocicleta,S 1000 RR,BMW,Blanc,A,21,425908.37,4581939.69,2.112742,41.383728000000005
2018S000314,0,Noche,No es causa del peatón,Turisme,COUPE,HYUNDAI,Gris,Desconocido,Desconocido,425908.37,4581939.69,2.112742,41.383728000000005
2018S007154,0,Noche,No es causa del peatón,Motocicleta,MAJESTY,YAMAHA,granate,A1,1,425852.58,4582020.45,2.1120650000000003,41.38445
2018S007154,0,Noche,No es causa del peatón,Turisme,POLO,VOLKSWAGEN,Blanc,B,39,425852.58,4582020.45,2.1120650000000003,41.38445
2018S000128,0,Noche,No es causa del peatón,"Camión > 3,5 tones",,ES DESCONEIX,Blau,Desconocido,Desconocido,425387.61,4581830.33,2.106528,41.382695
2018S000128,0,Noche,No es causa del peatón,Turisme,IBIZA,SEAT,Vermell,B,6,425387.61,4581830.33,2.106528,41.382695
2018S008754,0,Noche,No es causa del peatón,Ciclomotor,ATLANTIS,DERBI,Gris,Desconocido,Desconocido,426968.02,4582381.68,2.1253599999999997,41.387806
2018S008754,0,Noche,No es causa del peatón,Motocicleta,SIXTEEN,SUZUKI,Negre,Desconocido,Desconocido,426968.02,4582381.68,2.1253599999999997,41.387806
2018S008754,0,Noche,No es causa del peatón,Tot terreny,EVOQUE,LAND ROVER,Negre,B,40,426968.02,4582381.68,2.1253599999999997,41.387806
